"d_year","s_city","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"UNITED ST5",6403,166087,1106956,69184
1993,"UNITED ST0",26602,57375,959306,79942
1993,"UNITED ST1",16124,12256,115656,70095
1992,"UNITED ST0",5533,187226,1260691,78793
1993,"UNITED ST7",15623,197727,1806472,109483
1993,"UNITED ST7",15623,186128,5652942,72847
1992,"UNITED ST9",9983,50981,2225640,115918
1992,"UNITED ST0",9778,3071,1758196,58444
1993,"UNITED ST5",10252,25845,644585,106250
1992,"UNITED ST3",16828,63380,624671,80602
1992,"UNITED ST2",21925,171169,5955248,74409
1993,"UNITED ST2",26074,67833,4278772,108049
1993,"UNITED ST8",5942,41455,4331787,83787
1993,"UNITED ST1",11563,77316,1152339,77598
1992,"UNITED ST5",2276,195728,2374483,109423
1993,"UNITED ST7",28819,130435,3774947,87925
1992,"UNITED ST9",29011,51190,4293156,68471
1992,"UNITED ST1",2791,37867,7325926,108291
1993,"UNITED ST2",14230,80293,846737,76397
1993,"UNITED ST1",148,49199,574095,68891
1993,"UNITED ST4",3464,186359,4943097,86721
1993,"UNITED ST0",22619,14708,7302150,97362
1992,"UNITED ST1",29611,18610,3855154,91716
1993,"UNITED ST4",29146,25280,5377959,72316
1992,"UNITED ST1",14581,21229,1360710,69013
1993,"UNITED ST9",20573,35259,4700568,71655
1992,"UNITED ST5",14989,76777,5729566,105226
1993,"UNITED ST4",28909,59162,4183047,67269
1993,"UNITED ST3",86,103042,2259376,62702
1992,"UNITED ST8",6383,181988,4098560,124198
1993,"UNITED ST0",1705,188305,2457781,83598
1993,"UNITED ST5",1705,26424,125589,81025
1993,"UNITED ST3",8822,179187,4592434,75970
1992,"UNITED ST5",22367,13728,6944475,98503
1993,"UNITED ST6",6169,125305,1795905,79818
1992,"UNITED ST4",1810,95952,1363565,116877
1992,"UNITED ST4",1810,32670,1937628,96160
1993,"UNITED ST4",16999,160708,7279969,106122
1992,"UNITED ST2",24883,198560,6941073,99513
1993,"UNITED ST1",13250,10906,6904220,109014
1993,"UNITED ST1",13250,151785,3857238,110206
1993,"UNITED ST3",27160,181372,3570930,87202
1993,"UNITED ST5",2140,146254,5741904,78015
1993,"UNITED ST9",23923,165389,1503828,87262
1992,"UNITED ST3",2308,178141,5215480,73148
1993,"UNITED ST1",14545,90104,2849036,65646
1993,"UNITED ST9",25618,53826,8030547,106789
1993,"UNITED ST5",25618,40652,1404717,95559
1993,"UNITED ST0",12601,1100,1565720,60066
1992,"UNITED ST4",25286,182505,785812,95250
1993,"UNITED ST5",9919,158912,6622257,118254
1993,"UNITED ST0",8435,14342,3256433,75380
1992,"UNITED ST5",18988,23917,6774548,110454
1992,"UNITED ST9",18988,168717,1494639,107142
1992,"UNITED ST1",5962,101801,2249894,108168
1993,"UNITED ST1",29197,84915,1861911,113994
1992,"UNITED ST5",6563,170985,4917904,123358
1992,"UNITED ST1",6334,33497,3982484,85829
1992,"UNITED ST8",2647,35665,5826402,96039
1993,"UNITED ST8",566,58479,4880210,86248
1993,"UNITED ST3",6859,94565,1703039,93573
1992,"UNITED ST1",13909,180934,8422407,120895
1992,"UNITED ST3",13909,35288,4898013,73396
1992,"UNITED ST8",24809,41162,2610076,66189
1992,"UNITED ST6",6725,105942,7217117,116876
1992,"UNITED ST5",25786,150106,3953862,69366
1993,"UNITED ST0",23411,92395,1977030,83243
1993,"UNITED ST0",27985,182306,2221280,83298
1993,"UNITED ST4",15248,43213,768879,69372
1993,"UNITED ST0",11845,175302,3074133,82638
1993,"UNITED ST9",9961,148151,587583,71949
1993,"UNITED ST4",23627,87163,105814,69009
1993,"UNITED ST0",5533,181737,2646252,109123
1993,"UNITED ST0",10552,128266,2554869,77655
1993,"UNITED ST9",14911,101130,2375373,67867
1993,"UNITED ST3",27589,141477,7142882,91108
1992,"UNITED ST7",14773,13707,1640148,97242
1993,"UNITED ST5",7612,104114,4834707,67086
1993,"UNITED ST0",23059,136372,3625144,84502
1993,"UNITED ST0",29962,53556,1358595,90573
1993,"UNITED ST7",15976,171855,4343119,115611
1993,"UNITED ST4",19400,190889,3385594,118792
1993,"UNITED ST1",7330,8599,3542836,90455
1993,"UNITED ST0",4405,89251,2356475,74415
1993,"UNITED ST1",16804,106208,5949580,72852
1993,"UNITED ST3",9112,160541,480462,96092
1992,"UNITED ST7",8020,64663,2937926,97659
1993,"UNITED ST7",28021,20771,1101342,101506
1993,"UNITED ST6",28021,90354,3226440,80661
1993,"UNITED ST9",1079,187290,1424117,82637
1993,"UNITED ST9",23422,105315,4277804,79218
1992,"UNITED ST0",29797,107601,315285,96516
1993,"UNITED ST3",17473,57512,1983838,88170
1993,"UNITED ST0",26195,94620,3453672,96877
1993,"UNITED ST6",1423,61254,5079745,72915
1993,"UNITED ST4",15514,5732,6311811,98263
1993,"UNITED ST0",25045,186413,2998820,89964
1993,"UNITED ST0",677,48437,3441408,83125
1992,"UNITED ST3",5017,82757,4206715,104385
1993,"UNITED ST0",2611,48560,286626,90513
1992,"UNITED ST4",10330,63411,3793371,82464
1993,"UNITED ST0",22360,26323,6059202,74959
1993,"UNITED ST1",6092,131048,3398976,64742
1992,"UNITED ST3",28870,114184,5176137,71890
1992,"UNITED ST4",28870,11971,9038256,112978
1993,"UNITED ST9",14026,69889,7286809,111532
1992,"UNITED ST7",8224,134774,5100731,108526
1992,"UNITED ST6",19291,145860,6203574,114351
1992,"UNITED ST7",19291,133440,1299574,88406
1993,"UNITED ST5",1226,135910,1809696,116754
1993,"UNITED ST4",18346,102395,4201951,83843
1992,"UNITED ST6",11924,126219,687355,74712
1992,"UNITED ST9",4772,190727,8283350,109063
1993,"UNITED ST0",26437,38434,2709176,82345
1993,"UNITED ST0",6056,144339,2012745,82999
1992,"UNITED ST7",4255,53471,803401,85468
1993,"UNITED ST5",4456,3363,3545808,75981
1993,"UNITED ST0",12046,72815,6436116,107268
1992,"UNITED ST6",12536,30122,4355776,63127
1992,"UNITED ST7",6668,96674,2566149,100240
1992,"UNITED ST9",6668,126409,6074612,86124
1993,"UNITED ST2",1630,123620,1081501,98617
1993,"UNITED ST0",22943,138092,3836655,67805
1992,"UNITED ST6",3533,19026,3427587,56701
1992,"UNITED ST1",16621,110814,2773711,109488
1993,"UNITED ST3",1607,172699,6138905,106301
1992,"UNITED ST4",14195,124159,3047794,70989
1993,"UNITED ST0",12895,152754,5376888,108405
1992,"UNITED ST4",26318,101915,7667640,115014
1993,"UNITED ST1",26542,197982,4367958,124798
1992,"UNITED ST4",8140,152341,916817,83600
1992,"UNITED ST0",22904,14683,1028905,95860
1992,"UNITED ST5",5519,62343,4699224,78320
1992,"UNITED ST4",23986,3837,1653788,104449
1992,"UNITED ST9",4177,94728,3410985,103363
1993,"UNITED ST9",12460,28928,4003519,111415
1992,"UNITED ST5",25054,73697,2706517,100241
1993,"UNITED ST4",17023,47501,5667980,86910
1992,"UNITED ST2",3124,182767,172027,110985
1992,"UNITED ST9",11846,9295,715348,72257
1992,"UNITED ST1",11846,5414,2137444,79164
1993,"UNITED ST3",5386,37758,6211532,101745
1993,"UNITED ST7",22223,3979,5422953,112978
1992,"UNITED ST1",21745,37300,1102434,74238
1993,"UNITED ST5",13270,117785,1005951,108166
1993,"UNITED ST6",11254,3778,1331961,100906
1993,"UNITED ST3",13195,31859,8506537,107451
1993,"UNITED ST3",13195,177066,1714590,68583
1993,"UNITED ST0",16300,147016,2423662,63780
1992,"UNITED ST4",29605,162001,302955,63780
1993,"UNITED ST8",7420,189930,8087799,121195
1993,"UNITED ST1",7420,151664,6557252,102939
1993,"UNITED ST4",9838,86669,2758329,99339
1993,"UNITED ST5",2486,30999,7040603,115799
1993,"UNITED ST8",14092,129390,6470999,85163
1992,"UNITED ST0",12796,172160,3622550,73929
1993,"UNITED ST0",24073,172917,1950111,119394
1993,"UNITED ST6",6704,155438,5525691,89605
1993,"UNITED ST1",17864,112693,4970380,102341
1992,"UNITED ST0",18508,17709,7407991,97602
1992,"UNITED ST1",14788,129653,7033477,100959
1992,"UNITED ST9",20039,184297,1428253,82877
1993,"UNITED ST0",22093,70345,3914451,78920
1993,"UNITED ST2",25606,87463,3302697,87027
1992,"UNITED ST3",19775,36069,3618216,60303
1993,"UNITED ST9",10556,23465,2374266,83307
1992,"UNITED ST5",4075,43706,5173459,98982
1992,"UNITED ST4",4075,153725,2196719,106723
1992,"UNITED ST1",14713,178337,2420214,84919
1992,"UNITED ST0",8893,21619,5415244,92436
1992,"UNITED ST8",5089,26916,1695477,110574
1993,"UNITED ST1",28832,128806,511909,110088
1993,"UNITED ST1",19567,42787,3577185,103786
1992,"UNITED ST4",5209,73881,6610792,111292
1992,"UNITED ST9",3115,121954,968215,118557
1993,"UNITED ST9",24634,661,4778679,93699
1992,"UNITED ST1",15535,94609,1808860,96216
1992,"UNITED ST1",9604,80481,1591551,87688
1993,"UNITED ST0",7285,111236,5331908,74833
1993,"UNITED ST9",12725,13847,2391220,105650
1993,"UNITED ST7",7900,54672,2810885,97600
1992,"UNITED ST1",24850,123436,2662000,87565
1992,"UNITED ST7",28217,113909,530720,115374
1992,"UNITED ST4",28079,84849,1270851,110030
1993,"UNITED ST0",23536,56192,2158597,68891
1993,"UNITED ST0",21466,123940,4850931,117836
1993,"UNITED ST4",520,92593,3229846,95135
1993,"UNITED ST1",28447,21372,3450711,77602
1993,"UNITED ST3",17332,50184,1773857,68050
1992,"UNITED ST4",24305,196559,4767984,99333
1992,"UNITED ST1",2728,150043,4424625,65582
1992,"UNITED ST8",9758,197242,5216339,80354
1992,"UNITED ST1",4996,8019,3837821,55620
1992,"UNITED ST6",13651,42512,3652274,87270
1992,"UNITED ST6",22852,117398,4812326,84923
1992,"UNITED ST1",14044,114283,3113472,77836
1993,"UNITED ST8",16493,136706,3680582,104562
1993,"UNITED ST1",4438,147150,3488495,71829
1993,"UNITED ST7",4912,164895,7408384,117593
1992,"UNITED ST4",2041,95394,972573,83363
1993,"UNITED ST2",17576,174072,4380279,68764
1992,"UNITED ST7",29842,148592,5466445,98435
1992,"UNITED ST6",8194,124216,3348567,74412
1993,"UNITED ST3",1210,54754,5469708,102525
1992,"UNITED ST8",19369,29883,4350912,108772
1992,"UNITED ST8",7310,124144,429875,70088
1993,"UNITED ST5",2476,79579,6377668,93514
1993,"UNITED ST3",13618,191839,5487418,115849
1993,"UNITED ST5",20252,111214,2572941,73512
1993,"UNITED ST0",10894,60833,5901700,107629
1992,"UNITED ST1",19328,73485,5957890,87508
1992,"UNITED ST9",7024,187497,633796,95069
1992,"UNITED ST1",12659,107819,2531958,109608
1992,"UNITED ST1",17686,139546,583478,95132
1992,"UNITED ST0",20320,53076,2864930,61744
1993,"UNITED ST9",28304,197760,8452808,111465
1992,"UNITED ST9",16799,161136,351956,71827
1992,"UNITED ST1",12718,161517,1684270,94710
1993,"UNITED ST4",17524,153157,2505010,72609
1993,"UNITED ST3",28468,118693,5451732,102701
1992,"UNITED ST9",1177,32664,1095308,95799
1993,"UNITED ST5",3284,59825,4697646,107089
1993,"UNITED ST1",18823,142416,6370334,87504
1992,"UNITED ST4",23728,15269,3410668,71055
1992,"UNITED ST1",27754,17469,5795402,83187
1993,"UNITED ST9",6823,45873,6880785,109132
1993,"UNITED ST5",20737,181722,3354919,108223
1993,"UNITED ST6",2396,132843,7278259,112550
1992,"UNITED ST9",20564,144734,4962656,106723
1993,"UNITED ST4",29675,114801,3715126,108948
1992,"UNITED ST1",20806,1110,3403396,60666
1992,"UNITED ST9",413,156086,3581562,68524
1992,"UNITED ST7",413,121528,6340635,92971
1993,"UNITED ST7",20767,58745,8007578,102224
1992,"UNITED ST6",19006,58883,3597191,110512
1993,"UNITED ST7",1592,125311,4647686,80178
1992,"UNITED ST1",28268,116868,5767671,113091
1992,"UNITED ST6",7559,83960,4202841,116637
1993,"UNITED ST3",17053,94617,3336032,96696
1993,"UNITED ST0",14710,101816,7838396,109068
1993,"UNITED ST1",4594,153012,5009807,63900
1992,"UNITED ST9",26612,122194,5594474,72971
1992,"UNITED ST1",14083,19779,4128011,101926
1992,"UNITED ST3",11386,34866,8103870,108051
1992,"UNITED ST3",18406,143433,3580342,88585
1993,"UNITED ST9",5324,153044,2172139,65822
1993,"UNITED ST1",15109,100642,3901270,98558
1993,"UNITED ST5",26251,17692,1735245,96581
1993,"UNITED ST0",26251,109677,7530981,101200
1993,"UNITED ST3",17318,126372,2139506,83902
1992,"UNITED ST3",11206,167132,4846883,71947
1992,"UNITED ST3",11206,183118,4967790,72066
1992,"UNITED ST3",26863,110453,3753749,87807
1993,"UNITED ST3",21949,64283,3165596,74836
1992,"UNITED ST3",13543,27089,2958824,60964
1993,"UNITED ST9",20572,139995,3251914,122099
1992,"UNITED ST9",20693,75939,187663,114895
1992,"UNITED ST0",20693,104242,3906962,74774
1992,"UNITED ST3",20693,101301,234414,78138
1993,"UNITED ST6",10225,97121,3723339,67087
1993,"UNITED ST6",10354,20676,7357455,95800
1992,"UNITED ST4",3884,27851,3379815,106731
1993,"UNITED ST1",11773,167271,3201141,80296
1993,"UNITED ST3",24019,28799,4319475,103667
1992,"UNITED ST6",338,91376,5907038,82042
1993,"UNITED ST2",2690,29931,4548112,111655
1992,"UNITED ST0",24847,139984,9217204,121438
1993,"UNITED ST5",13324,85613,4658349,95916
1993,"UNITED ST5",29801,736,932936,98203
1992,"UNITED ST4",6017,120474,6462088,89668
1993,"UNITED ST0",10522,149177,600823,73570
1992,"UNITED ST9",14894,73223,580166,71773
1992,"UNITED ST7",14894,103523,3077464,91591
1993,"UNITED ST9",23605,61021,3272090,58921
1992,"UNITED ST4",16060,36252,4628233,71295
1993,"UNITED ST7",467,182096,5260171,70685
1993,"UNITED ST6",1358,162191,1531398,75191
1993,"UNITED ST2",16766,2314,3065101,72978
1993,"UNITED ST6",16066,121096,328424,67025
1993,"UNITED ST8",9154,169998,2866234,124079
1993,"UNITED ST1",3197,167644,1574708,102698
1993,"UNITED ST9",7751,96601,4070684,95856
1993,"UNITED ST6",11200,83456,2300241,86367
1992,"UNITED ST7",6031,139531,848086,94231
1993,"UNITED ST0",3092,153485,3720044,92308
1993,"UNITED ST1",5111,80763,8288091,104625
1993,"UNITED ST0",20801,78556,6564804,92073
1992,"UNITED ST8",17032,67497,6959256,87869
1992,"UNITED ST0",22244,187007,3949340,65640
1993,"UNITED ST3",28624,142143,1493276,71108
1993,"UNITED ST9",8647,48325,2154457,76399
1992,"UNITED ST6",7054,160822,2541807,112969
1992,"UNITED ST0",15709,16088,4719176,60244
1992,"UNITED ST0",3724,172335,1812641,84439
1992,"UNITED ST1",11173,183128,3984584,72667
1992,"UNITED ST7",1651,54861,2941693,108951
1993,"UNITED ST4",20747,29306,1089534,74118
1993,"UNITED ST6",8977,145315,2656685,81618
1992,"UNITED ST7",28351,19439,5270708,81505
1992,"UNITED ST5",25097,194067,344834,69663
1993,"UNITED ST3",7117,146045,512788,65462
1992,"UNITED ST5",19870,34050,4073967,59043
1992,"UNITED ST3",19870,70476,5438727,86788
1993,"UNITED ST9",7018,78391,6371771,82163
1992,"UNITED ST1",29791,141088,1823464,67744
1992,"UNITED ST6",25061,136263,3901677,77955
1993,"UNITED ST3",14768,192869,9809300,117711
1993,"UNITED ST9",12352,65635,6453740,96037
1992,"UNITED ST7",29851,182849,177729,115910
1992,"UNITED ST4",20071,199891,5924888,119453
1992,"UNITED ST2",1838,180625,2196838,102337
1992,"UNITED ST1",4273,106055,986776,63663
1993,"UNITED ST0",25370,47396,3409523,80603
1993,"UNITED ST4",7459,64226,1071198,71413
1993,"UNITED ST5",3163,60437,2548912,83845
1993,"UNITED ST0",16762,108759,1007617,106065
1992,"UNITED ST8",27670,147485,6608053,91948
1992,"UNITED ST8",25136,178353,4251109,85881
1993,"UNITED ST5",21385,170093,4751222,69785
1993,"UNITED ST0",5086,175832,2405773,114469
1992,"UNITED ST1",19036,113237,875161,75013
1993,"UNITED ST9",17971,75835,5437922,108649
1992,"UNITED ST4",14417,100633,1707143,98017
1993,"UNITED ST6",23266,158122,3758682,70807
1993,"UNITED ST3",27553,42070,2705263,60724
1993,"UNITED ST5",1864,72416,4998276,83304
1993,"UNITED ST1",29809,58588,1082606,92794
1992,"UNITED ST9",22129,177761,7524205,110325
1992,"UNITED ST4",19990,148772,1026914,109246
1993,"UNITED ST1",13732,146947,1794546,119636
1993,"UNITED ST8",20747,82779,1183909,105706
1992,"UNITED ST4",17380,145499,1278837,92669
1992,"UNITED ST6",12389,73948,9225312,115316
1993,"UNITED ST3",12205,93705,6879735,101922
1992,"UNITED ST8",29711,167980,1884141,122878
1993,"UNITED ST0",20705,178450,5702646,91707
1993,"UNITED ST9",16651,83576,2222387,93574
1992,"UNITED ST3",4412,67555,6234842,91353
1992,"UNITED ST4",7855,107022,4120196,61741
1993,"UNITED ST9",8171,5666,6638691,94299
1992,"UNITED ST9",8263,79669,3750701,98919
1992,"UNITED ST9",14443,183258,5499125,80475
1992,"UNITED ST0",28555,97806,7799631,108228
1993,"UNITED ST6",16793,55841,1635124,107810
1993,"UNITED ST8",14236,36293,5040089,73757
1993,"UNITED ST9",29939,3953,4490105,111417
1993,"UNITED ST9",27662,15721,2857713,98203
1992,"UNITED ST1",23444,149109,1667664,69486
1992,"UNITED ST8",23444,155097,447010,69125
1992,"UNITED ST1",24907,81588,1883496,94174
1992,"UNITED ST7",6157,25461,4713964,83187
1992,"UNITED ST9",24880,52320,5984993,76339
1993,"UNITED ST5",24319,40382,1154437,79342
1992,"UNITED ST3",21799,131770,5225133,108106
1993,"UNITED ST9",12841,85395,6358076,82823
1993,"UNITED ST3",20263,15510,928007,85530
1992,"UNITED ST8",8308,126436,6807611,87745
1992,"UNITED ST7",20873,192275,2917754,82036
1992,"UNITED ST7",29507,66502,5107443,88110
1992,"UNITED ST8",18733,149756,2166900,108345
1993,"UNITED ST3",3005,112235,4360316,74833
1992,"UNITED ST4",5161,11037,2495214,56881
1992,"UNITED ST3",28612,79214,5315750,71592
1992,"UNITED ST1",29054,24097,287947,61265
1992,"UNITED ST0",23962,5444,5759409,80966
1992,"UNITED ST7",10447,135437,5050434,88345
1992,"UNITED ST0",1897,125031,739221,63361
1992,"UNITED ST0",1897,180308,5558753,83298
1993,"UNITED ST5",29410,117334,3605348,81079
1993,"UNITED ST9",29810,35030,3369884,57901
1992,"UNITED ST0",12010,91418,2570763,84564
1992,"UNITED ST1",12010,82580,306265,93754
1992,"UNITED ST9",7033,108872,3889639,112852
1992,"UNITED ST0",21596,101881,542269,112972
1993,"UNITED ST1",29413,138503,2913435,92490
1993,"UNITED ST3",1243,183837,7952236,115249
1992,"UNITED ST8",10879,69026,1943274,59701
1993,"UNITED ST4",22240,156908,4193096,117894
1992,"UNITED ST7",4300,191954,3887305,122757
1993,"UNITED ST3",10498,124303,716742,79638
1992,"UNITED ST4",29017,94913,1434748,114474
1992,"UNITED ST4",1567,96347,5496947,80600
1993,"UNITED ST7",25456,61524,5876717,89131
1993,"UNITED ST5",27725,196040,1776766,68162
1992,"UNITED ST2",9736,89204,1233768,71592
1993,"UNITED ST2",20071,117418,137799,86124
1992,"UNITED ST6",4634,9266,2143674,70515
1993,"UNITED ST1",3611,146591,5895324,98255
1992,"UNITED ST9",8743,194064,3265729,69483
1992,"UNITED ST9",12121,45514,3861863,87570
1993,"UNITED ST6",14872,122523,1390968,92731
1993,"UNITED ST5",3229,179513,5733036,95550
1993,"UNITED ST3",14062,170347,1133872,85040
1993,"UNITED ST1",14062,56361,2476636,79041
1992,"UNITED ST6",3176,50318,5593247,76098
1992,"UNITED ST9",24929,70818,1359495,107328
1992,"UNITED ST0",5410,39793,4158696,103967
1992,"UNITED ST0",29749,115705,1817059,103242
1992,"UNITED ST1",10196,61323,6036304,77059
1993,"UNITED ST6",14935,159537,1564599,95791
1993,"UNITED ST5",18520,43455,406948,83907
1993,"UNITED ST0",2272,33585,589209,91114
1993,"UNITED ST6",14632,66441,529197,84446
1992,"UNITED ST5",11363,98825,2400147,109429
1992,"UNITED ST0",5383,129099,1005128,67685
1993,"UNITED ST2",15097,95818,4217108,108828
1993,"UNITED ST7",10841,15871,2546289,107212
1993,"UNITED ST5",9967,123901,3657310,115494
1993,"UNITED ST8",3955,195004,2729916,65940
1992,"UNITED ST4",463,33939,726696,112375
1992,"UNITED ST4",463,166314,1167742,82818
1992,"UNITED ST9",11929,5363,4139927,76101
1993,"UNITED ST3",238,85225,5286240,72613
1993,"UNITED ST1",17423,175790,5032035,111947
1992,"UNITED ST0",8317,148590,6262690,98315
1993,"UNITED ST8",25327,141117,463244,69486
1992,"UNITED ST0",14665,148679,1430510,103660
1992,"UNITED ST9",20782,89583,308225,94354
1993,"UNITED ST9",18767,48669,2018839,97059
1992,"UNITED ST1",16510,90470,5432948,87628
1993,"UNITED ST8",1795,40827,8573927,106069
1993,"UNITED ST9",367,120063,2759636,64983
1993,"UNITED ST7",872,22958,6750729,112857
1992,"UNITED ST3",18775,146965,8699715,120717
1993,"UNITED ST9",23099,113169,4286512,70929
1992,"UNITED ST1",27682,8302,232377,72618
1993,"UNITED ST5",4930,15354,357956,76161
1993,"UNITED ST1",24341,11310,928195,73278
1993,"UNITED ST3",15634,92744,3282438,104204
1992,"UNITED ST3",21061,199414,1006417,90804
1992,"UNITED ST0",5282,66760,5527358,103605
1992,"UNITED ST6",20074,51606,2663496,93456
1993,"UNITED ST2",12343,45327,2369059,76339
1992,"UNITED ST6",23113,195134,4424868,73747
1992,"UNITED ST0",23113,119673,7875993,101560
1992,"UNITED ST4",23113,131038,5185864,64141
1993,"UNITED ST4",854,56424,5876447,82825
1993,"UNITED ST8",23989,86925,9081620,114715
1993,"UNITED ST4",23989,5416,5713776,79284
1992,"UNITED ST7",18985,12542,3454532,87272
1992,"UNITED ST7",10726,88543,5383363,91892
1993,"UNITED ST1",8980,94939,4548603,116035
1992,"UNITED ST0",19819,76587,4853352,93814
1993,"UNITED ST0",17101,193667,8368416,105639
1992,"UNITED ST9",26474,180015,3252179,65700
1992,"UNITED ST0",13234,137816,704447,111228
1992,"UNITED ST0",22207,26376,5688752,78142
1992,"UNITED ST7",23686,17115,4349311,61926
1993,"UNITED ST5",5845,136243,5516082,76754
1993,"UNITED ST7",12469,127323,2462983,81019
1992,"UNITED ST2",8524,129111,108310,68406
1992,"UNITED ST4",1612,6813,165101,103188
1992,"UNITED ST3",7304,38578,6627410,90994
1993,"UNITED ST7",24808,82154,1567887,68169
1992,"UNITED ST3",27887,148806,3090096,111288
1992,"UNITED ST3",18517,162340,2999605,84140
