"s_city","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST9",15505,19971009,194260,4313318,81255
"UNITED ST8",15505,19971009,131930,1963891,117715
"UNITED ST0",7537,19950705,44166,4025440,66609
"UNITED ST1",28268,19920417,116868,5767671,113091
"UNITED ST9",9544,19940301,138377,5744986,84922
"UNITED ST3",17858,19980105,155640,1559988,101738
"UNITED ST6",7559,19920704,83960,4202841,116637
"UNITED ST4",13787,19980422,20950,6174135,112257
"UNITED ST3",17053,19930709,94617,3336032,96696
"UNITED ST9",12785,19941102,52705,1949455,99462
"UNITED ST0",12785,19941102,120628,7122038,98917
"UNITED ST0",3206,19980321,73365,2649952,80301
"UNITED ST9",367,19960102,149279,5299797,79696
"UNITED ST4",367,19960102,123093,3425280,66965
"UNITED ST8",25754,19960820,145551,3065376,95793
"UNITED ST0",14710,19930731,101816,7838396,109068
"UNITED ST1",4594,19930515,153012,5009807,63900
"UNITED ST9",29267,19950101,168772,1606992,110446
"UNITED ST9",29267,19950101,177153,3764259,73809
"UNITED ST5",26714,19980311,129592,642149,97295
"UNITED ST7",24415,19960822,6452,5810090,81507
"UNITED ST9",26612,19921229,122194,5594474,72971
"UNITED ST3",24701,19960718,103879,542266,112972
"UNITED ST7",568,19950904,45008,1358025,57180
"UNITED ST4",4306,19980108,177992,3955750,124199
"UNITED ST1",4306,19980108,94770,5082537,105886
"UNITED ST1",20462,19961123,76616,5715877,95556
"UNITED ST6",6916,19980614,69148,2774975,67028
"UNITED ST8",3490,19980309,76037,1786984,60781
"UNITED ST0",12281,19970803,81786,8229015,106066
"UNITED ST5",20005,19960823,58621,1930295,94777
"UNITED ST1",14083,19920506,19779,4128011,101926
"UNITED ST0",4081,19971223,95914,5683892,114594
"UNITED ST9",27341,19950206,76497,2504933,88409
"UNITED ST3",7417,19960523,86064,2263929,63003
"UNITED ST7",23743,19980516,100904,5413725,114294
"UNITED ST8",27643,19960530,95986,9711702,118918
"UNITED ST3",11386,19920527,34866,8103870,108051
"UNITED ST9",22423,19960923,76937,3491008,114835
"UNITED ST2",4744,19970527,197288,390648,83116
"UNITED ST6",5644,19960606,115157,5341487,70329
"UNITED ST1",29047,19950503,164197,1362085,75671
"UNITED ST2",9100,19950524,162519,2734430,94890
"UNITED ST1",14449,19960101,154227,476613,76873
"UNITED ST5",809,19970120,127850,5949028,112671
"UNITED ST0",4771,19951221,146856,5076803,114171
"UNITED ST1",7073,19940824,128913,873859,116514
"UNITED ST9",7073,19940824,112263,1785364,76515
"UNITED ST9",14143,19940611,85282,3459674,76036
"UNITED ST3",18406,19920612,143433,3580342,88585
"UNITED ST2",17942,19970707,190296,252304,83177
"UNITED ST9",4645,19980711,198061,326854,69543
"UNITED ST9",5324,19931014,153044,2172139,65822
"UNITED ST3",6812,19940809,169739,3993675,108523
"UNITED ST8",28255,19980707,50854,2322841,108291
"UNITED ST9",2704,19980317,68229,4295625,71833
"UNITED ST0",5806,19960307,57216,527944,70392
"UNITED ST7",26170,19970713,142514,778255,93390
"UNITED ST1",17987,19980701,179957,4391664,122217
"UNITED ST1",15109,19930729,100642,3901270,98558
"UNITED ST2",29746,19960601,151334,3478563,83119
"UNITED ST3",1247,19960314,1142,4318599,62588
"UNITED ST9",18842,19970413,57664,3356836,97299
"UNITED ST5",26251,19930410,17692,1735245,96581
"UNITED ST0",26251,19930410,109677,7530981,101200
"UNITED ST3",17318,19930529,126372,2139506,83902
"UNITED ST3",11206,19921115,167132,4846883,71947
"UNITED ST3",11206,19921115,183118,4967790,72066
"UNITED ST8",350,19960606,81845,5115152,109610
"UNITED ST4",1451,19940611,67501,6696360,88110
"UNITED ST9",16340,19980203,151921,7684523,118375
"UNITED ST8",22153,19970410,54520,4989775,88471
"UNITED ST5",16183,19980120,165205,3189472,76212
"UNITED ST7",12176,19960408,164194,4484189,75491
"UNITED ST3",26863,19921211,110453,3753749,87807
"UNITED ST7",18505,19960419,53144,2725295,65828
"UNITED ST3",21949,19930328,64283,3165596,74836
"UNITED ST3",16642,19950915,43681,3662028,97480
"UNITED ST4",13756,19941014,56763,340512,103185
"UNITED ST7",19231,19940101,180506,4921323,95190
"UNITED ST4",29959,19980318,90126,1848294,66967
"UNITED ST3",13543,19921227,27089,2958824,60964
"UNITED ST4",6821,19980414,185160,249032,74709
"UNITED ST9",20572,19930724,139995,3251914,122099
"UNITED ST9",20693,19920212,75939,187663,114895
"UNITED ST0",20693,19920212,104242,3906962,74774
"UNITED ST3",20693,19920212,101301,234414,78138
"UNITED ST6",10225,19931217,97121,3723339,67087
"UNITED ST4",14107,19970824,68844,1667812,108770
"UNITED ST0",599,19980303,162764,3759472,109605
"UNITED ST6",10354,19931120,20676,7357455,95800
"UNITED ST7",9520,19950924,108914,3499696,115374
"UNITED ST5",22466,19960704,1028,3586946,55741
"UNITED ST7",14365,19961014,33304,5877175,74238
"UNITED ST4",3884,19920406,27851,3379815,106731
"UNITED ST1",11773,19930110,167271,3201141,80296
"UNITED ST3",24019,19930303,28799,4319475,103667
"UNITED ST0",6853,19950819,92853,7894700,110751
"UNITED ST4",4246,19961014,8599,6380120,90455
"UNITED ST2",608,19940409,170492,4123411,93749
"UNITED ST4",1000,19950926,174778,8170715,111166
"UNITED ST9",29276,19961121,87903,5209429,113454
"UNITED ST0",20437,19960822,189254,263277,80595
"UNITED ST6",29636,19960827,120350,5097702,82221
"UNITED ST9",22717,19960319,170708,5513970,106722
"UNITED ST0",20797,19951207,176253,1589783,79755
"UNITED ST8",2231,19940715,101740,330930,104504
"UNITED ST1",16018,19971108,116322,6033146,80299
"UNITED ST1",419,19980623,5336,4915666,74479
"UNITED ST9",419,19980623,378,6013452,76702
"UNITED ST5",20336,19951104,141516,5705159,93450
"UNITED ST9",178,19980524,65400,1228860,81924
"UNITED ST9",12689,19961019,97853,6540903,111051
"UNITED ST7",21679,19940210,195663,7676550,105519
"UNITED ST0",6937,19980727,79464,1556049,86607
"UNITED ST6",338,19921002,91376,5907038,82042
"UNITED ST6",5177,19950327,140627,4085669,100057
"UNITED ST4",2626,19960401,114636,2376907,99037
"UNITED ST1",1472,19960913,119430,521794,86965
"UNITED ST3",7088,19951110,52503,6357624,87330
"UNITED ST4",5417,19960806,197875,4356096,118372
"UNITED ST8",18715,19940726,109910,4139325,115194
"UNITED ST1",7646,19941004,7599,4903950,90395
"UNITED ST2",2690,19931222,29931,4548112,111655
"UNITED ST4",17381,19960328,197263,3917548,81615
"UNITED ST0",308,19951117,16253,3407194,70155
"UNITED ST0",24847,19920403,139984,9217204,121438
"UNITED ST5",13324,19930823,85613,4658349,95916
"UNITED ST4",16451,19960602,22979,7269329,114118
"UNITED ST9",22454,19980508,106984,2648003,119458
"UNITED ST5",29801,19930510,736,932936,98203
"UNITED ST0",18301,19970906,119908,3624452,115674
"UNITED ST4",6017,19920923,120474,6462088,89668
"UNITED ST0",10522,19931018,149177,600823,73570
"UNITED ST9",24538,19970515,2386,2422154,77302
"UNITED ST3",8237,19960820,42252,1474898,71655
"UNITED ST4",11687,19940922,20772,3388925,101566
"UNITED ST9",14894,19920418,73223,580166,71773
"UNITED ST7",14894,19920418,103523,3077464,91591
"UNITED ST6",26164,19970524,92120,2275397,66727
"UNITED ST9",23605,19930723,61021,3272090,58921
"UNITED ST7",8876,19960121,15229,5162720,68653
"UNITED ST3",6511,19940418,15064,3152573,58743
"UNITED ST6",6731,19960417,128813,2974523,110508
"UNITED ST1",17074,19940815,70,4325542,58204
"UNITED ST4",11072,19950406,101968,2127556,118197
"UNITED ST7",27451,19980708,93622,5918016,96937
"UNITED ST8",16696,19940524,149670,2723957,103180
"UNITED ST4",6910,19940709,107349,1477054,81380
"UNITED ST0",12814,19941127,8228,3381390,68173
"UNITED ST7",1018,19950324,148648,3396673,101798
"UNITED ST1",19748,19960223,149543,152883,95552
"UNITED ST9",7489,19950721,54006,1862400,57600
"UNITED ST3",8836,19971211,98913,3217744,114714
"UNITED ST3",19669,19960201,89650,2518502,98379
"UNITED ST4",16060,19920617,36252,4628233,71295
"UNITED ST4",6782,19980108,85209,1208530,71652
"UNITED ST7",467,19931208,182096,5260171,70685
"UNITED ST6",1358,19931010,162191,1531398,75191
"UNITED ST3",17659,19941211,42274,5363750,72976
"UNITED ST1",15805,19970401,167937,7538536,120295
"UNITED ST0",23674,19980213,97438,3445032,86125
"UNITED ST4",2110,19970313,193794,3662312,113267
"UNITED ST4",2110,19970313,34490,4717910,85469
"UNITED ST8",2110,19970313,1744,1935390,98744
"UNITED ST2",16766,19930608,2314,3065101,72978
"UNITED ST9",7885,19950924,183934,3341692,121075
"UNITED ST0",22532,19951102,148860,526845,114531
"UNITED ST0",3607,19960306,164424,5340450,89305
"UNITED ST0",3607,19960306,35353,5681623,77301
"UNITED ST0",1897,19971102,81216,580646,71832
"UNITED ST6",16066,19931121,121096,328424,67025
"UNITED ST8",28225,19971015,69769,1703984,104325
"UNITED ST0",10942,19950316,57603,2141143,93636
"UNITED ST8",9154,19930310,169998,2866234,124079
"UNITED ST3",9211,19970822,118821,3631804,110389
"UNITED ST6",4715,19960426,39310,3837880,74958
"UNITED ST1",3197,19930319,167644,1574708,102698
"UNITED ST4",370,19940528,189640,1883577,103778
"UNITED ST0",23950,19951113,110627,4978364,98257
"UNITED ST4",18073,19941120,160396,1642807,87383
"UNITED ST9",7751,19930105,96601,4070684,95856
"UNITED ST9",14024,19980616,161444,6214456,90326
"UNITED ST1",21343,19970708,17608,4351011,91536
"UNITED ST7",21343,19970708,131833,7049057,111889
"UNITED ST4",20750,19980504,159472,5697068,91888
"UNITED ST6",1564,19970508,79170,3740548,68950
"UNITED ST1",18497,19970904,93239,4189582,73933
"UNITED ST6",11200,19930719,83456,2300241,86367
"UNITED ST7",6031,19920802,139531,848086,94231
"UNITED ST3",24704,19960617,191892,8927505,119033
"UNITED ST1",18236,19960226,34407,378274,80484
"UNITED ST7",20845,19940105,148319,3806591,82038
"UNITED ST5",25934,19960816,89329,5932440,79099
"UNITED ST4",11675,19970808,142025,1463951,64021
"UNITED ST4",11675,19970808,74117,2710317,65466
"UNITED ST3",28489,19950527,8932,1428561,110455
"UNITED ST5",28489,19950527,106743,1592263,104984
"UNITED ST1",20767,19940616,60124,705762,65047
"UNITED ST6",27013,19970812,55259,5464125,72855
"UNITED ST6",27013,19970812,127416,4991311,86604
"UNITED ST6",13687,19950325,125429,1890746,87265
"UNITED ST1",29194,19951118,2968,3367728,112257
"UNITED ST9",16108,19961021,27801,345760,103728
"UNITED ST0",3092,19931028,153485,3720044,92308
"UNITED ST9",15458,19960122,17480,6239748,83848
"UNITED ST7",25330,19960818,184209,1013868,77592
"UNITED ST0",20587,19940711,143733,660943,106603
"UNITED ST3",21308,19970328,166265,5325040,79875
"UNITED ST3",1193,19960926,129237,2152591,75973
"UNITED ST7",1193,19960926,64119,4471078,64986
"UNITED ST1",5111,19930124,80763,8288091,104625
"UNITED ST4",1837,19970701,169481,3566104,93028
"UNITED ST0",1837,19970701,60324,1586135,77059
"UNITED ST7",4154,19970506,46607,5667532,93216
"UNITED ST0",20801,19930325,78556,6564804,92073
"UNITED ST8",17032,19920131,67497,6959256,87869
"UNITED ST1",22903,19980317,56830,1125702,107209
"UNITED ST5",15892,19971223,127480,2713464,90448
"UNITED ST9",8941,19940103,115299,624287,78857
"UNITED ST9",10147,19950618,195169,831817,75849
"UNITED ST0",12251,19970211,188881,896295,118192
"UNITED ST1",27253,19970201,89379,4454044,82102
"UNITED ST0",22244,19920904,187007,3949340,65640
"UNITED ST0",3107,19941225,117720,7833641,104263
"UNITED ST4",20722,19970817,150700,4460783,105042
"UNITED ST8",16612,19960119,89937,6158468,115615
"UNITED ST1",23191,19970423,169019,4857964,65280
"UNITED ST9",19223,19960615,137234,845367,76273
"UNITED ST3",28624,19930423,142143,1493276,71108
"UNITED ST5",1202,19960303,74331,4563433,78319
"UNITED ST9",11021,19970916,168381,413073,86962
"UNITED ST9",8647,19930731,48325,2154457,76399
"UNITED ST1",5956,19980522,115419,2840131,86064
"UNITED ST6",7054,19920621,160822,2541807,112969
"UNITED ST5",7799,19940703,30734,3181299,99883
"UNITED ST4",7799,19940703,70690,3347951,99641
"UNITED ST0",15709,19921206,16088,4719176,60244
"UNITED ST0",3724,19921231,172335,1812641,84439
"UNITED ST9",6631,19960915,4230,3406092,68053
"UNITED ST5",2332,19951228,198039,5628298,68221
"UNITED ST1",11173,19920727,183128,3984584,72667
"UNITED ST7",5638,19950301,115016,2062020,61860
"UNITED ST1",4480,19950930,111934,3292513,116755
"UNITED ST6",4562,19970728,74983,5756461,117478
"UNITED ST0",14902,19960302,72302,2696418,76458
"UNITED ST4",17722,19951208,87545,1351700,91952
"UNITED ST1",9667,19960220,37861,5504511,107931
"UNITED ST0",22621,19970324,72721,985745,101623
"UNITED ST3",28435,19960117,154509,6252436,93810
"UNITED ST6",2843,19970219,176335,2540394,84679
"UNITED ST3",11702,19940801,15886,529752,108112
"UNITED ST7",1651,19920730,54861,2941693,108951
"UNITED ST8",9461,19960213,183582,319791,99934
"UNITED ST4",20747,19931010,29306,1089534,74118
"UNITED ST4",337,19961113,41407,404520,80904
"UNITED ST6",8977,19930304,145315,2656685,81618
"UNITED ST7",28351,19920809,19439,5270708,81505
"UNITED ST7",18136,19960116,29292,812157,73277
"UNITED ST9",18136,19960116,51549,2016725,90032
"UNITED ST3",9451,19980520,87314,2368384,78078
"UNITED ST4",22366,19951128,59013,3576996,58320
"UNITED ST5",25097,19920829,194067,344834,69663
"UNITED ST3",7117,19930311,146045,512788,65462
"UNITED ST5",27952,19971112,29066,2930451,59703
"UNITED ST3",6973,19960804,175536,3521193,96691
"UNITED ST5",19870,19920912,34050,4073967,59043
"UNITED ST3",19870,19920912,70476,5438727,86788
"UNITED ST7",23707,19950430,40648,6780315,95318
"UNITED ST9",22048,19970908,33848,7788422,106910
"UNITED ST2",7754,19940822,17343,4472946,75620
"UNITED ST8",17335,19971118,195521,7683319,96991
"UNITED ST5",638,19960229,129887,4937882,115012
"UNITED ST9",7018,19930216,78391,6371771,82163
"UNITED ST7",17179,19950731,75619,4544638,95676
"UNITED ST1",29791,19921112,141088,1823464,67744
"UNITED ST6",25061,19920320,136263,3901677,77955
"UNITED ST4",8324,19970401,77857,3104566,110091
"UNITED ST8",19745,19980628,33199,1075580,67931
"UNITED ST3",14768,19930704,192869,9809300,117711
"UNITED ST1",26567,19950622,29286,3870666,72916
"UNITED ST1",23365,19970419,19209,1191379,67692
"UNITED ST9",12352,19930315,65635,6453740,96037
"UNITED ST6",21535,19960311,20590,6670765,90635
"UNITED ST0",21535,19960311,47743,5503358,101444
"UNITED ST7",13726,19970121,184136,2775795,73207
"UNITED ST0",19216,19960530,103412,2242009,84924
"UNITED ST7",29851,19920713,182849,177729,115910
"UNITED ST4",20071,19920531,199891,5924888,119453
"UNITED ST2",1838,19920212,180625,2196838,102337
"UNITED ST1",4273,19920717,106055,986776,63663
"UNITED ST6",9962,19970505,64109,3222519,64386
"UNITED ST9",12430,19970806,166910,4068480,118614
"UNITED ST0",25370,19931223,47396,3409523,80603
"UNITED ST1",12704,19940620,130974,3248051,120298
"UNITED ST4",7459,19930317,64226,1071198,71413
"UNITED ST4",18365,19940718,147882,8983591,115792
"UNITED ST3",29699,19980429,103601,150832,96276
"UNITED ST5",3163,19930205,60437,2548912,83845
"UNITED ST4",13660,19950927,132015,5235050,62820
"UNITED ST8",5683,19940203,115581,2056395,95794
"UNITED ST0",16762,19930114,108759,1007617,106065
"UNITED ST0",13789,19960828,12665,1596591,94659
"UNITED ST7",14455,19980115,92961,4169750,117237
"UNITED ST3",7486,19950111,132528,1816445,93631
"UNITED ST4",3976,19940904,14644,2419009,93518
"UNITED ST1",13187,19960831,151123,2789709,70447
"UNITED ST5",6836,19940916,128173,470858,72070
"UNITED ST8",27670,19920801,147485,6608053,91948
"UNITED ST7",29020,19940801,12591,7072887,90215
"UNITED ST0",9946,19950809,145390,396167,86123
"UNITED ST2",29768,19980105,127879,1510241,114412
"UNITED ST5",28834,19970829,110075,2604168,65104
"UNITED ST0",26224,19950520,36617,7146606,93216
"UNITED ST1",18103,19970921,154636,476757,101437
"UNITED ST2",18103,19970921,165170,4768991,74110
"UNITED ST8",25136,19920119,178353,4251109,85881
"UNITED ST5",21385,19931228,170093,4751222,69785
"UNITED ST9",29626,19951218,416,5994931,78984
"UNITED ST9",11276,19940428,113724,3876853,104263
"UNITED ST8",2080,19971221,19307,557966,73578
"UNITED ST4",11048,19940508,111067,819325,64683
"UNITED ST4",28712,19960328,106757,7958040,105825
"UNITED ST0",5086,19930301,175832,2405773,114469
"UNITED ST4",22027,19980422,101662,464161,99819
"UNITED ST9",22027,19980422,12070,2769437,58924
"UNITED ST9",13847,19980207,32127,2112944,63547
"UNITED ST7",10013,19970417,182976,3594961,123538
"UNITED ST8",28117,19980519,85489,2167485,88468
"UNITED ST1",37,19950302,199124,3104278,73387
"UNITED ST9",26104,19960915,9568,4872992,88653
"UNITED ST0",15964,19970630,129278,1458913,78436
"UNITED ST1",19036,19920319,113237,875161,75013
"UNITED ST8",19168,19970606,137995,8508063,121979
"UNITED ST9",17971,19930626,75835,5437922,108649
"UNITED ST4",14417,19920427,100633,1707143,98017
"UNITED ST6",23266,19930528,158122,3758682,70807
"UNITED ST3",27553,19930626,42070,2705263,60724
"UNITED ST5",1864,19930428,72416,4998276,83304
"UNITED ST3",10930,19970107,111611,885945,97356
"UNITED ST0",19571,19980802,161688,1200280,104980
"UNITED ST1",29809,19931214,58588,1082606,92794
"UNITED ST9",22096,19940705,49038,677102,59221
"UNITED ST0",22465,19970618,121327,5703393,80899
"UNITED ST9",22352,19950813,191122,1746892,72787
"UNITED ST4",22352,19950813,186500,5908126,95190
"UNITED ST8",29959,19951028,55952,4258544,114477
"UNITED ST9",22129,19921119,177761,7524205,110325
"UNITED ST4",19990,19920103,148772,1026914,109246
"UNITED ST6",3907,19970621,128630,636913,99517
"UNITED ST4",11527,19960407,159612,3610677,100296
"UNITED ST1",13732,19930917,146947,1794546,119636
"UNITED ST7",3424,19960402,76030,3971806,60361
"UNITED ST1",15878,19960402,195617,3781442,102756
"UNITED ST3",25156,19980702,199945,1402828,122696
"UNITED ST7",25156,19980702,76589,4274033,93934
"UNITED ST9",7489,19951026,130241,4360353,76274
"UNITED ST3",7489,19951026,151638,675852,101377
"UNITED ST0",11779,19970707,52947,3723882,113996
"UNITED ST8",20747,19931206,82779,1183909,105706
"UNITED ST4",17380,19920301,145499,1278837,92669
"UNITED ST5",21160,19940603,15592,5762008,90455
"UNITED ST5",15863,19940801,13438,6092246,81085
"UNITED ST1",5680,19950725,185701,7557741,107202
"UNITED ST3",12178,19960201,115398,4524261,84803
"UNITED ST4",13375,19970526,61183,2152202,68650
"UNITED ST6",12389,19920912,73948,9225312,115316
"UNITED ST8",16702,19980425,2032,4109732,56041
"UNITED ST9",20893,19960404,105114,2419515,67146
"UNITED ST0",20395,19950819,192691,2422251,107021
"UNITED ST0",23168,19950504,198468,2456209,93987
"UNITED ST3",671,19970412,57367,1446201,79461
"UNITED ST0",28936,19970126,98860,1037243,111531
"UNITED ST3",12205,19930513,93705,6879735,101922
"UNITED ST5",2167,19970904,198143,2457457,74468
"UNITED ST9",12452,19961029,133130,4127948,69787
"UNITED ST9",21103,19940610,142478,6157903,91228
"UNITED ST8",29711,19921111,167980,1884141,122878
"UNITED ST2",13763,19950731,103051,3680742,63243
"UNITED ST0",20705,19930512,178450,5702646,91707
"UNITED ST9",5153,19960518,145114,3772903,69546
"UNITED ST9",16651,19930731,83576,2222387,93574
"UNITED ST6",10661,19951216,98302,3431491,78018
"UNITED ST8",9341,19950206,97135,2241617,67927
"UNITED ST6",5468,19980204,127460,2936246,89247
"UNITED ST0",26548,19960713,191616,4439786,102456
"UNITED ST6",22195,19980304,59579,5495772,92314
"UNITED ST3",4412,19920712,67555,6234842,91353
"UNITED ST1",10675,19950521,162443,4024041,90326
"UNITED ST7",1066,19970131,161130,1329301,71467
"UNITED ST0",14893,19940914,185401,423624,89184
"UNITED ST0",15385,19970917,105643,1454100,98918
"UNITED ST1",14845,19940406,171460,450249,91887
