"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"PERU",1992,132889,512905,5469793,115072
"UNITED STATES",1993,276929,347639,7367156,101197
"ARGENTINA",1993,135310,302518,3244747,91230
"CANADA",1992,85894,324162,3993767,71169
"CANADA",1993,296321,106173,5546815,70750
"UNITED STATES",1992,210524,323334,3997307,81439
"PERU",1993,220021,528128,2934181,69366
"PERU",1992,3652,190414,1459277,90264
"BRAZIL",1992,67037,425612,4428259,92255
"ARGENTINA",1992,18848,532050,1460740,64921
"PERU",1992,263137,547265,3507617,78734
"BRAZIL",1993,282587,546005,630588,63058
"ARGENTINA",1993,40174,319946,4830290,117955
"UNITED STATES",1993,24725,122628,1155434,99037
"ARGENTINA",1993,24725,593278,3565250,82275
"PERU",1992,122470,271028,587417,59940
"PERU",1992,122470,558484,7028990,92547
"PERU",1993,141298,369861,5151507,115851
"BRAZIL",1992,17329,556261,3095514,79034
"CANADA",1992,17329,293788,3517213,106906
"PERU",1992,235105,164218,1282210,76932
"PERU",1992,235105,3456,3197426,81567
"PERU",1993,40411,10321,4211114,73879
"UNITED STATES",1992,252401,287661,445135,98919
"PERU",1992,15865,283888,5136411,112312
"ARGENTINA",1992,15865,103201,1985725,72252
"CANADA",1992,119333,174855,5372702,115791
"ARGENTINA",1993,124973,147037,2860755,65041
"UNITED STATES",1993,124973,438516,2879890,87269
"CANADA",1993,159071,495364,1598583,81560
"BRAZIL",1993,159071,572406,972774,88702
"CANADA",1993,159071,341952,5922001,119636
"UNITED STATES",1993,184001,563990,1511721,123238
"CANADA",1993,242414,264421,2647518,83124
"ARGENTINA",1992,190465,237294,2290180,73876
"CANADA",1992,265880,576882,1473062,117531
"BRAZIL",1992,111380,140664,5548668,102279
"ARGENTINA",1992,111380,135729,6801230,105883
"ARGENTINA",1993,47483,193855,584655,116931
"BRAZIL",1992,54151,196923,7641357,121195
"UNITED STATES",1993,43147,128860,6499567,113331
"PERU",1993,46648,519910,183339,115793
"ARGENTINA",1993,46648,467763,7554680,103844
"CANADA",1993,119056,18536,1567983,87271
"UNITED STATES",1993,150002,208537,5594162,86731
"UNITED STATES",1993,150002,476848,830293,109489
"UNITED STATES",1993,150002,194303,4911509,83838
"PERU",1992,227785,423331,4337403,75258
"PERU",1993,143020,74837,2864503,108709
"CANADA",1993,143020,547928,5121532,118554
"ARGENTINA",1992,265766,284034,3023519,61081
"UNITED STATES",1992,192175,445773,1000312,103125
"UNITED STATES",1993,53315,344624,6888022,100116
"ARGENTINA",1992,39040,70847,1396101,109070
"ARGENTINA",1992,39040,209634,5455153,92617
"UNITED STATES",1993,162124,580305,2526750,83116
"CANADA",1993,124621,410453,627177,81805
"CANADA",1993,124621,275302,2732123,76637
"PERU",1992,200138,293974,4390518,118077
"CANADA",1992,148702,54172,2254592,67570
"ARGENTINA",1992,222475,47970,6628504,115078
"UNITED STATES",1993,235351,185196,589347,76871
"CANADA",1993,25567,227352,1944596,76760
"UNITED STATES",1993,80275,14047,3861458,57662
"PERU",1993,80275,272136,4895674,66487
"ARGENTINA",1993,80275,580840,8125068,115249
"PERU",1993,250030,483185,4205376,70089
"UNITED STATES",1993,250030,480704,7672032,101080
"CANADA",1993,144115,195591,4857379,101195
"ARGENTINA",1993,144115,486270,233662,75375
"BRAZIL",1993,144115,130575,6282595,96334
"ARGENTINA",1993,223822,298244,4919230,74533
"ARGENTINA",1993,66514,104041,3724522,62702
"UNITED STATES",1993,66514,391663,3100466,105279
"UNITED STATES",1993,67802,360571,6441398,97893
"ARGENTINA",1992,150524,328473,1693646,90087
"CANADA",1993,116972,351296,1681405,80836
"ARGENTINA",1992,120925,198081,1984391,70744
"ARGENTINA",1992,47903,336381,3189082,85042
"PERU",1992,47903,340899,2948617,116392
"PERU",1992,47903,81340,3366774,79280
"PERU",1993,197381,232552,144000,89072
"CANADA",1992,208564,102929,5490516,115915
"CANADA",1992,208564,120129,1551312,68947
"PERU",1992,290596,183553,6022504,98193
"ARGENTINA",1993,54958,28184,2324456,66730
"ARGENTINA",1992,237338,412046,540323,57481
"BRAZIL",1993,150266,355008,4124401,63779
"PERU",1993,214171,476525,1441440,90090
"BRAZIL",1993,116941,298324,6093204,79338
"CANADA",1993,116941,329412,1354916,86484
"ARGENTINA",1992,106297,185880,1446887,117952
"CANADA",1992,106297,477277,2383075,75255
"CANADA",1993,93763,138749,5255955,107264
"ARGENTINA",1992,176230,132235,5269142,76033
"UNITED STATES",1992,176230,158782,1340087,110446
"UNITED STATES",1992,292165,427801,1950063,103726
"ARGENTINA",1993,296873,9341,5000109,75020
"UNITED STATES",1992,275426,260592,5477502,93154
"BRAZIL",1992,275426,361374,2669769,86121
"ARGENTINA",1993,67042,262823,4435952,107148
"PERU",1993,67042,281734,4215524,102943
"ARGENTINA",1993,31714,201738,5739020,98383
"CANADA",1993,31714,3590,7245405,89615
"ARGENTINA",1993,31714,332808,7396294,110447
"UNITED STATES",1992,74038,457101,4818496,63484
"CANADA",1993,127441,95215,3404320,72612
"BRAZIL",1993,117995,567534,4660394,96090
"UNITED STATES",1993,10330,337508,6512694,92729
"PERU",1992,252892,414470,4294563,83067
"CANADA",1993,230921,245420,6280886,81924
"ARGENTINA",1993,280508,439301,2966749,74416
"UNITED STATES",1993,280508,153951,4234454,120297
"UNITED STATES",1993,280508,251600,3792085,93095
"BRAZIL",1992,96238,321642,7735879,99817
"ARGENTINA",1993,183994,480220,4723987,72012
"ARGENTINA",1992,267610,479886,3722390,111951
"UNITED STATES",1992,267610,129880,888094,114592
"CANADA",1992,118466,295567,4134507,93753
"PERU",1993,4195,581842,530974,115429
"BRAZIL",1993,4195,217431,133493,80905
"BRAZIL",1992,13111,91258,3405455,74955
"BRAZIL",1992,52459,568913,921578,118913
"UNITED STATES",1992,260438,73094,672266,64025
"PERU",1992,219752,513075,620188,65283
"PERU",1992,181432,57124,4475836,64867
"BRAZIL",1992,181432,81271,2284140,75136
"BRAZIL",1992,181432,316062,4463127,64683
"PERU",1993,159100,117268,3148887,77115
"BRAZIL",1992,78649,27760,4813491,101265
"ARGENTINA",1992,78649,520585,5346514,96333
"PERU",1992,172421,228420,2246451,80904
"UNITED STATES",1992,265285,179762,3219396,110505
"ARGENTINA",1992,212269,342308,6417928,81017
"BRAZIL",1993,279311,50991,9135120,116519
"ARGENTINA",1992,275833,333842,6801759,112549
"UNITED STATES",1992,279202,506209,1921199,72910
"UNITED STATES",1992,177190,20444,5962602,81866
"UNITED STATES",1993,199702,237132,1726628,64147
"UNITED STATES",1993,199702,109589,2373891,95914
"ARGENTINA",1993,42221,269314,4273389,76998
"BRAZIL",1992,251479,572404,4051186,88582
"CANADA",1992,251479,363512,7335528,94530
"ARGENTINA",1993,270760,415776,2957179,101505
"UNITED STATES",1993,159028,433553,4852033,89191
"BRAZIL",1993,159028,334985,8887868,121198
"ARGENTINA",1992,76220,233884,3315794,109072
"UNITED STATES",1992,76220,274192,2880464,69970
"UNITED STATES",1992,76220,484856,8478862,110449
"PERU",1993,186328,36028,4349658,57841
"BRAZIL",1992,298441,366827,3562256,113628
"BRAZIL",1992,298441,413717,5273651,97841
"UNITED STATES",1992,201317,214483,3214181,83848
"UNITED STATES",1993,178321,199631,4066980,103837
"ARGENTINA",1993,178321,594954,5737004,122935
"BRAZIL",1993,178321,75918,9469550,113634
"PERU",1992,53707,440861,4859562,108110
"CANADA",1992,53707,140717,1817472,105462
"UNITED STATES",1993,238168,415712,5298130,97661
"PERU",1992,4612,594098,1627175,71524
"ARGENTINA",1992,4612,388772,3349368,111645
"CANADA",1992,108295,170085,2377154,69304
"BRAZIL",1993,88306,214404,783123,79103
"PERU",1993,88306,97084,3556753,64864
"UNITED STATES",1993,49871,579196,4246316,76510
"PERU",1992,273064,475522,4255895,89850
"PERU",1993,169430,275355,5363930,79820
"ARGENTINA",1993,169430,79156,1871862,68109
"ARGENTINA",1993,123571,287452,3886488,86366
"BRAZIL",1992,11434,127207,4455462,74052
"CANADA",1992,152431,574022,4945152,65760
"BRAZIL",1992,152431,171693,7284640,105881
"CANADA",1993,92266,124337,6262118,81679
"PERU",1993,92266,528236,4884907,75852
"ARGENTINA",1993,294095,202487,2684456,83368
"CANADA",1992,128360,6410,255383,78984
"UNITED STATES",1993,70654,480528,3747114,90510
"ARGENTINA",1992,70156,536500,2714960,92188
"CANADA",1992,232750,498585,2106134,95013
"BRAZIL",1992,232750,112547,748579,93572
"UNITED STATES",1993,277282,538960,8079715,119936
"PERU",1993,278287,486173,3839104,69549
"UNITED STATES",1993,278287,520330,4969140,81018
"CANADA",1992,84235,88921,3953534,114595
"CANADA",1992,84235,513395,2819556,84502
"PERU",1992,84235,33193,2781689,67571
"ARGENTINA",1992,113048,170797,4419191,112067
"ARGENTINA",1992,113048,181014,1018359,65700
"CANADA",1992,219637,552496,4139060,92908
"ARGENTINA",1992,293155,462923,731729,113154
"PERU",1992,293155,293028,2783273,61260
"CANADA",1993,63010,567029,3682560,65760
"BRAZIL",1992,65659,310037,3899102,62821
"ARGENTINA",1993,214352,546907,6578713,117232
"PERU",1993,36044,562372,3227287,86061
"PERU",1993,36044,583630,2027200,102816
"ARGENTINA",1993,36044,372675,3145788,104859
"CANADA",1992,85406,99951,3862881,117057
"UNITED STATES",1993,271519,443047,184143,59401
"CANADA",1992,228880,581514,5952773,95729
"ARGENTINA",1992,144616,206299,325425,72316
"PERU",1993,865,362369,1110727,85881
"ARGENTINA",1993,191876,39610,564058,92976
"BRAZIL",1993,256204,414602,2280936,90994
"CANADA",1993,256204,588127,5596750,72906
"ARGENTINA",1993,256204,585346,3194706,85879
"ARGENTINA",1993,94126,193545,3961989,98312
"ARGENTINA",1992,196243,126352,372154,82701
"PERU",1993,118694,21747,1780545,100124
"BRAZIL",1993,118694,92753,4448171,104745
"BRAZIL",1993,202996,335338,2883972,82399
"PERU",1993,74704,503789,6525646,107565
"PERU",1992,67,540486,3472696,91587
"UNITED STATES",1993,181297,150187,2449616,74230
"CANADA",1992,50591,197455,4379461,93147
"CANADA",1992,50591,244104,4244764,62885
"UNITED STATES",1992,50591,395658,1420448,105218
"CANADA",1992,91502,86165,4603488,69069
"CANADA",1992,91502,581205,4033460,77170
"PERU",1992,91502,311953,3073166,117896
"UNITED STATES",1992,58604,13081,3507114,59644
"CANADA",1992,58604,210002,2591875,54719
"ARGENTINA",1993,102607,89753,7136561,104565
"BRAZIL",1993,115189,16091,201418,60425
"UNITED STATES",1993,17431,250779,1729760,103785
"CANADA",1993,17431,427047,3769457,58441
"BRAZIL",1992,152848,343914,920213,117474
"ARGENTINA",1993,153505,46181,1656954,67630
"PERU",1993,295126,323034,4862292,63421
"UNITED STATES",1993,295126,417981,4280255,113937
"UNITED STATES",1993,295126,308443,5415285,87085
"PERU",1993,295126,352661,5593353,102819
"CANADA",1992,290749,285333,790992,79099
"UNITED STATES",1992,290749,512812,5811956,109487
"CANADA",1992,261859,487151,2460637,68287
"BRAZIL",1993,88381,202187,2614008,65350
"BRAZIL",1993,273571,137691,2371762,103721
"CANADA",1993,273571,405776,2189638,100905
"CANADA",1993,273571,494798,6812526,107566
"PERU",1993,202402,152503,4725609,93330
"ARGENTINA",1993,58925,173620,5631286,101617
"UNITED STATES",1993,121912,366214,4516545,76812
"BRAZIL",1993,58660,494501,680443,89728
"CANADA",1993,213122,288369,5994057,81441
"ARGENTINA",1993,57985,591546,5600318,98251
"PERU",1993,57985,106783,3910669,107386
"PERU",1992,221270,225460,1645914,83127
"ARGENTINA",1992,171800,464155,2779918,67147
"BRAZIL",1993,226898,436638,1221897,94476
"UNITED STATES",1993,197053,182784,5174714,112006
"UNITED STATES",1993,280810,178413,6378760,89484
"UNITED STATES",1993,144247,234504,3740074,86309
"ARGENTINA",1993,110204,126317,1329876,80598
"UNITED STATES",1993,110204,590814,1200017,114287
"ARGENTINA",1992,83425,46656,596185,96159
"BRAZIL",1993,67258,572790,6512243,111766
"PERU",1993,67258,142034,97918,64561
"ARGENTINA",1992,95152,568608,2565167,100594
"CANADA",1993,57346,268238,1521043,72373
"CANADA",1993,57346,166667,6858358,104019
"PERU",1993,274573,79856,7851930,110151
"UNITED STATES",1993,160144,523124,3342649,68826
"CANADA",1993,184708,77653,4200554,97839
"PERU",1993,184708,470355,2699697,79519
"UNITED STATES",1993,68344,147575,1888671,97354
"CANADA",1992,110435,421433,2949904,81264
"CANADA",1992,110435,240863,4239047,108231
"BRAZIL",1992,225965,208699,2840770,96460
"CANADA",1992,86341,553089,1231140,68523
"PERU",1992,18547,255893,3111665,110932
"CANADA",1992,18547,585328,2077551,84798
"BRAZIL",1992,18547,110540,3028204,93032
"CANADA",1992,149498,136596,4231673,97955
"PERU",1992,149498,158360,280835,85101
"UNITED STATES",1993,119818,109749,7312840,105524
"BRAZIL",1993,119818,133232,1983880,75913
"PERU",1992,233746,134402,2700432,86184
"ARGENTINA",1992,93220,327914,368961,116514
"ARGENTINA",1992,93220,445944,6614720,113395
"ARGENTINA",1993,30937,394251,2663575,80714
"PERU",1993,30937,163230,1474282,77593
"CANADA",1992,55207,58196,3947329,69251
"CANADA",1993,237631,379073,1840991,69123
"PERU",1992,107854,104612,3420746,96996
"CANADA",1992,107854,201684,5993832,95140
"CANADA",1992,146056,260968,717569,115737
"UNITED STATES",1992,233287,9838,2412005,104869
"PERU",1992,18082,525041,4559367,63961
"PERU",1992,273218,352782,5517153,110086
"BRAZIL",1992,167186,165107,3047460,70326
"CANADA",1992,167186,343347,5005188,83419
"ARGENTINA",1992,265135,185502,1168400,95250
"CANADA",1992,265135,117191,5335367,72491
"PERU",1993,20425,189186,4576621,76510
"UNITED STATES",1993,20678,328665,1951084,101619
"BRAZIL",1993,20678,267275,4427414,74535
"ARGENTINA",1993,257725,96932,3124866,115735
"ARGENTINA",1993,172429,371039,3263458,66601
"BRAZIL",1993,107755,310973,2777544,119037
"CANADA",1992,216088,425467,2225119,83546
"BRAZIL",1992,30415,246683,2273389,97780
"BRAZIL",1992,79177,555176,1791323,73869
"ARGENTINA",1992,45385,247879,2455299,109611
"PERU",1992,45385,296830,6150902,109609
"ARGENTINA",1993,285490,48993,9030253,116519
"ARGENTINA",1993,160393,196125,5556096,73267
"ARGENTINA",1992,24830,327813,7775539,110448
"CANADA",1992,24830,336816,7703942,111168
"PERU",1992,24830,443159,2693605,66127
"ARGENTINA",1993,14158,320392,2965998,84742
"BRAZIL",1992,254506,230072,1984078,60123
"BRAZIL",1993,69346,187324,1016150,84679
"PERU",1993,205334,556418,1300411,88463
"CANADA",1992,150328,60938,7405827,113935
"ARGENTINA",1993,162989,302778,160268,106845
"PERU",1993,113902,525719,1172431,104681
"UNITED STATES",1993,113902,144182,114034,73570
"ARGENTINA",1993,253456,317097,3275395,66844
"ARGENTINA",1993,51346,194013,3985236,66420
"CANADA",1992,17740,228585,6892797,90814
"PERU",1993,144500,371644,5764516,102937
"BRAZIL",1993,81535,251330,5901759,76879
"ARGENTINA",1993,232753,541435,2636868,88584
"UNITED STATES",1993,150025,483260,2461615,74594
"BRAZIL",1993,150025,543753,167095,107803
"BRAZIL",1992,67420,81918,1223542,113994
"BRAZIL",1993,56353,477290,5531633,76036
"PERU",1992,169096,400587,541471,89253
"PERU",1993,155662,516167,2044465,70988
"UNITED STATES",1993,204253,29746,452449,100544
"UNITED STATES",1993,142943,545707,159493,105160
"UNITED STATES",1993,256058,274898,6573808,112372
"CANADA",1992,179228,348052,3866640,66002
"BRAZIL",1992,36514,216998,2043283,114898
"ARGENTINA",1992,43028,478626,629003,96276
"CANADA",1992,43028,595266,5635533,81674
"UNITED STATES",1993,168929,283707,6992693,101441
"ARGENTINA",1992,202607,349656,2696616,102338
"ARGENTINA",1993,163915,336478,1653790,90867
"PERU",1993,94540,360803,7613582,111827
"PERU",1993,94540,403234,3024978,68232
"PERU",1993,94540,146863,1216580,114591
"PERU",1993,121259,328849,2366065,112669
"UNITED STATES",1992,109633,442293,344640,74116
"UNITED STATES",1992,109633,4230,2835575,68053
"CANADA",1992,83521,240158,329442,65888
"ARGENTINA",1993,215557,578558,6156625,98191
"ARGENTINA",1993,159346,183125,2134748,72487
"UNITED STATES",1992,234580,134128,3074969,69727
"BRAZIL",1992,234580,89207,3552714,71772
"CANADA",1992,234580,497708,1241735,102340
"ARGENTINA",1992,204341,469759,7234735,103723
"ARGENTINA",1993,272851,340543,2406965,95011
"ARGENTINA",1993,272851,91918,2692973,114594
"ARGENTINA",1993,272851,289657,3872897,98798
"UNITED STATES",1993,279985,325834,8555172,111589
"CANADA",1992,44807,515049,4647639,63841
"BRAZIL",1993,62104,182393,2171774,88523
"PERU",1993,62104,97943,1164564,116456
"ARGENTINA",1993,213625,368529,1910621,95850
"ARGENTINA",1993,213625,66517,2395868,89010
"PERU",1993,213625,147955,3645369,120177
"PERU",1992,232474,248953,7096138,114116
"CANADA",1993,41176,371712,8215722,107022
"CANADA",1992,92230,471857,8154752,109729
"UNITED STATES",1992,9394,141666,642080,102459
"CANADA",1992,76924,554597,620990,99094
"CANADA",1993,188684,58612,1181098,94236
"PERU",1992,115480,335289,5228217,79456
"ARGENTINA",1992,115480,585914,9023503,119993
"ARGENTINA",1992,271546,310134,1874068,68647
"ARGENTINA",1992,271546,413763,3940339,100604
"CANADA",1992,93835,478775,4149372,105225
"BRAZIL",1993,32395,269619,5674479,95316
"UNITED STATES",1992,184024,403811,7334156,102887
"PERU",1992,184024,239992,8415704,115918
"PERU",1992,287078,135019,4313008,63240
"ARGENTINA",1993,59122,92321,4899996,78799
"ARGENTINA",1992,42604,492994,2120096,119218
"ARGENTINA",1993,148880,292396,5864517,83302
"UNITED STATES",1993,148880,2577,3107097,88774
"UNITED STATES",1993,222716,428921,8139560,110994
"UNITED STATES",1992,92719,241796,7110995,104266
"ARGENTINA",1993,75515,422081,3742416,60183
"PERU",1992,172601,230540,3829260,88231
"BRAZIL",1992,190964,384168,3726398,75129
"BRAZIL",1992,152923,30392,5054174,79343
"ARGENTINA",1993,188246,345935,4655162,118855
"ARGENTINA",1993,188246,120429,3874299,86965
"UNITED STATES",1993,188246,244319,3720418,75798
"UNITED STATES",1992,39448,283116,3481948,65946
"ARGENTINA",1993,234991,571297,4357939,82096
"PERU",1993,141706,316389,5725477,84322
"ARGENTINA",1992,242539,289005,3542580,59639
"UNITED STATES",1992,277666,533622,1490040,99336
"BRAZIL",1992,40499,488155,1358038,68587
"BRAZIL",1993,24490,541744,642859,107143
"UNITED STATES",1993,275357,380575,4513056,99333
"UNITED STATES",1992,159982,410851,5697758,105709
"BRAZIL",1993,199648,577553,6528642,97831
"ARGENTINA",1993,199648,125248,748665,76394
"UNITED STATES",1993,50038,122521,5865376,92611
"UNITED STATES",1993,93544,381120,2680877,72066
"UNITED STATES",1993,296395,450073,93097,61383
"UNITED STATES",1992,294400,10999,4173328,114599
"CANADA",1992,177844,548266,780658,78854
"ARGENTINA",1993,227554,158012,1335372,64200
"CANADA",1992,83644,247434,5470423,82885
"UNITED STATES",1992,279269,36998,5309612,116099
"UNITED STATES",1993,233833,320966,7868322,119217
"PERU",1992,110263,3588,140208,89494
"CANADA",1992,59050,262123,3083882,65106
"PERU",1992,21196,71829,5996730,108049
"CANADA",1992,235001,263375,4277398,80301
"PERU",1993,202873,410840,3603187,105049
"CANADA",1993,202873,579119,3354652,71885
"PERU",1992,45368,908,5102906,108534
"PERU",1992,45368,81503,2792344,89070
"PERU",1992,146539,472897,8700505,112192
"BRAZIL",1992,146539,581659,3042621,104437
"UNITED STATES",1993,92558,209924,825259,110034
"ARGENTINA",1992,284365,574132,5147677,72366
"ARGENTINA",1992,299953,511959,2408476,118255
"BRAZIL",1993,280036,498950,1950878,116935
"ARGENTINA",1993,56983,238294,2915574,73936
"ARGENTINA",1993,94796,224047,1456545,58261
"UNITED STATES",1992,140194,139923,6787777,117775
"UNITED STATES",1992,140194,271126,1974798,65826
"BRAZIL",1993,169105,463142,424366,66307
"BRAZIL",1993,281107,374094,3772898,70084
"UNITED STATES",1993,281107,588194,596209,76930
"UNITED STATES",1993,192272,307451,2021397,87506
"UNITED STATES",1993,192272,426454,2733251,82825
"CANADA",1992,71470,113505,5208455,91110
"ARGENTINA",1992,71470,8958,3263428,112017
"PERU",1993,286111,478784,3046049,105765
"ARGENTINA",1992,82813,284705,5572597,101381
