"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1993,211616,2844391,91656
"UNITED STATES",1993,227340,5269558,76039
"ARGENTINA",1992,226710,4664595,98202
"CANADA",1992,330370,6186790,84021
"PERU",1992,203532,3396440,86131
"ARGENTINA",1993,286305,1962760,77477
"ARGENTINA",1993,393786,1607203,112786
"CANADA",1992,327699,6630451,103600
"ARGENTINA",1993,71314,5861013,77118
"PERU",1992,498679,3663987,100659
"ARGENTINA",1992,72520,2196989,89551
"UNITED STATES",1992,305446,6480634,87085
"CANADA",1992,481,6365859,82888
"BRAZIL",1992,305029,1669926,62040
"CANADA",1992,218578,5829101,89793
"BRAZIL",1992,81840,2372035,109310
"ARGENTINA",1992,597345,4616866,86539
"PERU",1993,170619,1672713,101376
"CANADA",1993,211509,5181947,85229
"UNITED STATES",1993,419865,4283616,107090
"ARGENTINA",1993,273836,6602223,108589
"BRAZIL",1993,1232,958712,67993
"CANADA",1992,484277,247205,75675
"UNITED STATES",1993,190692,7038060,106961
"UNITED STATES",1992,218505,5124564,85409
"PERU",1992,140818,5409137,111528
"UNITED STATES",1993,212560,2685931,88353
"PERU",1992,155849,1948651,114290
"CANADA",1993,429557,2767918,89191
"ARGENTINA",1993,241514,1729134,87330
"BRAZIL",1992,551057,221606,66481
"ARGENTINA",1992,419893,3002112,108772
"UNITED STATES",1992,531814,5064847,110747
"ARGENTINA",1993,189135,3838871,73447
"CANADA",1993,325373,2630315,83901
"BRAZIL",1993,131888,8447472,115192
"ARGENTINA",1992,21446,270753,82046
"BRAZIL",1992,309010,3093684,61140
"CANADA",1992,520901,7437675,115312
"ARGENTINA",1993,271703,8289715,100481
"BRAZIL",1993,405047,1789797,57121
"CANADA",1992,323421,3189257,86664
"PERU",1993,6033,3004896,56341
"BRAZIL",1993,505161,4722867,69968
"PERU",1992,567538,7017684,96330
"PERU",1993,579483,2143695,93747
"PERU",1992,91310,2420436,78078
"UNITED STATES",1992,448296,1097446,74656
"ARGENTINA",1993,242022,2150706,57840
"BRAZIL",1993,247847,4307592,107689
"CANADA",1993,347898,8390634,116752
"UNITED STATES",1992,280477,1311714,87447
"CANADA",1992,530418,2641863,86903
"UNITED STATES",1992,132107,2056075,68346
"UNITED STATES",1993,131957,3182320,119337
"CANADA",1993,458052,2399831,60601
"UNITED STATES",1992,60106,3309174,63966
"CANADA",1992,545120,838872,69906
"CANADA",1992,127346,1713928,82400
"UNITED STATES",1993,293865,4059728,111531
"ARGENTINA",1993,522430,1006520,87144
"PERU",1993,540952,5978790,119575
"CANADA",1993,564091,3846383,69304
"UNITED STATES",1992,382749,5440238,109903
"BRAZIL",1992,226845,6378588,106309
"BRAZIL",1992,379390,575996,88162
"UNITED STATES",1992,408970,9018960,112737
"PERU",1993,556570,3848417,97593
"ARGENTINA",1992,164273,4878360,80236
"UNITED STATES",1993,106430,1149144,86185
"CANADA",1993,271978,9172611,116997
"BRAZIL",1993,317358,4402463,82520
"PERU",1992,457137,3391741,65646
"BRAZIL",1992,388104,548361,71525
"ARGENTINA",1993,468300,5250679,76096
"BRAZIL",1993,148900,5981174,116934
"BRAZIL",1993,539748,6114002,107263
"PERU",1993,318702,791517,103241
"ARGENTINA",1993,553962,574542,120956
"ARGENTINA",1992,228138,1067186,63967
"PERU",1993,425156,622730,64867
"ARGENTINA",1993,194527,2412821,97291
"ARGENTINA",1993,146530,5882033,94591
"ARGENTINA",1993,330822,4769132,111168
"ARGENTINA",1992,361535,5666049,95791
"UNITED STATES",1993,350178,2824768,73689
"UNITED STATES",1992,380437,1116821,91045
"BRAZIL",1993,256806,1803334,105767
"CANADA",1992,460774,3989925,104085
"ARGENTINA",1992,439825,6353280,105888
"CANADA",1992,453962,5947077,114956
"UNITED STATES",1992,127897,5601429,115493
"PERU",1992,428276,2658984,72255
"ARGENTINA",1992,181785,8512516,112006
"CANADA",1992,51790,5460511,104507
"UNITED STATES",1992,441620,1016601,93696
"UNITED STATES",1993,309154,2121567,69788
"BRAZIL",1993,545950,4177481,119755
"UNITED STATES",1992,343583,3700446,97594
"PERU",1993,182070,2225799,69124
"PERU",1993,144918,6206721,117774
"CANADA",1992,85441,135511,85586
"UNITED STATES",1992,478062,4633378,62402
"BRAZIL",1992,301920,553510,115314
"ARGENTINA",1992,107094,647440,66065
"BRAZIL",1993,294638,5707639,97957
"PERU",1993,178040,1006236,67082
"CANADA",1993,495428,2382771,85404
"CANADA",1993,219702,7459774,97301
"BRAZIL",1993,163437,3767579,90025
"CANADA",1993,532201,4809402,73990
"CANADA",1992,137915,710859,117174
"CANADA",1992,559021,3144960,64800
"PERU",1993,419756,3854179,100543
"UNITED STATES",1993,502909,2844877,114712
"BRAZIL",1993,133411,5520535,86664
"BRAZIL",1992,26090,274344,60965
"UNITED STATES",1992,9554,4528223,87813
"CANADA",1993,322838,744328,111649
"UNITED STATES",1993,497079,101148,64563
"UNITED STATES",1992,3357,2250985,75621
"PERU",1992,374671,7548233,104739
"CANADA",1993,104325,2540330,79759
"PERU",1993,288326,3406691,78858
"CANADA",1992,402152,1214357,63247
"BRAZIL",1992,556494,6293357,93028
"CANADA",1992,193490,570056,95009
"ARGENTINA",1992,130416,6458220,86784
"UNITED STATES",1992,89304,3841101,77598
"ARGENTINA",1992,318869,7324858,113271
"PERU",1992,30137,3771237,64027
"UNITED STATES",1993,148478,6319585,91588
"UNITED STATES",1993,309467,3896351,88587
"ARGENTINA",1993,102738,3638125,104443
"PERU",1993,514787,6466516,108105
"UNITED STATES",1993,19342,681123,75680
"ARGENTINA",1992,413974,1755793,113277
"PERU",1992,103822,7361706,109549
"ARGENTINA",1993,410750,3746606,99643
"PERU",1992,374634,160610,102517
"CANADA",1993,325192,5434708,73030
"CANADA",1993,66529,5024947,89731
"UNITED STATES",1992,445403,4055927,80902
"ARGENTINA",1992,278640,2651315,97117
"ARGENTINA",1992,413336,1938929,74958
"BRAZIL",1992,152021,2974411,64381
"CANADA",1992,208953,1642231,111716
"UNITED STATES",1992,96253,4847090,74955
"PERU",1992,515348,1754592,81799
"PERU",1992,446250,119623,71773
"UNITED STATES",1992,489684,6232709,100419
"PERU",1993,14672,1167789,95200
"ARGENTINA",1993,590631,7282410,103296
"BRAZIL",1992,570467,4304832,92246
"UNITED STATES",1993,473226,117521,71952
"CANADA",1993,293902,1620985,113753
"PERU",1993,307574,6376849,94893
"UNITED STATES",1993,107212,658373,73152
"PERU",1993,366787,5401885,111226
"BRAZIL",1993,507607,6981443,96874
"CANADA",1993,544391,139230,86122
"PERU",1993,277738,5744230,102943
"CANADA",1993,421526,1563300,86850
"BRAZIL",1993,247378,862809,79521
"UNITED STATES",1992,348945,2177371,119635
"UNITED STATES",1992,261788,5095330,104986
"UNITED STATES",1992,98000,1369256,59880
"BRAZIL",1992,49866,898850,108951
"BRAZIL",1993,191877,6477582,118132
"PERU",1992,575260,4097851,80114
"UNITED STATES",1992,371446,1502255,91045
"UNITED STATES",1992,236656,1576713,95558
"BRAZIL",1992,531269,3947528,78014
"PERU",1992,427442,1859672,82165
"PERU",1992,550911,9024694,117713
"BRAZIL",1992,583176,1853468,75549
"BRAZIL",1993,508679,3687515,101259
"PERU",1993,154934,7697159,119335
"BRAZIL",1993,567743,7085347,108643
"ARGENTINA",1993,386892,3166208,118732
"BRAZIL",1992,556827,5657051,113028
"PERU",1993,319609,6287985,97715
"UNITED STATES",1993,118310,5021011,79698
"ARGENTINA",1993,524781,8044660,108345
"BRAZIL",1993,168714,3183920,106962
"UNITED STATES",1992,470615,6906830,95135
"ARGENTINA",1993,356600,2832768,99395
"PERU",1993,499961,5082756,117656
"BRAZIL",1993,164436,3706062,90025
"UNITED STATES",1993,225487,663860,84748
"ARGENTINA",1993,291294,3157932,77116
"CANADA",1992,171153,3794865,73449
"ARGENTINA",1993,2306,4229050,72498
"BRAZIL",1992,126092,1593278,67085
"PERU",1992,252027,178179,58740
"CANADA",1992,326837,5904581,111829
"PERU",1992,484762,4024488,104804
"PERU",1992,28846,2582392,106490
"CANADA",1992,516966,5175473,118976
"CANADA",1993,19626,6528698,92737
"ARGENTINA",1993,583464,7353434,92846
"ARGENTINA",1992,34101,2333115,62106
"ARGENTINA",1993,551872,3655315,115431
"ARGENTINA",1993,355324,5056550,82758
"UNITED STATES",1993,494944,5173038,116335
"CANADA",1993,218547,3627186,87931
"CANADA",1993,505065,104863,64202
"PERU",1993,188619,7383705,102456
"CANADA",1993,252383,4346629,80122
"ARGENTINA",1993,33247,4235881,70814
"CANADA",1992,420797,4294425,103066
"PERU",1993,405301,709292,72376
"BRAZIL",1993,286404,5092998,83423
"PERU",1992,391975,7494796,124017
"ARGENTINA",1992,508466,5742943,88466
"CANADA",1992,368822,7336342,113448
"CANADA",1992,180277,2903200,81436
"CANADA",1992,180104,4795605,71046
"ARGENTINA",1993,581744,8767107,109543
"CANADA",1993,285185,3822945,70210
"UNITED STATES",1992,581844,1494436,115549
"CANADA",1992,239891,1647792,109852
"BRAZIL",1993,204597,5802105,90094
"PERU",1993,488424,5457513,84744
"UNITED STATES",1993,446970,4485663,115017
"CANADA",1993,530262,2853265,77534
"ARGENTINA",1992,105280,2570560,77116
"UNITED STATES",1993,205685,5802764,95440
"PERU",1993,1267,2042118,70095
"BRAZIL",1993,287714,7351344,102102
"ARGENTINA",1992,105379,3948223,83062
"ARGENTINA",1993,405298,1848222,72196
"PERU",1993,152909,7769124,117714
"ARGENTINA",1992,145218,4598084,75792
"CANADA",1992,524097,4900196,67264
"PERU",1992,279135,204998,66847
"CANADA",1992,111240,3843809,75074
"BRAZIL",1993,492799,4547512,107506
"UNITED STATES",1993,68521,1191616,89371
"CANADA",1993,534147,4600462,70867
"ARGENTINA",1993,66022,4696059,59281
"UNITED STATES",1993,376120,1818087,71766
"ARGENTINA",1992,425334,828625,75558
"PERU",1992,181544,2514710,97532
"UNITED STATES",1993,507505,408369,90748
"ARGENTINA",1993,227046,885457,58381
"CANADA",1992,492624,1689347,96996
"ARGENTINA",1992,118521,1431753,92371
"BRAZIL",1992,591610,8422870,102095
"PERU",1992,371528,3342975,95970
"BRAZIL",1992,63967,8028931,115857
"UNITED STATES",1992,572781,3485068,111225
"UNITED STATES",1993,292752,1926192,104684
"PERU",1992,156861,7287868,115071
"PERU",1992,527980,5299006,120477
"ARGENTINA",1993,507981,8234294,119337
"CANADA",1993,521533,4417917,93270
"UNITED STATES",1993,464681,6274901,98739
"ARGENTINA",1993,164067,5266215,67863
"UNITED STATES",1993,470454,5127948,85465
"BRAZIL",1992,47750,2186702,101865
"PERU",1992,253714,2561587,100062
"ARGENTINA",1992,568871,1047519,116391
"PERU",1993,413437,5712234,81024
"ARGENTINA",1992,310506,5104505,90989
"PERU",1993,104549,1623449,93212
"CANADA",1993,352140,3353461,71527
"CANADA",1992,319815,2642112,110088
"PERU",1992,278028,1931539,60360
"PERU",1992,89124,4244326,66787
"ARGENTINA",1993,98718,947623,103002
"CANADA",1993,136848,7629832,113090
"PERU",1993,534450,667993,89065
"CANADA",1992,312348,6532304,81619
"BRAZIL",1992,219054,2805274,58382
"PERU",1992,40139,4222635,64747
"CANADA",1992,501910,5378146,114713
"CANADA",1993,321112,1065114,67986
"PERU",1993,547706,6223810,105220
"ARGENTINA",1992,74503,6226185,88650
"ARGENTINA",1992,386813,4377139,113988
"CANADA",1993,234458,5927617,83546
"CANADA",1992,347018,1792395,63900
"UNITED STATES",1993,598205,5031577,78190
"BRAZIL",1992,550969,9113969,121196
"PERU",1992,512905,5469793,115072
"CANADA",1992,324162,3993767,71169
"UNITED STATES",1992,323334,3997307,81439
"PERU",1992,190414,1459277,90264
"UNITED STATES",1993,122628,1155434,99037
"ARGENTINA",1993,593278,3565250,82275
"PERU",1993,10321,4211114,73879
"CANADA",1992,174855,5372702,115791
"ARGENTINA",1992,237294,2290180,73876
"BRAZIL",1992,140664,5548668,102279
"ARGENTINA",1992,135729,6801230,105883
"BRAZIL",1992,196923,7641357,121195
"UNITED STATES",1993,128860,6499567,113331
"UNITED STATES",1993,208537,5594162,86731
"UNITED STATES",1993,476848,830293,109489
"UNITED STATES",1993,194303,4911509,83838
"UNITED STATES",1992,445773,1000312,103125
"UNITED STATES",1993,580305,2526750,83116
"PERU",1992,293974,4390518,118077
"CANADA",1992,54172,2254592,67570
"UNITED STATES",1993,360571,6441398,97893
"ARGENTINA",1992,198081,1984391,70744
"ARGENTINA",1992,132235,5269142,76033
"UNITED STATES",1992,158782,1340087,110446
"ARGENTINA",1993,9341,5000109,75020
"UNITED STATES",1992,260592,5477502,93154
"BRAZIL",1992,361374,2669769,86121
"ARGENTINA",1993,201738,5739020,98383
"CANADA",1993,3590,7245405,89615
"ARGENTINA",1993,332808,7396294,110447
"UNITED STATES",1992,457101,4818496,63484
"ARGENTINA",1993,480220,4723987,72012
"PERU",1993,581842,530974,115429
"BRAZIL",1993,217431,133493,80905
"PERU",1992,513075,620188,65283
"PERU",1992,57124,4475836,64867
"BRAZIL",1992,81271,2284140,75136
"BRAZIL",1992,316062,4463127,64683
"PERU",1993,117268,3148887,77115
"BRAZIL",1992,27760,4813491,101265
"ARGENTINA",1992,520585,5346514,96333
"PERU",1992,228420,2246451,80904
"UNITED STATES",1993,433553,4852033,89191
"BRAZIL",1993,334985,8887868,121198
"ARGENTINA",1992,233884,3315794,109072
"UNITED STATES",1992,274192,2880464,69970
"UNITED STATES",1992,484856,8478862,110449
"UNITED STATES",1993,199631,4066980,103837
"ARGENTINA",1993,594954,5737004,122935
"BRAZIL",1993,75918,9469550,113634
"CANADA",1992,170085,2377154,69304
"BRAZIL",1993,214404,783123,79103
"PERU",1993,97084,3556753,64864
"CANADA",1992,6410,255383,78984
"ARGENTINA",1992,536500,2714960,92188
"CANADA",1992,498585,2106134,95013
"BRAZIL",1992,112547,748579,93572
"ARGENTINA",1992,170797,4419191,112067
"ARGENTINA",1992,181014,1018359,65700
"ARGENTINA",1993,546907,6578713,117232
"CANADA",1992,99951,3862881,117057
"ARGENTINA",1993,193545,3961989,98312
"CANADA",1992,86165,4603488,69069
"CANADA",1992,581205,4033460,77170
"PERU",1992,311953,3073166,117896
"ARGENTINA",1993,89753,7136561,104565
"BRAZIL",1992,343914,920213,117474
"BRAZIL",1993,494501,680443,89728
"PERU",1992,225460,1645914,83127
"UNITED STATES",1993,178413,6378760,89484
"BRAZIL",1993,572790,6512243,111766
"PERU",1993,142034,97918,64561
"PERU",1993,79856,7851930,110151
"ARGENTINA",1993,394251,2663575,80714
"PERU",1993,163230,1474282,77593
"PERU",1992,352782,5517153,110086
"BRAZIL",1992,165107,3047460,70326
"CANADA",1992,343347,5005188,83419
"CANADA",1992,228585,6892797,90814
"BRAZIL",1993,251330,5901759,76879
"ARGENTINA",1993,541435,2636868,88584
"BRAZIL",1993,477290,5531633,76036
"CANADA",1992,348052,3866640,66002
"BRAZIL",1992,216998,2043283,114898
"ARGENTINA",1992,478626,629003,96276
"CANADA",1992,595266,5635533,81674
"ARGENTINA",1993,336478,1653790,90867
"PERU",1993,360803,7613582,111827
"PERU",1993,403234,3024978,68232
"PERU",1993,146863,1216580,114591
"ARGENTINA",1992,469759,7234735,103723
"PERU",1992,248953,7096138,114116
"CANADA",1992,478775,4149372,105225
"BRAZIL",1993,269619,5674479,95316
"ARGENTINA",1992,289005,3542580,59639
"BRAZIL",1993,577553,6528642,97831
"ARGENTINA",1993,125248,748665,76394
"UNITED STATES",1992,36998,5309612,116099
"CANADA",1992,263375,4277398,80301
"UNITED STATES",1993,209924,825259,110034
"BRAZIL",1993,498950,1950878,116935
"BRAZIL",1993,374094,3772898,70084
"UNITED STATES",1993,588194,596209,76930
"UNITED STATES",1993,307451,2021397,87506
"UNITED STATES",1993,426454,2733251,82825
"CANADA",1992,369345,5682777,84859
"UNITED STATES",1992,574705,5072088,106780
"UNITED STATES",1993,100799,8998950,107987
"PERU",1992,582376,4797971,87501
"ARGENTINA",1992,255104,4380396,63545
"PERU",1992,198104,2538835,72126
"PERU",1992,353935,8269929,119335
"PERU",1992,284622,5799862,96396
"CANADA",1992,431658,1850329,95377
"CANADA",1992,537580,3558632,97053
"PERU",1992,299693,4761508,101560
"BRAZIL",1992,283480,4097716,87808
"ARGENTINA",1992,130363,1410080,83601
"ARGENTINA",1992,154934,2923727,119335
"UNITED STATES",1992,570735,3430849,108342
"UNITED STATES",1992,128001,2963520,61740
"ARGENTINA",1992,421362,2956815,77000
"CANADA",1992,490189,3248585,70749
"ARGENTINA",1993,355251,2946877,78374
"CANADA",1992,508601,5649625,96574
"CANADA",1992,477205,5057366,70930
"BRAZIL",1992,427585,3376033,90753
"CANADA",1992,118424,6219715,86545
"ARGENTINA",1992,335178,2008992,72789
"PERU",1992,528998,5270122,121618
"CANADA",1993,347958,5969677,120356
"CANADA",1993,298658,5700498,99398
"PERU",1993,193755,5620200,110925
"BRAZIL",1993,477059,4162768,62161
"UNITED STATES",1993,161044,4266559,66302
"ARGENTINA",1993,554672,2417310,103599
"PERU",1993,38847,4868199,107150
"CANADA",1993,486053,4785772,62341
"ARGENTINA",1992,547616,4534946,99815
"CANADA",1992,57888,3470254,110752
"ARGENTINA",1992,523026,2077020,62940
"CANADA",1992,456342,120743,77899
"CANADA",1992,331318,1036262,80958
"CANADA",1992,565786,4088686,111105
"UNITED STATES",1993,597402,3913381,89962
"UNITED STATES",1993,455456,4238524,84685
"CANADA",1993,38399,4148583,80243
"BRAZIL",1993,368461,6527692,91767
"ARGENTINA",1993,502238,2009140,74412
"PERU",1993,306690,4367254,101800
"CANADA",1993,532636,317035,100116
"BRAZIL",1992,355722,682640,106662
"UNITED STATES",1992,393133,5166869,73567
"UNITED STATES",1992,586919,7744741,120353
"UNITED STATES",1993,6382,4406259,77302
"UNITED STATES",1993,233299,603817,73936
"ARGENTINA",1993,553439,4395147,89544
"PERU",1992,150189,798031,74350
"PERU",1992,71940,6974757,114716
"UNITED STATES",1992,81759,3411870,104445
"ARGENTINA",1992,396358,3244632,87260
"BRAZIL",1992,484062,1788728,62762
"ARGENTINA",1993,79535,1549364,90871
"CANADA",1992,44631,4739495,94537
"BRAZIL",1992,571110,439365,70865
"UNITED STATES",1992,154480,7143004,92068
"PERU",1993,464975,1249327,116397
"UNITED STATES",1992,279270,1873890,74955
"CANADA",1992,325565,5029319,95433
"BRAZIL",1993,243984,2174750,115678
"PERU",1993,559195,5361576,75250
"BRAZIL",1992,465519,4364400,89069
"PERU",1992,576191,5828982,76030
"UNITED STATES",1992,373986,1549097,123598
"BRAZIL",1992,554770,1213458,109485
"PERU",1993,224180,3617260,66250
"ARGENTINA",1993,328412,6559581,86424
"BRAZIL",1992,136140,2822736,70568
"CANADA",1992,293549,6669899,92551
"CANADA",1992,558411,2373064,88163
"CANADA",1993,523537,1376369,93630
"BRAZIL",1992,523695,7589646,103120
"CANADA",1993,340461,6486264,90087
"CANADA",1993,258421,3880280,82764
"UNITED STATES",1993,3319,4660668,73338
"ARGENTINA",1993,39335,1835035,76459
"UNITED STATES",1993,497233,6028029,73812
"ARGENTINA",1993,340018,211600,63480
"BRAZIL",1993,545673,3127943,103119
"CANADA",1993,119198,4541335,73031
"ARGENTINA",1993,161847,2107359,114530
"UNITED STATES",1992,414713,6250329,97661
"PERU",1993,71786,1634735,105466
"BRAZIL",1993,431185,2120704,66969
"ARGENTINA",1993,247592,3782748,92374
"ARGENTINA",1993,276344,653563,79219
"PERU",1992,230083,2879144,60784
"PERU",1992,83609,6811550,95556
"PERU",1992,16079,4627075,59704
"ARGENTINA",1993,361042,209575,66181
"ARGENTINA",1992,210649,1759262,93577
"PERU",1992,25995,5832125,115259
"ARGENTINA",1992,347485,7279232,91948
"PERU",1993,378576,2382566,99273
"ARGENTINA",1992,189516,6935803,96330
"PERU",1992,166760,8037744,109605
"UNITED STATES",1992,412593,1144233,90334
"UNITED STATES",1992,233791,1379824,103486
"ARGENTINA",1993,96891,7476044,113273
"BRAZIL",1993,266713,7572087,100782
"BRAZIL",1993,395551,444565,98792
"PERU",1993,16621,5667667,92257
"CANADA",1993,283121,4968495,66246
"ARGENTINA",1992,45919,5729003,111894
"ARGENTINA",1992,408602,2528710,90634
"BRAZIL",1992,307553,5720939,93632
"ARGENTINA",1992,441038,1441102,58740
"PERU",1992,502709,332065,102700
"PERU",1993,75755,1384600,103845
"BRAZIL",1993,278871,8607398,110991
"UNITED STATES",1993,254184,4757550,68290
"BRAZIL",1992,344028,4292328,64320
"CANADA",1992,5098,1715283,60185
"CANADA",1993,453545,2818716,89911
"ARGENTINA",1993,328794,865820,109366
"CANADA",1993,548856,952415,114289
"BRAZIL",1993,352260,3779280,78735
"ARGENTINA",1992,239556,2557373,89732
"UNITED STATES",1993,447874,5082961,109311
"UNITED STATES",1992,257946,3427074,114235
"CANADA",1992,287107,3574392,65645
"ARGENTINA",1992,200028,172609,55680
"ARGENTINA",1993,181478,586360,93568
"ARGENTINA",1993,468971,6586130,116397
"UNITED STATES",1992,560799,7677130,111586
"UNITED STATES",1992,135183,1299798,73090
"PERU",1992,453635,1642622,95316
"CANADA",1992,303556,2008687,93572
"CANADA",1992,85534,1428358,91171
"BRAZIL",1993,76737,4671627,102823
"PERU",1993,328748,5344403,106603
"PERU",1993,548593,3118983,98494
"PERU",1993,464390,2302429,81262
"UNITED STATES",1993,453759,6439864,102763
"CANADA",1992,86694,6729482,100841
"CANADA",1993,537027,957600,63840
"PERU",1993,4920,3120613,109495
"BRAZIL",1993,193732,8767155,109543
"UNITED STATES",1993,590117,4917684,72425
"PERU",1992,443317,5331026,75617
"BRAZIL",1992,16655,6930976,94299
"CANADA",1993,126555,7439611,94893
"BRAZIL",1993,440989,5500386,115797
"PERU",1992,216677,2320368,95619
"ARGENTINA",1992,432347,3648620,76759
"UNITED STATES",1993,517786,524894,108225
