"d_year","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"UNITED STATES",10258,29216,4844238,68712
1993,"PERU",17983,32040,3232033,58322
1993,"PERU",17983,94824,2000702,109129
1993,"PERU",5455,191426,5681220,91045
1993,"BRAZIL",17620,191013,3426847,66240
1992,"PERU",14480,74012,765143,59160
1992,"BRAZIL",14480,103591,899348,95675
1993,"BRAZIL",11719,69991,2706166,117659
1993,"CANADA",11719,16666,854636,94959
1993,"BRAZIL",11510,35210,4328893,68712
1993,"ARGENTINA",11510,168464,6770408,91947
1993,"BRAZIL",1120,125356,1473900,82881
1993,"PERU",9052,34400,4264742,80064
1992,"ARGENTINA",11845,13728,5555580,98503
1993,"PERU",18601,154532,155479,95191
1993,"ARGENTINA",10402,17995,5436717,114779
1993,"CANADA",10402,87312,1754068,77958
1992,"BRAZIL",24226,127627,7222416,99277
1992,"UNITED STATES",27185,14250,1979225,69855
1993,"PERU",2713,87316,2877708,78198
1993,"UNITED STATES",2713,111805,4794535,109008
1993,"ARGENTINA",2713,95184,1662643,70750
1992,"BRAZIL",13960,7450,399090,81447
1992,"PERU",13960,95206,3463059,72072
1993,"UNITED STATES",28249,187798,7682708,113147
1992,"PERU",21637,112033,4081887,62701
1992,"CANADA",7162,172311,5412892,82998
1992,"UNITED STATES",13570,146125,4753576,70267
1993,"ARGENTINA",13660,144980,9525505,121498
1993,"UNITED STATES",13660,62950,7747447,114777
1993,"CANADA",22048,186475,3938027,93688
1993,"PERU",22048,90142,967979,67928
1992,"PERU",14534,193172,1644721,75910
1993,"ARGENTINA",4951,165808,8010495,112428
1993,"ARGENTINA",4951,121120,114112,68467
1993,"BRAZIL",4951,51358,1571220,78561
1993,"PERU",4951,166021,826135,65221
1993,"CANADA",20974,116718,624495,104082
1992,"BRAZIL",22204,175623,3709786,101917
1992,"PERU",22204,79787,7805634,106006
1992,"PERU",8108,129114,776171,68586
1992,"BRAZIL",8108,13418,3163430,79884
1993,"BRAZIL",26638,113107,1182825,67206
1993,"PERU",26638,179666,3693816,104739
1993,"CANADA",8509,112436,1147156,86905
1992,"CANADA",7520,93643,7384519,98198
1992,"PERU",24808,97531,4989121,91711
1992,"UNITED STATES",517,142401,6567470,86604
1993,"CANADA",29113,164544,3107699,96512
1993,"PERU",29113,66827,7082001,107629
1993,"PERU",18956,174030,1205600,66241
1993,"UNITED STATES",19549,110672,7662879,100960
1993,"BRAZIL",18283,65098,2471684,63785
1993,"PERU",18283,88485,2546173,88408
1992,"BRAZIL",18319,124175,4237866,71950
1992,"UNITED STATES",18319,2782,6504935,101086
1992,"BRAZIL",21037,135436,3384289,88285
1992,"PERU",21037,62947,7066778,114596
1993,"CANADA",7862,134818,6670116,111168
1993,"ARGENTINA",7862,84798,1540330,106967
1992,"UNITED STATES",1846,185029,2161198,66841
1992,"PERU",13127,96023,4356310,61141
1992,"BRAZIL",16438,30700,2348208,97842
1993,"PERU",6079,82604,904362,95196
1993,"ARGENTINA",6079,122422,5884567,86665
1992,"PERU",4256,15463,5312584,82707
1992,"PERU",4256,76875,6222283,111112
1992,"BRAZIL",4256,38021,4279147,57541
1992,"CANADA",13414,38403,650579,80484
1993,"CANADA",22922,108797,7801012,108347
1992,"CANADA",19474,8748,5069624,99404
1992,"CANADA",19474,25270,3480626,71716
1992,"UNITED STATES",19435,90516,2381792,90390
1992,"PERU",19435,178745,5288846,109424
1992,"UNITED STATES",11149,187028,3244708,66901
1992,"PERU",11149,133807,1005076,110448
1992,"ARGENTINA",26185,175825,6500804,114049
1993,"BRAZIL",6664,68724,159115,101563
1993,"BRAZIL",6664,42389,2684062,79882
1992,"BRAZIL",28906,115694,7037084,102581
1993,"BRAZIL",2233,186790,8644494,112607
1993,"BRAZIL",2233,54159,3452991,66789
1993,"PERU",19403,33255,2588008,71295
1993,"PERU",19403,181292,3729855,82397
1993,"PERU",2944,92242,2345056,74054
1992,"PERU",26612,105783,1062535,107326
1992,"ARGENTINA",26612,91057,2452437,62883
1992,"CANADA",26612,191579,2128306,100234
1993,"ARGENTINA",10348,79655,3759695,98079
1993,"ARGENTINA",5015,118294,5432880,78737
1993,"BRAZIL",5015,157232,2376050,77353
1993,"CANADA",9913,92987,1081069,118798
1993,"UNITED STATES",9913,19281,3948921,72016
1993,"PERU",9913,42599,3021516,92495
1993,"PERU",9913,77655,2057139,97959
1992,"BRAZIL",15409,11628,2463392,92377
1993,"BRAZIL",7624,111430,5477434,86485
1993,"BRAZIL",2429,128208,3448998,74172
1993,"UNITED STATES",16660,151627,1275751,100717
1993,"UNITED STATES",4055,143289,4902790,79936
1992,"PERU",19777,136731,6717374,106063
1992,"PERU",19777,31502,4032435,86010
1992,"BRAZIL",19771,9935,7516244,110695
1993,"ARGENTINA",12533,166765,5000704,109905
1992,"ARGENTINA",2464,45646,2543440,95498
1992,"CANADA",2897,150501,3310901,93090
1993,"CANADA",27220,6229,1859490,68113
1993,"BRAZIL",19009,88307,5958380,77718
1993,"PERU",22531,178197,3902081,76511
1992,"UNITED STATES",12337,173854,2380894,115671
1993,"CANADA",1921,13831,4763385,104689
1992,"CANADA",6451,7102,4843680,60546
1992,"CANADA",6451,160689,4703139,104980
1993,"CANADA",14416,2892,660519,107693
1993,"BRAZIL",13223,79134,204815,66787
1993,"ARGENTINA",16529,137554,151197,95493
1993,"BRAZIL",29323,44914,7435640,111534
1992,"PERU",6091,71861,5927469,109971
1992,"PERU",2003,139469,2850989,90507
1992,"BRAZIL",18433,4987,7628463,113518
1993,"PERU",4835,70164,2750338,68049
1993,"BRAZIL",4835,79942,4564607,115316
1992,"UNITED STATES",3790,90223,4464649,72793
1992,"PERU",3790,176942,2598375,121136
1992,"ARGENTINA",14581,163705,6508816,106122
1992,"BRAZIL",24163,42105,397898,62826
1992,"UNITED STATES",24163,3461,4441317,81867
1992,"ARGENTINA",24163,158967,4473319,121557
1992,"BRAZIL",25228,178142,3997178,73208
1992,"PERU",25228,125836,167564,111709
1992,"ARGENTINA",19042,35792,691116,103667
1993,"UNITED STATES",12889,161165,1103544,73569
1993,"PERU",24520,129111,4966319,68406
1993,"ARGENTINA",19559,80041,2348392,61262
1993,"BRAZIL",8926,28421,5440861,80965
1992,"CANADA",2573,195710,525461,108342
1992,"UNITED STATES",29443,71858,548955,109791
1992,"PERU",21775,23241,5034173,69854
1993,"BRAZIL",5821,26107,1125045,61986
1992,"CANADA",1319,192298,6603877,83417
1992,"UNITED STATES",1319,150781,2357500,109906
1992,"BRAZIL",14404,166698,5876417,105881
1992,"CANADA",27463,176003,893412,64740
1992,"PERU",27463,42823,6680097,105949
1993,"ARGENTINA",7024,95473,4985455,88108
1993,"CANADA",7024,6580,5623732,89194
1993,"UNITED STATES",29978,115823,5279252,110329
1993,"PERU",29978,20546,5572852,87992
1993,"BRAZIL",1741,2130,3567041,61927
1993,"BRAZIL",2581,117548,1518573,93932
1992,"BRAZIL",17371,75016,4513059,59460
1993,"UNITED STATES",8629,29011,1945820,56400
1993,"UNITED STATES",3118,29046,90678,58502
1993,"CANADA",18256,30423,3694836,81205
1993,"ARGENTINA",23329,143429,267980,88345
1993,"CANADA",23329,76903,4511760,112794
1992,"CANADA",23387,13126,3907091,62347
1992,"PERU",6109,71936,6424000,114475
1993,"ARGENTINA",22919,73760,4854528,104025
1993,"CANADA",22919,158100,3370071,69486
1992,"PERU",1610,161442,6416681,90206
1992,"BRAZIL",1610,153892,8322571,116753
1992,"BRAZIL",1610,50779,7092057,103786
1992,"BRAZIL",14051,23260,3067009,70995
1992,"BRAZIL",15211,186211,898966,77832
1992,"ARGENTINA",15211,33257,1191440,71415
1992,"BRAZIL",20710,159651,8211120,102639
1992,"PERU",13652,103000,1026069,60180
1993,"PERU",4142,38811,2944930,104988
1993,"CANADA",15425,114206,3467808,73212
1992,"CANADA",16114,7860,169714,106071
1992,"PERU",16114,86225,1577008,72673
1993,"ARGENTINA",19502,182868,7456186,117051
1993,"BRAZIL",19502,40091,3470648,61865
1992,"BRAZIL",5932,85752,5225414,104265
1992,"BRAZIL",5932,1816,2782852,103068
1993,"ARGENTINA",5491,109334,5319586,80599
1992,"PERU",24886,28146,1181554,64448
1993,"BRAZIL",6196,121915,5206414,116214
1993,"ARGENTINA",6196,10935,6215246,110755
1993,"PERU",3736,197090,1628687,71225
1992,"UNITED STATES",21305,26186,1112180,66730
1992,"ARGENTINA",12187,68929,182200,113875
1993,"ARGENTINA",16444,139408,3329020,86844
1993,"BRAZIL",17615,77274,2049580,75076
1993,"UNITED STATES",17615,8661,6049469,94179
1992,"UNITED STATES",22795,184201,2368623,77112
1992,"BRAZIL",3188,56680,1746337,98200
1992,"UNITED STATES",20984,55272,3048538,73636
1993,"UNITED STATES",20780,5069,2313392,58443
1993,"BRAZIL",20780,107595,5907146,96155
1992,"BRAZIL",11927,159943,8612642,120176
1992,"PERU",11927,76274,840181,75016
1992,"ARGENTINA",1589,162173,4570129,74110
1992,"CANADA",26215,77142,936720,67148
1992,"ARGENTINA",26215,81970,2295516,117118
1992,"UNITED STATES",20617,45406,4135284,81084
1992,"ARGENTINA",29809,195733,5559339,109723
1993,"BRAZIL",20425,88258,4486500,74775
1993,"BRAZIL",20425,144907,5738586,117114
1993,"PERU",22466,1913,2388421,108894
1993,"PERU",22466,136879,6770684,114952
1992,"BRAZIL",4885,154332,548986,83179
1992,"ARGENTINA",23590,191730,8134024,109303
1992,"ARGENTINA",11404,199014,2375163,66780
1992,"ARGENTINA",16894,60793,5485855,105227
1992,"UNITED STATES",7465,1306,777501,72438
1993,"PERU",20435,102413,6935509,84924
1993,"UNITED STATES",20435,134271,3038668,78316
1993,"UNITED STATES",9781,157394,3309169,87083
1993,"ARGENTINA",17762,118668,5275872,101199
1993,"ARGENTINA",1805,68292,468827,75617
1993,"BRAZIL",23462,48021,2909967,58141
1993,"CANADA",23462,81056,4166866,62223
1993,"PERU",25144,104369,2018839,82401
1993,"CANADA",2941,136453,5862475,89367
1993,"BRAZIL",14117,63699,4309692,99761
1992,"CANADA",19973,55909,5370912,111894
1993,"BRAZIL",11590,167936,7538784,120235
1993,"ARGENTINA",11590,89391,1507385,82823
1992,"UNITED STATES",18248,91088,4208412,64744
1992,"CANADA",11767,166755,4672788,109305
1993,"UNITED STATES",14336,126436,6288449,87745
1993,"ARGENTINA",14336,8353,378405,75681
1992,"CANADA",4564,124609,6972204,98016
1992,"UNITED STATES",29146,69331,6241584,78019
1992,"ARGENTINA",29146,29476,5565661,84328
1992,"UNITED STATES",29146,144780,8061878,109486
1992,"PERU",3658,74128,2459931,66127
1992,"CANADA",3658,63480,3117916,86608
1992,"CANADA",13451,154509,4604507,93810
1992,"BRAZIL",7237,99840,6310651,110390
1992,"CANADA",7828,137108,2110419,68706
1992,"CANADA",797,199805,8415406,114288
1992,"PERU",24038,4679,1620094,95020
1993,"UNITED STATES",18286,199984,8287988,125038
1993,"PERU",18286,52340,2523940,77540
1993,"PERU",28936,166929,4544709,119755
1993,"CANADA",28936,3328,1994738,73879
1993,"ARGENTINA",28936,102852,8096420,111291
1992,"ARGENTINA",21131,79573,3390812,93154
1993,"CANADA",2461,93138,2036034,67867
1992,"CANADA",18593,24880,1945660,108292
1992,"ARGENTINA",9362,123995,8350542,121139
1992,"CANADA",9362,177429,4989263,90385
1992,"UNITED STATES",8924,160000,4483800,63600
1992,"BRAZIL",8924,116932,3554848,116935
1992,"CANADA",9809,171017,2802713,65280
1992,"CANADA",2074,22128,3430742,63007
1992,"PERU",8233,64304,125561,76098
1992,"PERU",29428,155120,4480732,70507
1992,"UNITED STATES",8330,69870,3808530,110392
1992,"PERU",8330,92851,1806973,110631
1992,"CANADA",8330,146747,7587520,107624
1993,"ARGENTINA",8494,80125,1644418,66307
1993,"BRAZIL",22483,108153,4702657,69669
1992,"PERU",9733,28098,3115209,61565
1993,"BRAZIL",17152,26074,4032282,60004
1993,"BRAZIL",19795,7531,4327098,86311
1992,"UNITED STATES",21136,152448,7278634,90026
1992,"UNITED STATES",23867,117538,7237881,93331
1993,"PERU",8755,99408,1365178,84444
1993,"BRAZIL",21445,45245,2678040,71414
1992,"CANADA",20257,174885,5707170,117592
1992,"PERU",20257,76984,2157078,117658
1993,"CANADA",2564,133667,4734637,102039
1992,"BRAZIL",13471,45117,2163518,63726
1992,"CANADA",556,6855,6624556,105711
1992,"PERU",1442,176279,6234242,81316
1992,"ARGENTINA",15826,190261,1382338,81075
1992,"BRAZIL",27589,18313,2801230,73878
1993,"ARGENTINA",16390,109122,760112,67867
1993,"UNITED STATES",19709,195874,5909610,118192
1992,"CANADA",22256,92814,2124808,108408
1993,"BRAZIL",27832,147881,7221726,115732
1993,"CANADA",9344,70361,2218045,79881
1993,"PERU",9344,133919,2284904,117174
1993,"BRAZIL",29245,147376,3211122,85402
1993,"BRAZIL",29245,6943,1598348,110996
1993,"PERU",29245,78168,1598893,68769
1992,"ARGENTINA",21751,189896,6325059,119153
1993,"ARGENTINA",4192,710,2931492,96642
1993,"CANADA",4192,97420,2289133,85045
1993,"ARGENTINA",26956,104312,789786,78978
1993,"BRAZIL",25660,154978,7532153,121978
1993,"CANADA",10223,183828,7157854,114709
1992,"PERU",28066,187655,4952611,104559
1993,"PERU",7438,60466,4543275,85587
1992,"BRAZIL",28255,160901,753369,117714
1992,"ARGENTINA",28255,49910,5654126,111594
1992,"BRAZIL",21896,98287,4112896,77116
1992,"ARGENTINA",21649,24066,3118689,59403
1992,"BRAZIL",28556,98286,5978323,77056
1992,"BRAZIL",28556,143296,731252,80357
1992,"CANADA",5837,48819,6273957,106068
1992,"UNITED STATES",5837,94749,7348120,104624
1993,"PERU",14872,94591,4851905,95135
1993,"UNITED STATES",6052,39150,1293910,65349
1993,"CANADA",6052,178104,1505995,70926
1993,"PERU",6052,179578,6936930,99454
1993,"ARGENTINA",23116,136487,3881827,91408
1993,"PERU",20294,10199,5326330,66551
1993,"CANADA",20294,194045,3105023,68342
1992,"CANADA",2719,113649,6002130,99758
1992,"BRAZIL",22223,136724,2049478,105643
1993,"BRAZIL",19774,173170,3856313,74590
1993,"PERU",24377,189175,3089631,75850
1993,"ARGENTINA",11750,110401,6570067,84684
1993,"ARGENTINA",11750,94295,625305,77357
1993,"UNITED STATES",2074,122128,4830504,69007
1993,"BRAZIL",2074,196947,8645866,122636
1993,"ARGENTINA",2074,4746,4344747,99044
1993,"ARGENTINA",2074,157544,4458687,96092
1993,"BRAZIL",2074,32219,3761003,69072
1993,"CANADA",22540,45707,157006,99162
1993,"UNITED STATES",16585,191486,5394981,94648
1992,"CANADA",13354,146698,7784806,104681
1992,"BRAZIL",13354,144347,133568,83480
1992,"PERU",13354,29079,2594772,60484
1993,"BRAZIL",5462,93202,2284027,71712
1992,"UNITED STATES",21326,102800,4371790,108168
1992,"CANADA",21326,70139,851811,66547
1992,"PERU",12464,81530,1112486,90691
1992,"CANADA",12464,64524,1095550,89311
1992,"ARGENTINA",24664,6476,4028517,82948
1993,"CANADA",29077,65495,1461950,87629
1993,"ARGENTINA",7472,157594,485567,99095
1993,"ARGENTINA",29561,14332,5234586,74779
1993,"PERU",29561,63934,1673974,113875
1993,"UNITED STATES",19573,174480,5434462,93268
1993,"PERU",19573,72717,5381726,101382
1993,"UNITED STATES",19573,85453,6473025,86307
1992,"CANADA",15845,141613,5973142,99276
1992,"ARGENTINA",15845,80681,1512128,99700
1993,"CANADA",13583,25883,8686241,108532
1993,"UNITED STATES",25273,21226,5227881,68833
1993,"ARGENTINA",25273,132251,4273222,76995
1992,"PERU",24941,181052,978955,67983
1993,"PERU",15622,167313,380965,82818
1993,"BRAZIL",27706,36367,5755637,78201
1992,"PERU",1100,67966,1978441,116037
1992,"BRAZIL",1100,94118,316951,66726
1992,"CANADA",12827,29155,3748990,65049
1993,"UNITED STATES",10816,14106,2652260,61206
1993,"UNITED STATES",24349,143299,3455054,80537
1992,"CANADA",9767,23079,892844,60124
1992,"UNITED STATES",9767,150041,104739,65462
1993,"BRAZIL",24982,153331,2897402,83059
1993,"BRAZIL",24982,37131,2883951,64087
1992,"ARGENTINA",28330,168961,1132717,121797
1993,"ARGENTINA",22408,68002,2735400,58200
1993,"PERU",22408,98672,2315548,100240
1992,"ARGENTINA",1829,1935,6980334,110215
1992,"PERU",10424,129540,1230519,94172
1992,"ARGENTINA",15023,80617,6230679,95856
1993,"BRAZIL",4408,48379,976944,79642
1992,"UNITED STATES",358,122690,5874526,102761
1992,"UNITED STATES",26938,17381,5797266,77902
1992,"BRAZIL",1637,82913,8190331,113754
1992,"CANADA",7007,81743,6390161,103484
1992,"ARGENTINA",7007,45202,1376640,68832
1993,"PERU",1613,46590,7228119,92195
1992,"CANADA",18439,37562,4416204,89973
1993,"CANADA",7603,182862,1715366,116691
1993,"BRAZIL",7603,14630,6016333,92677
1993,"CANADA",7603,44614,143392,93516
1993,"PERU",1103,195709,7464239,108282
1992,"UNITED STATES",17023,123548,1056074,94292
1992,"BRAZIL",17023,60073,2632262,61984
1992,"UNITED STATES",28249,82302,2414484,77058
1993,"CANADA",9859,14734,6199224,98923
1993,"BRAZIL",29084,116286,5305488,78136
1993,"PERU",19784,176022,2086238,65881
1993,"CANADA",19784,109511,456153,91230
1992,"UNITED STATES",6601,76110,3149719,65166
1992,"ARGENTINA",6601,173788,7962833,111706
1993,"CANADA",25411,175433,2882609,90505
1993,"PERU",19328,146674,8431283,103240
1993,"CANADA",11287,82340,4361077,79340
1993,"PERU",7105,30071,3165383,60064
1992,"CANADA",16042,110883,1742369,113632
1992,"BRAZIL",16042,186087,1393619,70384
1993,"CANADA",20725,57562,3760911,91173
1993,"BRAZIL",20725,117609,2905107,97596
1992,"CANADA",10204,65665,2056262,97839
1992,"ARGENTINA",25273,20905,2948828,109554
1993,"UNITED STATES",4403,36030,1927229,57961
1993,"UNITED STATES",12220,125166,5546040,71469
1992,"UNITED STATES",484,2048,2346598,57002
1993,"CANADA",24539,73310,5261571,76998
1992,"UNITED STATES",16756,2714,1600542,97002
1992,"UNITED STATES",16756,13704,3922922,97062
1992,"ARGENTINA",16756,110236,493507,74773
1992,"ARGENTINA",24247,179356,3697461,86121
1992,"UNITED STATES",24247,30410,3989060,80424
1992,"ARGENTINA",20041,11901,4454295,108774
1993,"ARGENTINA",3427,107955,182554,117777
1993,"BRAZIL",3427,198763,3466597,111705
1992,"ARGENTINA",22676,22355,5339323,76641
1993,"BRAZIL",9289,38393,3415015,79883
1992,"PERU",647,186560,1407808,98793
1992,"UNITED STATES",20690,79449,525665,85706
1992,"CANADA",29179,126582,2750671,96514
1993,"PERU",15154,179274,5724332,81196
1992,"ARGENTINA",24251,109036,1203874,62701
1992,"ARGENTINA",24251,164551,2035593,96933
1992,"ARGENTINA",24251,199606,7845760,102336
1992,"ARGENTINA",26419,143177,1702137,73210
1993,"CANADA",10712,20654,5939579,94479
1993,"ARGENTINA",16367,28903,4797746,109914
1992,"UNITED STATES",24223,9312,1607243,73278
1992,"UNITED STATES",24223,10519,5763784,85770
1992,"UNITED STATES",4237,136284,6007274,79216
1993,"BRAZIL",17869,52510,931618,87750
1992,"PERU",18332,192185,4869887,76630
1992,"BRAZIL",18332,34633,3644739,94057
1992,"UNITED STATES",9217,123262,4071703,77115
1993,"CANADA",18088,90142,1751420,67928
1993,"UNITED STATES",6067,80976,2324880,117418
1993,"BRAZIL",1907,39750,4085815,101385
1993,"ARGENTINA",19607,80713,5040480,101622
1993,"UNITED STATES",19607,63694,7002082,99461
1992,"ARGENTINA",14801,195932,4623680,121675
1992,"CANADA",14801,128022,2318444,63001
1993,"ARGENTINA",5075,2471,1263592,82408
1993,"ARGENTINA",2449,65841,1967648,108410
1993,"UNITED STATES",2449,182910,3587238,119574
1993,"BRAZIL",2449,157405,6323417,87744
1992,"UNITED STATES",18299,192894,1390823,119213
1993,"UNITED STATES",12733,77017,3799106,59640
1993,"CANADA",19657,87050,3388042,62223
1993,"ARGENTINA",19657,48035,688121,58981
1992,"ARGENTINA",4660,164240,3391024,78254
1993,"UNITED STATES",25159,16563,6249661,88773
1993,"UNITED STATES",25159,168903,8980032,118314
1992,"UNITED STATES",9238,97369,3313423,81981
1992,"PERU",20983,100905,4120555,114354
1992,"ARGENTINA",20983,22764,330604,101205
1992,"BRAZIL",28217,76451,4756263,85647
1992,"UNITED STATES",28217,106477,1869172,89008
1993,"PERU",11491,192248,6103452,80414
1993,"BRAZIL",11491,196024,105281,67201
1993,"CANADA",11491,161999,6997061,123659
1992,"ARGENTINA",2080,178771,924885,110986
1993,"CANADA",3020,142154,3985571,71769
1993,"ARGENTINA",3020,177531,2419229,96511
1992,"PERU",27610,86782,2706233,106126
1993,"CANADA",799,113332,3995630,80719
1992,"PERU",2345,61450,698667,84687
1992,"PERU",2345,180201,3286278,76872
1993,"CANADA",23770,146963,6584628,120597
1993,"PERU",23770,55870,1051701,109552
1993,"BRAZIL",7969,116558,610925,94473
1992,"CANADA",10402,46554,600220,90033
1992,"ARGENTINA",13813,29127,1520812,63367
1992,"UNITED STATES",13813,131463,4916773,89667
1992,"PERU",11545,172309,5091471,82878
1992,"CANADA",5686,46825,5155996,106309
1992,"UNITED STATES",25723,132874,2669618,114412
1992,"CANADA",25723,84814,3701950,107928
1993,"ARGENTINA",21670,80214,4054342,71652
1993,"ARGENTINA",21670,146395,3762027,86483
1993,"UNITED STATES",10808,173245,5093679,79094
1992,"BRAZIL",20470,77625,3769362,96157
1992,"ARGENTINA",20470,58634,7485361,95557
1992,"UNITED STATES",20470,55387,1728985,80542
1993,"BRAZIL",25783,124101,207018,67506
1992,"BRAZIL",20914,149628,2808335,100657
1993,"CANADA",21142,47029,1089238,58561
1993,"CANADA",21142,113844,5644117,111470
1992,"ARGENTINA",1186,156330,3953813,83179
1992,"PERU",1186,158264,2610141,79335
1992,"ARGENTINA",1876,58055,1847803,60783
1992,"UNITED STATES",16121,92660,3688737,99159
1992,"BRAZIL",16121,90748,3748723,104324
1992,"UNITED STATES",12280,42779,5268616,103306
1992,"UNITED STATES",12280,180106,5408616,71166
1993,"BRAZIL",12577,127691,2234297,103121
1993,"CANADA",12577,108061,1990589,64143
1993,"CANADA",18629,168307,3828835,82518
1993,"UNITED STATES",18629,15885,7261148,108052
