"d_year","s_nation","lo_partkey","lo_revenue","lo_supplycost"
1993,"BRAZIL",178040,1748614,67082
1992,"ARGENTINA",85885,2553751,112252
1992,"PERU",69098,1587829,64025
1992,"BRAZIL",123731,3611234,105283
1993,"ARGENTINA",194253,4138752,80835
1992,"CANADA",35586,1898931,91294
1992,"CANADA",39483,6116664,85348
1992,"CANADA",159190,2349726,74951
1992,"PERU",66355,512683,79281
1993,"ARGENTINA",191082,3413662,70384
1992,"ARGENTINA",154535,1012530,95371
1992,"CANADA",17760,4697728,100665
1992,"ARGENTINA",150201,4504320,75072
1992,"PERU",14293,5501620,72437
1993,"PERU",13940,8098009,111236
1993,"ARGENTINA",138599,3314482,98255
1993,"ARGENTINA",10260,5562245,70215
1992,"CANADA",15566,4296524,88893
1992,"CANADA",114389,1010433,84202
1992,"CANADA",127438,6112308,87925
1993,"PERU",160708,1188566,106122
1993,"CANADA",66869,1046440,110151
1993,"PERU",161968,8184798,121797
1993,"CANADA",164692,5818157,105401
1992,"ARGENTINA",102551,456743,93213
1992,"UNITED STATES",185446,5912889,91886
1993,"PERU",165,5272542,63909
1993,"ARGENTINA",199373,4664468,88342
1993,"UNITED STATES",101999,8928417,120059
1993,"UNITED STATES",122112,1077404,68046
1992,"ARGENTINA",88075,999285,63784
1992,"BRAZIL",75031,2746461,60361
1992,"BRAZIL",142928,1338254,118255
1992,"PERU",101447,1713504,86906
1993,"ARGENTINA",29151,635128,64809
1993,"PERU",73848,4197519,109310
1993,"UNITED STATES",79354,3596044,80001
1993,"BRAZIL",163935,2176834,119935
1993,"CANADA",68241,1066549,72554
1993,"ARGENTINA",14145,2758000,63548
1993,"PERU",181744,1643166,109544
1993,"BRAZIL",170348,825473,85100
1993,"PERU",32276,1667412,72496
1993,"CANADA",48636,3207291,95077
1993,"PERU",189315,5617240,84258
1993,"UNITED STATES",195675,1682136,106240
1992,"PERU",150589,895210,98374
1992,"ARGENTINA",61857,4410711,109131
1993,"ARGENTINA",3622,7027005,91537
1993,"ARGENTINA",39515,6335845,87270
1993,"CANADA",38231,2689229,70153
1993,"ARGENTINA",193764,3000282,111465
1993,"BRAZIL",184214,5553742,77892
1992,"PERU",114690,3206521,102281
1993,"CANADA",109031,1715009,62401
1993,"BRAZIL",139752,7998372,107505
1993,"BRAZIL",469,4535651,82167
1993,"CANADA",74554,4646792,91713
1992,"BRAZIL",15385,3568242,78022
1992,"UNITED STATES",123451,3715614,88467
1993,"ARGENTINA",182403,1892399,89124
1993,"PERU",109646,1693719,99338
1993,"BRAZIL",56508,2829414,87870
1993,"UNITED STATES",91855,6449200,110811
1993,"PERU",153306,3286787,81558
1993,"UNITED STATES",11349,2121152,75620
1993,"PERU",133284,4555154,79036
1993,"PERU",42665,2266800,96459
1992,"PERU",92797,4513850,107387
1992,"BRAZIL",114795,2606097,108587
1992,"BRAZIL",85891,1981995,112613
1992,"PERU",158116,331099,70446
1992,"BRAZIL",89357,4309666,80781
1992,"PERU",170395,2274285,87923
1992,"CANADA",188078,4244494,69964
1992,"CANADA",188837,1097723,115549
1992,"PERU",74856,499822,109851
1992,"ARGENTINA",145165,1034686,72609
1992,"ARGENTINA",134803,5276323,110268
1992,"BRAZIL",32204,3306342,68172
1993,"UNITED STATES",43994,1488376,116279
1992,"UNITED STATES",173411,3705087,89064
1993,"CANADA",199728,1480453,109663
1993,"PERU",159763,2706798,109365
1993,"PERU",129332,2940472,81679
1993,"ARGENTINA",67676,7889616,98620
1993,"BRAZIL",23915,7282083,110334
1993,"CANADA",80301,126848,76878
1993,"PERU",12703,7916930,96942
1993,"UNITED STATES",114865,7263779,112791
1992,"ARGENTINA",166766,3958761,109965
1993,"ARGENTINA",16882,345384,107932
1993,"BRAZIL",72978,3991684,117058
1993,"ARGENTINA",56709,2633471,99942
1993,"PERU",98271,4726761,76156
1993,"PERU",91148,4506437,68348
1993,"PERU",2128,1646131,61807
1993,"UNITED STATES",82379,3504166,81682
1993,"UNITED STATES",119181,3420513,72010
1992,"CANADA",187130,5374846,73027
1992,"BRAZIL",19937,2971088,111415
1992,"ARGENTINA",47116,206243,63786
1993,"UNITED STATES",146524,146058,94231
1993,"BRAZIL",24516,265053,86430
1993,"PERU",91016,2474223,60420
1993,"PERU",102835,176431,110269
1993,"UNITED STATES",56086,3982829,62524
1993,"PERU",27676,1342271,96220
1993,"CANADA",84117,323726,66066
1992,"BRAZIL",124891,5017715,114953
1992,"UNITED STATES",162780,5425144,110566
1992,"ARGENTINA",124466,5902221,89427
1993,"ARGENTINA",80075,2112250,63304
1993,"BRAZIL",89666,3051381,99339
1993,"CANADA",131106,855099,68226
1993,"PERU",185936,6805816,121315
1993,"UNITED STATES",21411,5442894,79944
1993,"CANADA",136640,2650767,100598
1993,"PERU",103092,2080671,65705
1992,"BRAZIL",87281,887796,76096
1992,"UNITED STATES",121565,5341947,95193
1993,"UNITED STATES",58014,447124,58320
1993,"CANADA",39696,7605958,98141
1993,"CANADA",17093,3199965,60605
1992,"UNITED STATES",86118,4977327,66246
1992,"UNITED STATES",159970,1989370,121798
1992,"BRAZIL",4511,515245,84930
1992,"ARGENTINA",149981,9444057,121858
1993,"BRAZIL",165970,4214457,122158
1993,"PERU",186086,3297061,70324
1993,"UNITED STATES",146257,4926285,78195
1992,"PERU",190120,5175683,72607
1992,"UNITED STATES",4679,3933836,95020
1992,"CANADA",100711,6408642,102702
1992,"BRAZIL",165359,262080,85461
1993,"UNITED STATES",184279,4944580,81796
1993,"BRAZIL",199682,5761953,106900
1993,"BRAZIL",50915,2207371,111954
1992,"ARGENTINA",80106,2965053,65166
1992,"PERU",64369,1733368,80001
1992,"PERU",193480,1840971,94408
1992,"CANADA",95535,5789994,91831
1993,"UNITED STATES",65842,3434896,108470
1993,"PERU",194117,3705996,72666
1993,"ARGENTINA",114708,1254125,103362
1992,"PERU",188229,3793593,79033
1992,"ARGENTINA",181677,172349,105520
1993,"BRAZIL",122799,4066235,109307
1993,"UNITED STATES",93278,716996,76276
1993,"PERU",108199,5269384,72431
1993,"ARGENTINA",91965,7561693,117417
1992,"PERU",112816,2953528,109728
1992,"BRAZIL",129882,1778048,114712
1992,"ARGENTINA",121136,4568349,69427
1992,"ARGENTINA",109469,2668620,88707
1992,"UNITED STATES",182313,4107792,83718
1992,"BRAZIL",147573,4874674,97234
1992,"PERU",162223,5725655,77113
1992,"CANADA",51753,2195718,102285
1993,"BRAZIL",9680,747149,95380
1992,"ARGENTINA",123658,1812818,100899
1993,"UNITED STATES",35074,474262,60544
1993,"ARGENTINA",15300,1684405,72918
1992,"UNITED STATES",162223,5259120,77113
1993,"BRAZIL",116972,2617484,119338
1993,"BRAZIL",68956,2771928,115497
1992,"CANADA",187301,3998304,83298
1992,"ARGENTINA",167675,4328792,104560
1992,"UNITED STATES",177523,1584514,96031
1992,"PERU",99044,949166,62582
1992,"UNITED STATES",159778,7384159,110266
1993,"UNITED STATES",4093,3266466,59825
1993,"BRAZIL",152280,395687,79936
1993,"BRAZIL",193583,5244342,100594
1993,"BRAZIL",146927,4540016,118435
1993,"BRAZIL",92661,2670660,99219
1993,"UNITED STATES",143837,7325832,112849
1993,"BRAZIL",101944,7055978,116756
1992,"BRAZIL",33060,271105,59583
1992,"ARGENTINA",132269,3997470,78075
1992,"BRAZIL",183513,957906,95790
1992,"BRAZIL",118517,1956239,92130
1992,"BRAZIL",99388,4671308,83242
1993,"CANADA",28127,3703471,63307
1992,"PERU",120775,8018113,107746
1993,"BRAZIL",131802,341086,110028
1992,"ARGENTINA",31731,1466527,99763
1992,"ARGENTINA",101067,922803,64083
1993,"UNITED STATES",163334,135541,83839
1993,"BRAZIL",143951,395000,119697
1992,"CANADA",12313,4722344,73518
1992,"BRAZIL",83140,1556672,67388
1993,"UNITED STATES",6280,1162554,71176
1993,"ARGENTINA",123942,7761531,117956
1992,"BRAZIL",192196,4873222,77291
1992,"CANADA",26732,7723046,99523
1993,"PERU",124960,903156,119097
1992,"CANADA",23249,2088931,70334
1992,"ARGENTINA",35661,4310982,95799
1992,"UNITED STATES",88571,907669,93574
1993,"CANADA",100209,948012,72552
1993,"ARGENTINA",158539,4888441,95851
1993,"CANADA",23740,8070802,99824
1993,"CANADA",120614,7061515,98076
1992,"BRAZIL",133588,3389102,97294
1992,"ARGENTINA",145427,1722731,88345
1992,"BRAZIL",177852,8105370,115791
1993,"ARGENTINA",194584,322287,100714
1993,"ARGENTINA",8971,1398697,112798
1993,"BRAZIL",47445,4411249,83546
1993,"ARGENTINA",146000,3079424,62760
1992,"CANADA",143704,5884505,104862
1992,"PERU",85055,187209,62403
1992,"CANADA",107095,1361081,66125
1992,"PERU",16800,5253408,103008
1992,"CANADA",143695,3035752,104321
1992,"UNITED STATES",24479,659630,84208
1993,"BRAZIL",868,6208698,106131
1993,"BRAZIL",179282,4410547,81676
1993,"CANADA",174004,2506350,64680
1993,"CANADA",56730,3673697,101203
1993,"BRAZIL",119787,5492611,108406
1993,"UNITED STATES",107161,2551261,70089
1993,"CANADA",157917,4502794,118494
1992,"CANADA",146345,6887133,83480
1992,"BRAZIL",19999,1746280,115139
1992,"ARGENTINA",40906,8333212,110814
1992,"CANADA",10009,3887370,55140
1992,"CANADA",20690,4261885,96641
1993,"CANADA",36670,2704025,96400
1992,"ARGENTINA",123223,1854375,74773
1992,"BRAZIL",68152,3400775,67209
1993,"PERU",69060,4402318,61743
1993,"BRAZIL",138651,2889301,101379
1993,"PERU",32040,3232033,58322
1993,"PERU",94824,2000702,109129
1993,"BRAZIL",125356,1473900,82881
1993,"PERU",87316,2877708,78198
1993,"UNITED STATES",111805,4794535,109008
1993,"ARGENTINA",95184,1662643,70750
1992,"CANADA",172311,5412892,82998
1992,"BRAZIL",175623,3709786,101917
1992,"PERU",79787,7805634,106006
1992,"PERU",129114,776171,68586
1992,"BRAZIL",13418,3163430,79884
1992,"CANADA",93643,7384519,98198
1993,"CANADA",164544,3107699,96512
1993,"PERU",66827,7082001,107629
1993,"PERU",174030,1205600,66241
1993,"PERU",82604,904362,95196
1993,"ARGENTINA",122422,5884567,86665
1993,"BRAZIL",68724,159115,101563
1993,"BRAZIL",42389,2684062,79882
1993,"ARGENTINA",118294,5432880,78737
1993,"BRAZIL",157232,2376050,77353
1993,"BRAZIL",88307,5958380,77718
1992,"UNITED STATES",173854,2380894,115671
1993,"BRAZIL",44914,7435640,111534
1992,"PERU",71861,5927469,109971
1993,"PERU",38811,2944930,104988
1993,"ARGENTINA",182868,7456186,117051
1993,"BRAZIL",40091,3470648,61865
1993,"ARGENTINA",109334,5319586,80599
1992,"CANADA",77142,936720,67148
1992,"ARGENTINA",81970,2295516,117118
1992,"ARGENTINA",191730,8134024,109303
1993,"PERU",104369,2018839,82401
1993,"CANADA",136453,5862475,89367
1993,"BRAZIL",63699,4309692,99761
1993,"BRAZIL",167936,7538784,120235
1993,"ARGENTINA",89391,1507385,82823
1992,"UNITED STATES",91088,4208412,64744
1992,"CANADA",124609,6972204,98016
1992,"UNITED STATES",69331,6241584,78019
1992,"ARGENTINA",29476,5565661,84328
1992,"UNITED STATES",144780,8061878,109486
1992,"PERU",74128,2459931,66127
1992,"CANADA",63480,3117916,86608
1992,"PERU",4679,1620094,95020
1993,"CANADA",93138,2036034,67867
1992,"CANADA",171017,2802713,65280
1993,"ARGENTINA",80125,1644418,66307
1993,"PERU",99408,1365178,84444
1992,"CANADA",6855,6624556,105711
1992,"BRAZIL",18313,2801230,73878
1993,"ARGENTINA",109122,760112,67867
1992,"CANADA",92814,2124808,108408
1993,"CANADA",70361,2218045,79881
1993,"PERU",133919,2284904,117174
1993,"BRAZIL",147376,3211122,85402
1993,"BRAZIL",6943,1598348,110996
1993,"PERU",78168,1598893,68769
1993,"ARGENTINA",710,2931492,96642
1993,"CANADA",97420,2289133,85045
1992,"BRAZIL",160901,753369,117714
1992,"ARGENTINA",49910,5654126,111594
1992,"CANADA",48819,6273957,106068
1992,"UNITED STATES",94749,7348120,104624
1993,"PERU",10199,5326330,66551
1993,"CANADA",194045,3105023,68342
1993,"PERU",167313,380965,82818
1993,"BRAZIL",36367,5755637,78201
1993,"UNITED STATES",143299,3455054,80537
1992,"ARGENTINA",80617,6230679,95856
1993,"BRAZIL",48379,976944,79642
1993,"CANADA",182862,1715366,116691
1993,"BRAZIL",14630,6016333,92677
1993,"CANADA",44614,143392,93516
1992,"UNITED STATES",76110,3149719,65166
1992,"ARGENTINA",173788,7962833,111706
1993,"CANADA",57562,3760911,91173
1993,"BRAZIL",117609,2905107,97596
1992,"ARGENTINA",22355,5339323,76641
1992,"PERU",186560,1407808,98793
1992,"UNITED STATES",9312,1607243,73278
1992,"UNITED STATES",10519,5763784,85770
1992,"UNITED STATES",123262,4071703,77115
1993,"BRAZIL",39750,4085815,101385
1992,"PERU",86782,2706233,106126
1993,"BRAZIL",116558,610925,94473
1993,"UNITED STATES",173245,5093679,79094
1992,"BRAZIL",77625,3769362,96157
1992,"ARGENTINA",58634,7485361,95557
1992,"UNITED STATES",55387,1728985,80542
1992,"ARGENTINA",141843,6804272,113090
1993,"BRAZIL",66477,2572263,86608
1993,"CANADA",185971,6450657,123418
1992,"PERU",33426,1590521,81565
1992,"BRAZIL",10515,6414795,85530
1992,"PERU",114150,4086166,69849
1993,"BRAZIL",188492,5705568,94829
1993,"UNITED STATES",161057,1471353,67083
1993,"PERU",153734,8849263,107263
1993,"BRAZIL",65381,4006826,80782
1993,"PERU",56889,5192460,110752
1992,"ARGENTINA",5028,1772738,55981
1992,"ARGENTINA",90188,3810234,70690
1993,"BRAZIL",53139,1092130,65527
1993,"ARGENTINA",145720,6850993,105943
1993,"UNITED STATES",129566,4378216,95733
1992,"ARGENTINA",139875,5572271,114892
1993,"PERU",194375,2459725,88162
1992,"CANADA",97327,3856419,79459
1992,"CANADA",137867,5609812,114291
1992,"ARGENTINA",56614,2387327,94236
1993,"ARGENTINA",27889,7300223,109012
1993,"PERU",121875,1274696,113812
1992,"ARGENTINA",22970,5111019,113578
1992,"UNITED STATES",128383,4654731,84682
1992,"ARGENTINA",20619,1045395,92376
1992,"PERU",137786,2742965,109426
1993,"CANADA",34038,1084785,58321
1993,"PERU",49421,4933512,82225
1993,"CANADA",131567,2791085,95913
1993,"BRAZIL",74125,5275776,65947
1992,"BRAZIL",135730,1477916,105943
1992,"ARGENTINA",119796,4130922,108947
1993,"CANADA",187022,1086839,66541
1993,"ARGENTINA",75077,1157277,63124
1993,"UNITED STATES",125485,3262636,90628
1993,"PERU",22498,1214518,85229
1993,"UNITED STATES",188199,5437090,77231
1993,"CANADA",163010,1815532,64380
1993,"PERU",168056,1798480,67443
1993,"UNITED STATES",109773,3519187,106966
1993,"CANADA",150722,1483766,106363
1993,"UNITED STATES",69601,1589447,94236
1993,"UNITED STATES",33936,7909803,112195
1992,"UNITED STATES",180147,3332912,73628
1992,"UNITED STATES",118666,7075572,101079
1992,"ARGENTINA",18714,6612475,97962
1992,"UNITED STATES",171930,8287990,120115
1992,"UNITED STATES",12331,1063047,74599
1993,"UNITED STATES",2878,5796731,106852
1993,"UNITED STATES",66734,3005189,102043
1992,"UNITED STATES",182780,4576850,111766
1992,"CANADA",19864,6470060,107031
1992,"BRAZIL",97663,5096565,99639
1992,"BRAZIL",15384,5140347,77962
1992,"BRAZIL",158574,1306056,97954
1993,"BRAZIL",75009,3099600,59040
1993,"CANADA",14681,5457225,95740
1992,"PERU",97901,1315937,113934
1992,"PERU",81338,5138790,79159
1992,"UNITED STATES",5839,2245596,104689
1992,"UNITED STATES",62732,3309807,101683
1992,"CANADA",120762,4973900,106965
1992,"BRAZIL",82502,3821103,89070
1993,"UNITED STATES",33314,673547,74838
1993,"UNITED STATES",136448,6902646,89066
1992,"ARGENTINA",158927,9035936,119155
1992,"CANADA",77639,6812478,96997
1992,"CANADA",67691,4329180,99521
1992,"CANADA",99795,6843534,107687
1993,"ARGENTINA",40852,2667760,107571
1992,"UNITED STATES",70169,4497403,68349
1993,"CANADA",137290,6039169,79637
1992,"PERU",115497,1125292,90749
1992,"PERU",137550,1193837,95253
1993,"CANADA",59221,1331288,70813
1993,"CANADA",116002,280968,61080
1993,"ARGENTINA",121,3995642,61267
1993,"CANADA",198957,610617,123357
1992,"UNITED STATES",168841,8250508,114590
1993,"CANADA",92485,7022462,88648
1992,"BRAZIL",181108,4652948,71346
1992,"CANADA",69762,7792920,103905
1992,"ARGENTINA",281,1913673,70876
1992,"PERU",39404,4820119,80604
1992,"PERU",66046,1190159,60722
1992,"ARGENTINA",136400,1809864,86184
1992,"BRAZIL",61517,136022,88710
1993,"BRAZIL",59617,6962309,94596
1993,"CANADA",57616,2158992,94416
1993,"CANADA",33154,3462572,65229
1993,"PERU",96239,978302,74113
1992,"PERU",158191,4497084,74951
1992,"ARGENTINA",107572,3942606,94774
1993,"UNITED STATES",11832,2856393,104629
1993,"PERU",60001,4468650,57660
1993,"CANADA",134407,4518789,86484
1993,"CANADA",151548,601427,95972
1993,"CANADA",139012,2074693,63060
1992,"PERU",178725,4646382,108223
1993,"ARGENTINA",167766,2002465,110025
1993,"ARGENTINA",112985,7012909,119878
1993,"PERU",67741,8543700,102524
1993,"ARGENTINA",8092,576051,60005
1993,"CANADA",31580,5332854,90694
1993,"PERU",148760,1611605,108525
1993,"CANADA",87467,4014309,87267
1993,"PERU",32542,2043712,88472
1992,"BRAZIL",181051,4215754,67923
1992,"PERU",146927,8704987,118435
1992,"UNITED STATES",94390,4983804,83063
1992,"CANADA",24457,3729915,82887
1992,"UNITED STATES",143996,1299473,122399
1992,"UNITED STATES",133861,5495094,113691
1993,"BRAZIL",188252,763942,80415
1992,"PERU",83922,2927493,114355
1992,"PERU",63230,1975988,71593
1993,"BRAZIL",85378,124066,81802
1993,"BRAZIL",160460,1490050,91227
1993,"BRAZIL",189750,1236312,110385
1993,"BRAZIL",4702,3374070,96402
1993,"ARGENTINA",58002,4512000,57600
1993,"BRAZIL",93992,6833791,119159
1993,"BRAZIL",123342,4845591,81920
1993,"BRAZIL",194356,5151643,87021
1993,"PERU",11208,4942387,67152
1993,"BRAZIL",172330,538494,84139
1992,"CANADA",53670,2992423,97420
1992,"BRAZIL",110241,900892,75074
1992,"ARGENTINA",111466,4822429,88647
1993,"PERU",105564,1087705,94173
1992,"PERU",113587,7282639,96034
1993,"BRAZIL",179797,720687,112607
1992,"ARGENTINA",91951,4468785,116577
1993,"BRAZIL",50699,2820969,98981
1993,"BRAZIL",131754,4971528,107145
1992,"CANADA",127636,4990890,99817
1993,"PERU",67494,1766941,87689
1993,"PERU",75021,3172323,59761
1993,"BRAZIL",186239,1888452,79513
1992,"BRAZIL",194772,7812432,112006
1992,"UNITED STATES",152909,5826843,117714
1992,"PERU",185029,1544031,66841
1992,"UNITED STATES",172763,3040018,110145
1993,"UNITED STATES",119376,3209351,83722
1993,"BRAZIL",149558,6261407,96453
1993,"PERU",52236,4691132,71293
1993,"UNITED STATES",121853,734941,112491
1993,"ARGENTINA",164876,5135542,116452
1993,"ARGENTINA",4349,5035920,75200
1992,"ARGENTINA",79462,570818,86487
1992,"UNITED STATES",112668,5542816,100839
1992,"PERU",327,2430093,73639
1993,"ARGENTINA",20532,1501916,87151
1993,"UNITED STATES",136938,7109748,118495
1992,"ARGENTINA",110521,4851855,91891
1992,"UNITED STATES",78070,2905250,62884
1993,"PERU",182810,8095548,113568
1993,"UNITED STATES",1131,3540205,61927
1993,"UNITED STATES",189163,2128672,75129
1992,"CANADA",30874,6253874,108292
1992,"UNITED STATES",153586,5508988,98374
1992,"CANADA",144726,8765064,106243
1992,"UNITED STATES",72201,3096074,70392
1993,"UNITED STATES",62343,4171866,78320
1993,"ARGENTINA",196643,6332289,104378
1993,"BRAZIL",169638,4866745,102457
1993,"UNITED STATES",46494,3213733,86429
1992,"CANADA",173291,3499403,81857
1992,"UNITED STATES",44452,5152900,83787
1992,"UNITED STATES",69933,903891,114175
1993,"CANADA",176524,1805386,96031
1992,"BRAZIL",48100,2905333,62886
1992,"UNITED STATES",10740,4483409,99044
1993,"CANADA",10180,763126,65410
1993,"BRAZIL",90202,4806950,71532
1993,"PERU",48213,107992,69672
1992,"BRAZIL",171965,814784,122217
1992,"BRAZIL",115354,2711313,82161
1993,"CANADA",115958,4222279,118437
1992,"ARGENTINA",131233,232618,75853
1993,"BRAZIL",52657,637421,96579
1993,"PERU",55132,3800606,65227
1993,"CANADA",48314,1291343,75738
1993,"CANADA",101334,486060,80119
1993,"ARGENTINA",119779,8191598,107926
1993,"CANADA",188861,7881334,116991
1992,"BRAZIL",124407,6382612,85884
1992,"BRAZIL",107350,3990609,81441
1993,"BRAZIL",97954,2752249,117117
1992,"UNITED STATES",28846,4969552,106490
1993,"UNITED STATES",117123,2120623,68407
1993,"ARGENTINA",24524,5008982,86911
1993,"BRAZIL",64235,2837378,71953
1992,"ARGENTINA",75064,1147122,62343
1992,"ARGENTINA",45806,7735948,105108
1993,"UNITED STATES",116143,435836,69548
1993,"PERU",199040,3644928,68342
1993,"ARGENTINA",49929,7433007,112735
1993,"CANADA",292,2038815,71537
1992,"ARGENTINA",195640,5109724,104138
1992,"BRAZIL",117338,6234518,81319
1992,"ARGENTINA",91530,3651672,91291
1993,"PERU",1150,684298,63069
1992,"PERU",121591,1290072,96755
1992,"CANADA",142411,837164,87204
1992,"PERU",52656,2139504,96519
1992,"CANADA",160846,6521392,114410
1992,"ARGENTINA",196462,3818227,93507
1992,"BRAZIL",161648,769338,102578
1992,"ARGENTINA",85554,5850290,92373
1992,"BRAZIL",52542,2247788,89672
1992,"PERU",69738,3142223,102463
1993,"CANADA",110086,3644466,65764
1992,"CANADA",118956,379190,118497
1992,"ARGENTINA",112953,8500767,117957
1993,"UNITED STATES",37216,3539201,69192
1992,"CANADA",98462,5914863,87627
1992,"CANADA",25130,3443944,63307
1993,"PERU",148185,5919264,73990
1992,"PERU",89811,8038815,108048
1992,"BRAZIL",119173,2288966,71530
1992,"CANADA",81957,2047531,116337
1993,"UNITED STATES",98000,635726,59880
1993,"UNITED STATES",23528,4364720,87091
1992,"PERU",31577,6870027,90514
1993,"CANADA",109036,4659788,62701
1993,"UNITED STATES",104109,1963508,66786
1993,"ARGENTINA",145270,1136393,78916
1992,"ARGENTINA",28412,2889923,80424
1992,"CANADA",120333,747038,81199
1992,"BRAZIL",100849,175734,110990
1992,"PERU",138228,1595437,75973
