"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"CANADA",1993,796480,5870699,94587
"ARGENTINA",1992,770862,947086,115969
"CANADA",1992,204928,4772897,109974
"UNITED STATES",1992,139721,7447845,105643
"ARGENTINA",1992,526270,5962750,77775
"ARGENTINA",1992,537744,2816899,106903
"CANADA",1992,257825,7541286,106968
"UNITED STATES",1993,720920,3577060,116453
"BRAZIL",1993,318503,6998854,91289
"PERU",1992,169368,5775312,86241
"BRAZIL",1992,694979,3063554,118436
"BRAZIL",1992,325688,3118879,102820
"ARGENTINA",1993,371560,7283239,97893
"CANADA",1993,797138,5257820,74106
"CANADA",1993,399442,3606946,92485
"CANADA",1993,618892,8431364,108651
"CANADA",1992,278194,5567855,70330
"ARGENTINA",1992,472133,848724,66306
"PERU",1992,726528,3575327,93269
"PERU",1992,352259,2643459,78674
"BRAZIL",1992,586075,1671912,69663
"ARGENTINA",1992,557723,5470310,106842
"ARGENTINA",1992,64910,5463487,112494
"UNITED STATES",1993,185051,2324358,68163
"UNITED STATES",1993,318571,7400991,95373
"BRAZIL",1992,451251,4181355,72133
"PERU",1992,429542,4467534,88291
"UNITED STATES",1992,68940,2084562,114536
"CANADA",1992,154390,5459794,86663
"CANADA",1992,133854,6354503,113271
"ARGENTINA",1993,515817,1759478,109967
"ARGENTINA",1992,142182,1841166,73450
"CANADA",1992,294143,334316,68227
"CANADA",1992,321453,4025221,88466
"ARGENTINA",1992,537584,7309992,97293
"BRAZIL",1992,137445,3943290,88946
"CANADA",1992,286072,4769734,63483
"BRAZIL",1992,777571,3288837,98912
"CANADA",1992,100433,2505635,86005
"BRAZIL",1993,157696,4945405,105221
"ARGENTINA",1993,794791,5849627,113145
"UNITED STATES",1993,547194,5194296,74470
"ARGENTINA",1993,684015,2797144,59938
"PERU",1992,398232,126370,79813
"PERU",1992,282804,6082233,107207
"BRAZIL",1993,786871,1566272,117470
"PERU",1992,129490,1978375,91169
"CANADA",1992,68686,913383,99280
"CANADA",1992,301081,1558180,64924
"BRAZIL",1993,606206,1214489,66730
"CANADA",1993,683404,407886,83242
"BRAZIL",1993,82752,5162616,104085
"UNITED STATES",1992,54516,4852683,88230
"BRAZIL",1993,218537,4941490,87331
"ARGENTINA",1993,425587,3339732,90753
"BRAZIL",1992,440036,1795858,58560
"CANADA",1992,15577,5212054,89554
"PERU",1992,658896,4362630,111291
"BRAZIL",1993,350519,3032274,94170
"ARGENTINA",1993,343356,1931089,83960
"UNITED STATES",1993,374814,5439744,113328
"ARGENTINA",1993,754689,5351261,104619
"CANADA",1993,48973,5220070,115318
"ARGENTINA",1992,286089,2837109,64504
"ARGENTINA",1992,577292,4436434,82156
"CANADA",1992,598235,4355597,79992
"CANADA",1992,246890,8633336,110212
"PERU",1993,131646,1962838,100658
"UNITED STATES",1993,560835,8371896,113748
"BRAZIL",1993,338556,5659022,95672
"BRAZIL",1993,725801,4201571,109606
"ARGENTINA",1993,408367,3340115,76520
"PERU",1993,212605,5026258,91055
"UNITED STATES",1993,526761,2091655,107264
"CANADA",1993,468711,7417511,100781
"PERU",1993,715958,6750806,118435
"UNITED STATES",1992,199168,5955652,76029
"UNITED STATES",1992,203148,5203093,63067
"UNITED STATES",1992,591909,396174,120052
"ARGENTINA",1993,393831,3580165,115489
"ARGENTINA",1992,742889,927288,115911
"BRAZIL",1992,207400,753056,78443
"UNITED STATES",1992,50844,682039,107690
"UNITED STATES",1992,612054,1777476,57961
"PERU",1993,735261,2099892,77773
"BRAZIL",1992,379607,5009172,101195
"ARGENTINA",1992,343203,1233728,74771
"CANADA",1993,502141,1577505,68587
"BRAZIL",1992,232583,436484,90934
"UNITED STATES",1992,367138,2744058,72307
"BRAZIL",1992,87928,7931908,114955
"UNITED STATES",1993,32671,1605273,96220
"PERU",1993,295795,483510,107446
"PERU",1992,181574,7463309,99334
"CANADA",1992,443956,2143121,113995
"CANADA",1992,463638,3094310,96096
"PERU",1992,654007,3742978,57658
"ARGENTINA",1992,672679,2611242,99098
"BRAZIL",1992,102171,2618515,70390
"PERU",1992,441617,604732,93515
"PERU",1993,294839,3774001,110029
"ARGENTINA",1993,789723,7134747,108761
"CANADA",1993,358724,164009,106962
"UNITED STATES",1992,733774,7321347,108464
"CANADA",1992,753684,6404977,104259
"PERU",1992,522111,1887727,67985
"BRAZIL",1992,50530,3695402,88831
"ARGENTINA",1993,204548,6758622,87151
"UNITED STATES",1993,485695,3633608,100840
"PERU",1993,8358,806664,75981
"ARGENTINA",1993,758734,6688563,107562
"BRAZIL",1993,239178,719451,67029
"PERU",1992,433079,4566369,60723
"BRAZIL",1992,780,764754,100846
"UNITED STATES",1992,741043,4249319,65040
"BRAZIL",1993,793906,6459580,119992
"ARGENTINA",1992,165293,1597349,81497
"UNITED STATES",1992,647919,1773536,112012
"ARGENTINA",1992,711088,3624666,65943
"CANADA",1992,780337,5244010,85038
"PERU",1992,454935,2664773,113394
"CANADA",1992,488721,1572924,102582
"CANADA",1992,579741,855738,109243
"CANADA",1992,92631,155868,97417
"BRAZIL",1992,297164,1175083,69669
"CANADA",1992,290386,3871728,82582
"CANADA",1993,359762,8015700,109305
"CANADA",1993,113412,4105180,85524
"ARGENTINA",1992,429963,359658,113576
"ARGENTINA",1992,591974,5640043,123957
"BRAZIL",1992,62822,6951873,107089
"CANADA",1992,421507,6505297,85708
"UNITED STATES",1992,260774,1665369,104085
"UNITED STATES",1992,240556,6884084,89792
"CANADA",1992,71002,1401120,58380
"ARGENTINA",1992,594377,4193347,88281
"BRAZIL",1993,670571,598117,92492
"CANADA",1993,474072,602524,62763
"UNITED STATES",1993,292481,3639470,88408
"BRAZIL",1993,777590,5763087,100053
"UNITED STATES",1992,63125,3824741,65287
"BRAZIL",1992,782154,796061,74167
"UNITED STATES",1992,159223,2192596,76933
"BRAZIL",1993,87510,4786041,89850
"UNITED STATES",1993,107030,1140733,62221
"CANADA",1992,350886,2254516,116212
"ARGENTINA",1992,697765,6229487,105763
"ARGENTINA",1992,534653,614297,101257
"CANADA",1992,111157,4047639,70089
"PERU",1992,205083,1707384,59284
"UNITED STATES",1992,667535,4462425,90150
"ARGENTINA",1992,351259,4508535,78614
"ARGENTINA",1992,753914,7208344,118072
"ARGENTINA",1992,718392,6487656,84621
"PERU",1992,8873,1197416,106912
"UNITED STATES",1992,119816,8628307,110148
"UNITED STATES",1992,348328,550524,82578
"BRAZIL",1992,562526,6790837,95310
"ARGENTINA",1993,37765,7442763,102165
"CANADA",1992,683415,3915464,83902
"BRAZIL",1992,17329,4067988,74779
"UNITED STATES",1992,164601,5456505,99936
"UNITED STATES",1992,166709,6861304,106542
"CANADA",1992,273091,1700399,63844
"PERU",1993,638765,3398941,102223
"PERU",1993,510397,6473902,84442
"UNITED STATES",1993,630379,508023,78560
"BRAZIL",1993,366722,6893688,107322
"UNITED STATES",1993,128269,3502602,77835
"CANADA",1993,87868,7349205,111351
"UNITED STATES",1993,788377,4545484,87920
"CANADA",1993,476140,2464392,66967
"ARGENTINA",1993,337729,2544062,106002
"UNITED STATES",1993,477765,5186394,104564
"CANADA",1993,193383,6643710,88582
"UNITED STATES",1992,479177,2152751,69369
"BRAZIL",1992,219625,145193,92676
"CANADA",1992,196409,5148468,90324
"PERU",1993,482642,7398519,97477
"PERU",1993,256612,3137200,94116
"BRAZIL",1993,82121,4666197,66187
"BRAZIL",1993,87976,8311521,117838
"CANADA",1993,60640,4161664,96038
"CANADA",1992,773980,616185,123237
"BRAZIL",1992,237871,4786243,108531
"ARGENTINA",1993,773944,6497670,121074
"ARGENTINA",1993,78664,1813496,98559
"CANADA",1992,259757,8497863,103004
"UNITED STATES",1992,131347,2183290,82700
"BRAZIL",1992,788519,763553,96448
"ARGENTINA",1992,632664,7745252,95797
"CANADA",1992,437957,180018,113695
"ARGENTINA",1993,731619,480318,99034
"BRAZIL",1992,256555,4830881,90692
"CANADA",1992,712098,5272785,66603
"BRAZIL",1992,287723,7318417,102642
"CANADA",1993,632351,2240676,76999
"UNITED STATES",1993,707395,549725,84141
"PERU",1992,756826,6100239,112967
"PERU",1992,586214,5064240,78011
"BRAZIL",1992,212214,828883,67572
"ARGENTINA",1992,391828,5939892,115188
"CANADA",1993,12441,2625673,81206
"PERU",1993,618304,341013,73336
"BRAZIL",1993,595045,437767,68401
"PERU",1992,244166,1305536,66609
"ARGENTINA",1993,686522,4389705,90509
"CANADA",1992,38829,6894498,106069
"CANADA",1992,586800,3566014,113206
"PERU",1992,646952,3066755,113935
"CANADA",1992,186491,5721556,94649
"UNITED STATES",1993,421437,5591215,81504
"PERU",1993,780509,6256153,95368
"UNITED STATES",1993,146416,1403913,87744
"ARGENTINA",1992,314491,2107672,90328
"UNITED STATES",1992,42978,6861704,115258
"ARGENTINA",1993,279496,3393604,88528
"ARGENTINA",1993,678893,5930052,112311
"PERU",1993,317985,6940291,120178
"UNITED STATES",1993,783525,1360782,96509
"PERU",1992,83225,1033028,72493
"PERU",1992,206783,7534684,101386
"CANADA",1993,588027,2333695,66900
"UNITED STATES",1992,797279,6193080,82574
"BRAZIL",1993,377205,2216906,76931
"UNITED STATES",1992,123578,2860404,96094
"UNITED STATES",1993,113641,4086960,99278
"BRAZIL",1992,19233,414802,69133
"CANADA",1993,719842,7372767,111708
"CANADA",1993,118673,2924897,101500
"UNITED STATES",1992,316925,2473993,116514
"BRAZIL",1993,416911,5088845,109673
"UNITED STATES",1993,609331,4948797,74418
"BRAZIL",1992,279416,6290463,83724
"CANADA",1992,9275,4476540,71056
"BRAZIL",1992,472057,2272098,61741
"UNITED STATES",1992,173072,1648900,68704
"PERU",1992,602654,5463736,93397
"BRAZIL",1992,798076,218371,70442
"UNITED STATES",1992,755744,2429608,107982
"PERU",1992,6391,2983997,77843
"PERU",1993,688406,524283,83662
"PERU",1993,183204,4451137,77232
"ARGENTINA",1992,714754,6346167,106123
"PERU",1992,91920,3693829,114715
"ARGENTINA",1993,449545,403520,89671
"BRAZIL",1992,19008,1790964,55620
"PERU",1993,524964,6165714,119336
"ARGENTINA",1993,493605,2676022,95914
"UNITED STATES",1993,790918,3085639,120532
"PERU",1992,528978,4046011,120417
"ARGENTINA",1993,700732,4773588,103962
"BRAZIL",1993,166573,6679608,98374
"ARGENTINA",1992,469717,3926614,101201
"BRAZIL",1992,231723,4586856,99282
"ARGENTINA",1993,732733,3534931,105942
"BRAZIL",1993,396337,567594,85999
"UNITED STATES",1993,624234,4044434,69492
"BRAZIL",1993,426829,5730931,105348
"UNITED STATES",1992,751803,8279693,111286
"PERU",1992,212600,1706201,90755
"CANADA",1992,579142,1077027,73267
"CANADA",1992,114523,2263229,92251
"CANADA",1993,442462,4297586,84266
"BRAZIL",1992,714424,2049705,86303
"UNITED STATES",1993,311372,5204200,83001
"CANADA",1993,404692,1580703,95800
"UNITED STATES",1993,768941,3617838,120594
"PERU",1993,200017,2336516,55020
"CANADA",1993,459613,429317,94355
"CANADA",1993,369728,1395022,107862
"CANADA",1993,269427,2792820,83784
"PERU",1992,216983,8844360,113998
"BRAZIL",1992,551304,254792,81316
"UNITED STATES",1992,151880,8989037,115912
"BRAZIL",1992,639407,2843533,80782
"ARGENTINA",1992,747372,4590145,85160
"UNITED STATES",1992,402851,7015320,105229
"ARGENTINA",1992,302067,590115,64143
"PERU",1992,28264,3510013,71535
"UNITED STATES",1992,673028,2420393,60059
"UNITED STATES",1993,760840,5945733,114048
"BRAZIL",1993,64482,6075216,86788
"BRAZIL",1992,344868,4135581,114771
"UNITED STATES",1993,348968,7938715,121017
"ARGENTINA",1993,685466,3762106,87085
"PERU",1993,612537,6058910,86970
"ARGENTINA",1992,81949,3630167,115856
"PERU",1992,511843,2338928,111289
"ARGENTINA",1992,344176,3669021,73209
"BRAZIL",1992,366738,2772049,108283
"BRAZIL",1992,75135,4066406,66607
"CANADA",1992,384186,1402267,76210
"PERU",1993,612340,1863437,75138
"BRAZIL",1993,702907,1776179,114592
"BRAZIL",1993,429434,4049327,81804
"ARGENTINA",1992,322865,6796260,113271
"UNITED STATES",1992,540316,4666993,81377
"BRAZIL",1992,578065,5372288,68582
"ARGENTINA",1992,331111,4122981,68526
"CANADA",1992,641457,1029237,83905
"UNITED STATES",1993,657614,7238697,94294
"CANADA",1993,383260,2748289,80595
"UNITED STATES",1993,389826,3661112,114948
"ARGENTINA",1993,583733,8356866,109002
"BRAZIL",1992,45240,675586,71114
"PERU",1992,459363,5653003,79340
"CANADA",1992,162733,3447801,107743
"CANADA",1992,205525,5727762,85830
"PERU",1992,207128,2556721,62106
"ARGENTINA",1992,189556,6842196,98733
"BRAZIL",1993,424426,5839129,81024
"BRAZIL",1992,327147,1526369,70447
"PERU",1992,301428,1286469,85764
"UNITED STATES",1992,671162,1346158,67987
"CANADA",1992,173184,3858285,75430
"BRAZIL",1993,628986,191495,114897
"CANADA",1992,85963,578841,116937
"ARGENTINA",1993,206530,6177036,86191
"CANADA",1993,412792,6582116,102286
"CANADA",1992,208215,1940889,67392
"CANADA",1992,254752,165553,102404
"UNITED STATES",1992,745,5108376,98744
"UNITED STATES",1992,409084,446877,59583
"ARGENTINA",1992,58122,962386,64807
"ARGENTINA",1992,471718,2798126,101381
"BRAZIL",1993,682630,5208698,96756
"BRAZIL",1993,671584,3546654,93333
"ARGENTINA",1993,634764,1153437,101923
"UNITED STATES",1992,564910,4976722,118493
"ARGENTINA",1993,488867,6840626,111350
"CANADA",1992,266894,3182104,111652
"ARGENTINA",1992,72303,5071868,76518
"ARGENTINA",1992,785992,7838065,124677
"CANADA",1992,583940,8192828,121435
"ARGENTINA",1993,425185,3956610,66609
"UNITED STATES",1993,210891,7265180,108112
"BRAZIL",1992,193629,1295410,103357
"UNITED STATES",1992,345951,6066703,119816
"UNITED STATES",1992,126607,5109900,98016
"CANADA",1993,375479,4809499,93267
"ARGENTINA",1993,3813,8240688,103008
"CANADA",1993,576033,1398461,66540
"BRAZIL",1993,392839,8789781,115909
"CANADA",1992,259581,5187099,92434
"BRAZIL",1992,373042,3345090,66901
"BRAZIL",1993,67871,3032296,110332
"CANADA",1992,263078,2935789,62463
"ARGENTINA",1993,432093,3957795,61504
"ARGENTINA",1993,409276,2903862,71115
"BRAZIL",1992,737113,3027010,69004
"ARGENTINA",1992,272653,6361129,97538
"CANADA",1993,56559,954796,90933
"BRAZIL",1992,142122,3129154,69847
"PERU",1993,113319,2941740,79938
"UNITED STATES",1993,546246,5287764,77533
"UNITED STATES",1993,748394,2982800,86541
"BRAZIL",1993,134127,4389033,69667
"UNITED STATES",1993,258931,4974269,113395
"BRAZIL",1993,441914,7533057,111353
"ARGENTINA",1993,78094,2807803,64325
"UNITED STATES",1993,670758,3120339,103723
"CANADA",1993,620151,4191292,64267
"CANADA",1993,474990,7954198,117898
"BRAZIL",1992,487974,5032401,117717
"CANADA",1993,620472,4812272,83546
"ARGENTINA",1993,271422,3379019,83604
"ARGENTINA",1992,323161,787459,71049
"ARGENTINA",1992,365370,5678284,86121
"ARGENTINA",1992,361751,1794612,108764
"ARGENTINA",1992,747655,7341697,102157
"ARGENTINA",1992,231283,4517084,72856
"CANADA",1993,582402,7421900,89062
"UNITED STATES",1993,353008,530495,63659
"ARGENTINA",1993,678368,2450320,80779
"ARGENTINA",1992,719553,7021301,94351
"CANADA",1992,624348,1968263,76338
"UNITED STATES",1992,605016,460490,55258
"CANADA",1992,760678,1279639,104318
"ARGENTINA",1992,222495,5346734,85048
"CANADA",1993,796955,2413057,123115
"UNITED STATES",1992,187416,2799349,90204
"CANADA",1992,383370,4415307,87201
"CANADA",1992,587291,1902012,82696
"CANADA",1992,669949,564159,115134
"UNITED STATES",1992,203530,2932981,86011
"UNITED STATES",1992,595740,4179934,110143
"ARGENTINA",1993,379774,3707520,111225
"BRAZIL",1992,430905,528733,110152
"BRAZIL",1993,329962,8338302,119517
"CANADA",1993,56246,3466057,72134
"ARGENTINA",1993,634999,2970562,116037
"CANADA",1993,240300,1203081,74417
"CANADA",1993,382799,8656188,112906
"CANADA",1992,79577,1302849,93394
"CANADA",1992,17675,5838728,95560
"PERU",1992,631930,8564740,111714
"CANADA",1992,74354,4165705,79701
"BRAZIL",1992,4883,1888001,107272
"UNITED STATES",1992,525014,374036,62339
"UNITED STATES",1992,130668,4246650,101919
"BRAZIL",1992,126323,1736574,80959
"ARGENTINA",1993,398592,1927261,101434
"ARGENTINA",1993,23563,4464139,89193
"ARGENTINA",1993,265252,2892162,73034
"PERU",1992,764312,4095809,82576
"UNITED STATES",1992,177318,3383626,83718
"ARGENTINA",1992,418243,4324383,69673
"ARGENTINA",1993,38017,3705438,57300
"ARGENTINA",1992,750544,4646402,95670
"ARGENTINA",1992,478098,1213806,64564
"CANADA",1992,388722,4778463,108642
"ARGENTINA",1993,675708,4364072,101020
"CANADA",1993,285552,4428115,92252
"BRAZIL",1992,142587,1482917,97774
"BRAZIL",1992,74537,284167,90691
"ARGENTINA",1993,570512,2636428,94949
"ARGENTINA",1993,733974,7324965,120476
"BRAZIL",1993,422834,4156612,105408
"CANADA",1992,85036,4798841,61261
"ARGENTINA",1992,641098,2294244,62343
"PERU",1993,510327,5616660,80238
"BRAZIL",1993,367575,1985855,98553
"UNITED STATES",1992,444616,302754,93635
"ARGENTINA",1993,590146,232390,74167
"PERU",1993,167716,4280904,107022
"ARGENTINA",1993,399155,3848955,75248
"UNITED STATES",1993,282489,2140988,88288
"ARGENTINA",1992,348709,2079347,105461
"PERU",1992,749923,1171896,118373
"PERU",1992,499206,4984624,72310
"CANADA",1992,183837,3284619,115249
"CANADA",1992,143476,571320,91168
"UNITED STATES",1992,605706,4467549,96700
"ARGENTINA",1992,93233,4083345,73573
"ARGENTINA",1992,295788,1712419,107026
"PERU",1992,150332,3856700,82939
"UNITED STATES",1992,215903,2342730,109133
"PERU",1992,666831,5177664,107868
"CANADA",1992,347894,7503424,116512
"PERU",1992,519891,4922401,114652
"BRAZIL",1993,495964,7761362,117596
"ARGENTINA",1993,352204,5426740,75371
"BRAZIL",1993,137354,1753101,83481
"BRAZIL",1993,507595,7932721,96154
"ARGENTINA",1992,606123,1779296,61745
"ARGENTINA",1992,707181,117626,71289
"BRAZIL",1992,368470,2307690,92307
"ARGENTINA",1993,413786,3263539,101985
"UNITED STATES",1993,658507,2132258,87928
"PERU",1993,310743,3535519,105223
"BRAZIL",1992,484353,3008992,80239
"CANADA",1992,198372,3746502,88222
"UNITED STATES",1992,659484,6206835,86607
"BRAZIL",1993,487183,3159432,70209
"ARGENTINA",1993,79009,2252640,59280
"ARGENTINA",1992,160573,5122875,98014
"UNITED STATES",1992,228045,4072130,58381
"PERU",1992,742228,4947390,76211
"UNITED STATES",1992,210041,3237306,57061
"ARGENTINA",1993,540751,7088083,107503
"PERU",1993,391132,5576204,73387
"BRAZIL",1993,463394,4976118,81442
"CANADA",1993,102964,4197492,118017
"PERU",1993,224437,3790193,81685
"ARGENTINA",1992,576220,738834,77772
"UNITED STATES",1993,507151,4475014,69487
"UNITED STATES",1993,472164,4724070,68168
"ARGENTINA",1992,366500,5833608,93989
"UNITED STATES",1992,706431,2370272,86244
"BRAZIL",1992,344310,4030396,81258
"PERU",1992,407970,4101442,112677
"ARGENTINA",1992,97031,3155024,61681
"PERU",1992,164834,4147044,113929
"ARGENTINA",1992,54848,5711397,108170
"ARGENTINA",1992,768996,7805548,123897
"UNITED STATES",1992,559612,819079,100295
"BRAZIL",1992,202006,726392,54479
"BRAZIL",1992,330927,8466002,117474
"CANADA",1992,204924,3621241,109734
"CANADA",1993,466550,1765240,90991
"BRAZIL",1992,733959,1793628,119575
"PERU",1992,74649,3205065,97418
"ARGENTINA",1992,82055,207410,62223
"PERU",1992,696806,1983047,108166
"PERU",1993,104727,1731720,103903
"UNITED STATES",1993,727205,4194306,73930
"UNITED STATES",1992,527927,3528594,117294
"ARGENTINA",1993,337807,3486653,110687
"PERU",1993,129919,4092711,116934
"ARGENTINA",1993,545435,5447908,88824
"BRAZIL",1992,40068,4074578,60483
"UNITED STATES",1992,609926,2518841,110153
"ARGENTINA",1993,725351,3716064,82579
"BRAZIL",1992,760702,1900158,105760
"PERU",1993,375448,6375554,91405
"CANADA",1992,695478,6418304,88406
"BRAZIL",1992,456399,268363,81322
"UNITED STATES",1992,745657,7508554,102157
"ARGENTINA",1992,272429,3398419,84084
"UNITED STATES",1992,300967,1281135,118077
"PERU",1992,132263,3730348,77715
"CANADA",1993,695544,591171,92370
"UNITED STATES",1993,290417,6485299,84444
"ARGENTINA",1993,343785,8046588,109726
"UNITED STATES",1992,465785,6759684,105045
"CANADA",1992,428680,7021800,96519
"BRAZIL",1992,327870,7314352,113871
"PERU",1992,161166,5301331,73629
"PERU",1993,278697,6786504,100540
"ARGENTINA",1993,48061,3034243,60543
"PERU",1993,424567,3664713,89492
"PERU",1993,337219,2261160,75372
"ARGENTINA",1992,643037,380240,58800
"BRAZIL",1992,24953,2045087,112677
"PERU",1992,313288,5035914,78076
"PERU",1993,258590,1189309,92914
"UNITED STATES",1993,591192,898219,76990
"BRAZIL",1993,156498,1590243,93269
"CANADA",1992,775691,3847785,105999
"UNITED STATES",1992,372099,3124441,70264
"PERU",1992,589441,4848370,91825
"UNITED STATES",1992,498465,5707416,87806
"UNITED STATES",1992,343151,1948836,71648
"BRAZIL",1993,235481,2060963,84988
"CANADA",1993,167848,8734314,114950
"CANADA",1992,125483,6664464,90508
"BRAZIL",1993,330508,4435466,92309
"UNITED STATES",1993,97809,5257788,108408
"ARGENTINA",1992,558113,526990,70265
"CANADA",1993,409820,7882698,103788
"BRAZIL",1993,307988,7395068,119758
"PERU",1993,632671,793801,96218
"BRAZIL",1993,499588,1193845,95253
"CANADA",1992,496569,1214859,93932
"CANADA",1993,157469,7102618,91587
"ARGENTINA",1993,169205,1656460,76452
