"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1992,11600,487974,5032401,117717
"CANADA",1993,564040,591897,3858407,119332
"CANADA",1993,319765,163098,2958457,69665
"CANADA",1993,257812,620472,4812272,83546
"ARGENTINA",1993,257812,271422,3379019,83604
"CANADA",1993,418354,569512,306809,94889
"UNITED STATES",1993,418354,582922,3689016,120294
"PERU",1993,180886,394469,6117779,93807
"ARGENTINA",1992,538343,323161,787459,71049
"ARGENTINA",1992,538343,365370,5678284,86121
"PERU",1993,798383,482495,2792418,88648
"CANADA",1993,725506,708965,9869650,118435
"ARGENTINA",1992,802925,361751,1794612,108764
"ARGENTINA",1992,802925,747655,7341697,102157
"ARGENTINA",1992,802925,231283,4517084,72856
"PERU",1993,538612,696578,4588209,94472
"BRAZIL",1993,538612,186022,967301,66481
"UNITED STATES",1993,538612,115984,6137938,119998
"UNITED STATES",1993,643708,17053,1765491,58203
"CANADA",1993,795736,582402,7421900,89062
"UNITED STATES",1993,795736,353008,530495,63659
"BRAZIL",1992,140555,478218,660296,71771
"BRAZIL",1992,695494,109483,579082,89548
"CANADA",1992,619138,492921,765560,114834
"ARGENTINA",1992,619138,379160,114001,74349
"ARGENTINA",1993,179716,678368,2450320,80779
"CANADA",1993,70810,58295,3383883,75197
"BRAZIL",1993,70810,223296,5190474,73156
"ARGENTINA",1993,554293,733703,3876247,104200
"UNITED STATES",1993,554293,589535,5039230,97470
"ARGENTINA",1993,573115,287854,1985503,110510
"ARGENTINA",1992,480853,511027,610344,62280
"BRAZIL",1992,480853,24766,502155,101445
"ARGENTINA",1992,159305,719553,7021301,94351
"ARGENTINA",1992,788548,359263,5652618,79335
"ARGENTINA",1993,330307,710152,4062771,69727
"PERU",1992,115210,609809,3715980,103126
"ARGENTINA",1992,166405,574756,2636251,109843
"CANADA",1992,64604,624348,1968263,76338
"UNITED STATES",1992,64604,605016,460490,55258
"PERU",1993,40888,657290,4360420,74835
"PERU",1993,40888,658023,1153644,58859
"CANADA",1992,501355,252659,3595568,96698
"UNITED STATES",1992,501355,32930,2146095,111775
"UNITED STATES",1993,586519,342346,1915895,83299
"CANADA",1993,65651,302590,5097848,95554
"CANADA",1992,839726,195566,1699775,99693
"CANADA",1992,403129,760678,1279639,104318
"UNITED STATES",1993,30866,336645,6481002,100897
"UNITED STATES",1993,30866,381074,2016734,69303
"UNITED STATES",1993,539602,51193,5214073,68651
"ARGENTINA",1992,570511,386317,1319102,84198
"ARGENTINA",1992,242848,222495,5346734,85048
"CANADA",1992,17573,175024,1428726,65941
"UNITED STATES",1992,17573,13760,3534981,100425
"UNITED STATES",1992,52420,727843,7228809,112248
"CANADA",1992,34613,347142,1312799,71347
"CANADA",1993,893741,796955,2413057,123115
"CANADA",1992,393187,434099,485542,61984
"PERU",1993,157840,532059,1620179,65461
"UNITED STATES",1992,467095,187416,2799349,90204
"CANADA",1992,615878,383370,4415307,87201
"CANADA",1992,567028,366390,4063300,87382
"ARGENTINA",1992,345064,554028,3534894,64920
"BRAZIL",1992,113774,644917,2541466,111712
"ARGENTINA",1992,102868,279163,3580640,68529
"BRAZIL",1992,102868,677605,1395826,94954
"ARGENTINA",1992,102868,490476,6035908,87987
"CANADA",1993,887891,78790,482879,106127
"ARGENTINA",1993,156109,547320,519574,82038
"ARGENTINA",1993,236374,85151,1526985,68169
"ARGENTINA",1993,236374,312545,6385873,93451
"ARGENTINA",1993,389539,43840,6270197,107030
"BRAZIL",1992,679870,618770,1443872,101324
"PERU",1993,34312,259556,1930797,90932
"CANADA",1992,772780,587291,1902012,82696
"CANADA",1992,772780,669949,564159,115134
"ARGENTINA",1992,382909,10346,2570471,75380
"UNITED STATES",1992,2020,203530,2932981,86011
"UNITED STATES",1992,54209,699731,1017651,103842
"UNITED STATES",1992,54209,281848,4713642,109789
"BRAZIL",1993,409754,604922,2521108,109613
"UNITED STATES",1992,195559,587585,6422630,100353
"PERU",1993,187427,759658,322912,103057
"UNITED STATES",1992,717125,595740,4179934,110143
"UNITED STATES",1992,822823,176647,1744323,103418
"ARGENTINA",1992,822823,40113,1123668,63186
"UNITED STATES",1992,798730,95661,150756,99399
"BRAZIL",1992,167629,65942,1888860,114476
"CANADA",1993,785398,232781,3324713,102826
"CANADA",1993,785398,51626,3483384,94657
"ARGENTINA",1993,785398,461700,7653698,99700
"BRAZIL",1992,93169,78810,5259101,107328
"ARGENTINA",1993,783070,379774,3707520,111225
"PERU",1992,38684,274129,5184617,66186
"CANADA",1992,38684,78485,3862123,87808
"CANADA",1992,38684,685233,2913934,73092
"PERU",1993,537424,725707,1594056,103960
"UNITED STATES",1993,76126,547493,2661932,92428
"PERU",1993,856718,784322,540015,84377
"PERU",1993,856718,3951,7497707,111297
"CANADA",1993,856718,1610,4938429,90696
"BRAZIL",1993,659008,89737,2921627,103603
"PERU",1992,507676,329480,6526948,90568
"BRAZIL",1992,829708,300340,2730252,80419
"CANADA",1992,829708,599447,726817,92785
"UNITED STATES",1992,767429,378371,1124703,86961
"CANADA",1992,767429,698803,8039497,108106
"ARGENTINA",1992,546836,325040,2609323,63901
"UNITED STATES",1993,91291,637887,5605939,109491
"PERU",1992,663722,772319,1239630,83476
"CANADA",1992,782518,705625,6457136,97835
"ARGENTINA",1992,782518,225103,1063045,61685
"BRAZIL",1992,782518,627898,8230976,109551
"ARGENTINA",1992,782518,275277,116460,75135
"CANADA",1993,550799,101745,4558991,104804
"CANADA",1993,550799,412972,1907569,113097
"CANADA",1993,550799,786853,2917489,116389
"UNITED STATES",1993,550799,631274,4167719,72314
"PERU",1992,775957,637174,3884545,66668
"UNITED STATES",1992,635861,222700,5338650,97361
"UNITED STATES",1992,635861,512726,7678099,104322
"BRAZIL",1992,672799,430905,528733,110152
"BRAZIL",1993,111067,329962,8338302,119517
"CANADA",1993,111067,56246,3466057,72134
"ARGENTINA",1993,111067,634999,2970562,116037
"PERU",1993,74383,574535,5939091,96570
"BRAZIL",1993,74383,202023,3296735,55500
"CANADA",1993,382208,259388,3840004,80842
"BRAZIL",1993,692197,250392,3176071,80542
"ARGENTINA",1992,732712,353543,6825165,95791
"CANADA",1992,732712,324168,2980375,71529
"PERU",1992,732712,278838,7478031,109009
"UNITED STATES",1993,739298,778286,3369697,81855
"CANADA",1993,37943,330933,5182784,117835
"ARGENTINA",1993,836560,189320,4883293,84559
"CANADA",1993,737185,787802,5565372,113386
"PERU",1993,737185,644219,232636,69790
"CANADA",1993,230065,240300,1203081,74417
"CANADA",1993,230065,382799,8656188,112906
"BRAZIL",1993,316847,281677,6404086,99519
"UNITED STATES",1992,177106,594954,2286605,122935
"CANADA",1992,509464,79577,1302849,93394
"PERU",1992,859897,184966,4922304,123057
"ARGENTINA",1992,859897,552794,6315953,110806
"CANADA",1992,253912,468335,3704007,78198
"UNITED STATES",1993,694181,5232,3529961,68233
"UNITED STATES",1993,354778,471079,4250602,63003
"ARGENTINA",1992,625165,30711,2462565,98502
"ARGENTINA",1992,625165,143631,7309759,100477
"ARGENTINA",1992,134788,56047,4718300,60182
"BRAZIL",1993,464627,111213,2027291,73452
"CANADA",1992,420280,17675,5838728,95560
"UNITED STATES",1993,425116,675275,3071839,75014
"ARGENTINA",1993,717085,528237,1842145,75912
"ARGENTINA",1992,436933,110951,4806777,117717
"PERU",1992,388718,631930,8564740,111714
"PERU",1993,77920,497421,774446,85104
"UNITED STATES",1993,77920,245833,3927634,106729
"CANADA",1993,300848,239710,6809961,98982
"PERU",1992,146341,353364,841905,85041
"UNITED STATES",1993,728770,404305,2225075,72556
"BRAZIL",1992,290951,650122,3055456,64325
"CANADA",1992,561055,74354,4165705,79701
"BRAZIL",1992,561055,4883,1888001,107272
"BRAZIL",1993,41890,559246,4215860,78313
"PERU",1992,309187,658298,596723,75375
"BRAZIL",1992,309187,251789,1169797,104446
"BRAZIL",1992,859049,607323,2435974,73817
"UNITED STATES",1993,583219,559373,2085501,85941
"PERU",1993,583219,485190,3422095,70510
"PERU",1993,208163,81471,2511320,87148
"CANADA",1993,208163,712176,2304991,71288
"BRAZIL",1993,673568,437990,5479290,115678
"UNITED STATES",1993,673568,777462,2661674,92365
"ARGENTINA",1993,213049,773340,4757201,84798
"ARGENTINA",1993,213049,714840,6143130,111288
"CANADA",1992,609073,261410,4367909,82284
"UNITED STATES",1992,609073,737388,2572756,85521
"UNITED STATES",1992,73114,525014,374036,62339
"BRAZIL",1993,858979,323591,303541,96874
"PERU",1992,705742,426985,2410981,114717
"UNITED STATES",1992,705742,328372,2716698,84021
"ARGENTINA",1992,705742,547734,7133966,106902
"BRAZIL",1993,733313,772613,2191254,101134
"UNITED STATES",1992,757600,130668,4246650,101919
"BRAZIL",1992,757600,126323,1736574,80959
"UNITED STATES",1992,309331,707406,525773,84802
"ARGENTINA",1992,309331,357424,853292,88884
"UNITED STATES",1992,309331,502155,2244832,69427
"ARGENTINA",1993,187282,781939,4243890,121254
"CANADA",1993,187282,445109,3756741,63244
"BRAZIL",1993,187282,135041,1962696,64562
"UNITED STATES",1993,187282,18197,4435110,66911
"BRAZIL",1992,57835,440583,146261,91413
"UNITED STATES",1993,773920,767852,345567,115189
"PERU",1992,114844,461830,3193005,107508
"BRAZIL",1992,881047,548157,2386157,72307
"ARGENTINA",1992,881047,71150,1122271,67269
"UNITED STATES",1992,568880,621909,5858784,109852
"PERU",1993,566554,651705,3976008,99400
"ARGENTINA",1993,217718,394261,1207527,81315
"PERU",1992,680842,545898,6025997,116632
"CANADA",1992,680842,1714,7593837,96942
"UNITED STATES",1992,655421,85351,4329774,80181
"PERU",1992,655421,81905,8691061,113214
"BRAZIL",1992,655421,564061,313886,67502
"BRAZIL",1992,655421,167112,2947775,70746
"ARGENTINA",1993,550847,398592,1927261,101434
"ARGENTINA",1993,550847,23563,4464139,89193
"PERU",1993,677425,18525,4243948,86611
"CANADA",1992,222058,452620,4315214,94356
"ARGENTINA",1993,567814,265252,2892162,73034
"UNITED STATES",1993,304057,222734,2046049,99403
"PERU",1992,818822,764312,4095809,82576
"UNITED STATES",1992,818822,177318,3383626,83718
"ARGENTINA",1992,332936,294445,3949795,86365
"CANADA",1992,332936,731092,3703851,67383
"UNITED STATES",1992,332936,783903,2753801,119212
"CANADA",1993,265891,155316,3743676,82278
"UNITED STATES",1993,265891,379085,5247627,69844
"UNITED STATES",1992,875527,768473,3297140,92486
"CANADA",1992,531310,377405,1869293,88943
"ARGENTINA",1992,280790,418243,4324383,69673
"BRAZIL",1992,357547,607743,1706834,99042
"PERU",1992,62161,445011,477995,57359
"ARGENTINA",1993,685700,38017,3705438,57300
"UNITED STATES",1993,455891,600248,4436683,68892
"UNITED STATES",1993,455891,353516,5424192,94170
"ARGENTINA",1993,443683,387,1077537,77242
"ARGENTINA",1992,155102,212310,1741777,73338
"BRAZIL",1992,520985,452397,4841539,80962
"UNITED STATES",1993,796162,602315,2687754,73036
"CANADA",1993,796162,692296,4313094,77295
"PERU",1993,578863,550145,2778654,71707
"ARGENTINA",1992,221023,649619,3843021,94114
"ARGENTINA",1992,221023,226281,3431061,72436
"PERU",1993,332917,627763,6424774,101443
"ARGENTINA",1993,52615,177160,969933,74229
"CANADA",1993,229186,86408,1217311,83664
"CANADA",1993,229186,257280,920528,74236
"CANADA",1993,18770,172340,949092,84740
"ARGENTINA",1992,661366,750544,4646402,95670
"ARGENTINA",1992,661366,478098,1213806,64564
"CANADA",1993,553174,254621,1159648,94536
"BRAZIL",1993,319699,280634,6684526,96877
"BRAZIL",1993,319699,78386,1614061,81862
"ARGENTINA",1993,158419,429119,3249079,62885
"BRAZIL",1993,330583,143427,3387847,88225
"CANADA",1992,564943,388722,4778463,108642
"PERU",1992,883378,660933,3833253,113634
"CANADA",1992,883378,723273,1796588,77774
"BRAZIL",1992,883378,407660,6414782,94058
"UNITED STATES",1992,543536,434570,2353116,90273
"CANADA",1993,829796,731473,1805328,90266
"ARGENTINA",1993,521597,675708,4364072,101020
"CANADA",1993,521597,285552,4428115,92252
"CANADA",1992,671125,745921,7499751,118013
"PERU",1992,671125,681401,1206809,82942
"ARGENTINA",1992,671125,296116,3930161,66726
"CANADA",1993,136603,703958,3688409,117715
"BRAZIL",1992,32939,142587,1482917,97774
"BRAZIL",1993,254947,355074,3926870,67743
"BRAZIL",1992,866485,74537,284167,90691
"BRAZIL",1992,213329,390996,206611,125218
"UNITED STATES",1993,457457,520974,6383840,119697
"UNITED STATES",1993,457457,9543,2345852,87152
"BRAZIL",1993,457457,386581,3962146,100054
"PERU",1993,457457,637244,5218585,70872
"ARGENTINA",1993,53534,570512,2636428,94949
"UNITED STATES",1992,717244,215391,2972014,78382
"PERU",1992,717244,67279,2751764,74776
"PERU",1992,830537,197357,2434581,87261
"CANADA",1992,802225,406970,900936,112617
"BRAZIL",1992,315337,513012,2306227,61499
"ARGENTINA",1993,739996,410910,5644759,109253
"UNITED STATES",1993,739996,554286,609818,80415
"ARGENTINA",1992,91396,260250,2973559,72614
"PERU",1992,91396,417093,909063,60604
"BRAZIL",1992,676517,765802,4929045,112066
"ARGENTINA",1992,676517,428437,2889207,81924
"ARGENTINA",1993,28156,733974,7324965,120476
"BRAZIL",1993,28156,422834,4156612,105408
"BRAZIL",1992,703264,338704,6190034,104561
"CANADA",1993,45025,454585,6373778,92373
"CANADA",1993,45025,203878,4590071,106911
"UNITED STATES",1993,45025,163642,2507290,102338
"PERU",1992,703243,109573,3837732,94954
"BRAZIL",1992,703243,145431,3866770,88585
"CANADA",1992,603601,85036,4798841,61261
"ARGENTINA",1992,603601,641098,2294244,62343
"UNITED STATES",1993,397444,488930,7215101,115134
"BRAZIL",1993,397444,446059,1640208,60301
"PERU",1993,14894,510327,5616660,80238
"PERU",1992,113225,225867,7987146,107571
"BRAZIL",1993,211391,367575,1985855,98553
"ARGENTINA",1992,435916,779566,7404885,98731
"CANADA",1993,86431,729439,4070404,88104
"ARGENTINA",1992,142798,212441,4201046,81205
"UNITED STATES",1993,439394,135199,3751937,74051
"UNITED STATES",1992,180433,468785,7330716,105225
"CANADA",1992,180433,457663,311162,97238
"ARGENTINA",1993,424903,695570,4494665,93932
"ARGENTINA",1993,739870,559347,5611216,84379
"PERU",1993,739870,136907,6096070,116634
"BRAZIL",1993,564364,255555,4495367,90632
"CANADA",1993,564364,699660,6708224,99577
"CANADA",1992,577136,282368,1890490,81021
"UNITED STATES",1992,577136,148051,3624666,65943
"ARGENTINA",1992,657388,307311,783070,79098
"PERU",1992,657388,174451,6864525,91527
"UNITED STATES",1992,657388,703088,3561187,65463
"PERU",1992,857929,383224,3525545,78432
"PERU",1993,281416,775898,2040971,118431
"UNITED STATES",1992,869278,444616,302754,93635
"CANADA",1993,546574,87018,3967779,60300
"PERU",1992,820648,663263,2074781,73573
"UNITED STATES",1993,232033,649088,1812763,62223
"CANADA",1993,232033,167622,669089,101377
"ARGENTINA",1992,52186,413952,6903941,111955
"BRAZIL",1992,52186,666380,511613,80781
"ARGENTINA",1992,52186,634330,587899,75858
"BRAZIL",1993,732659,614770,4592601,101084
"UNITED STATES",1992,294181,172481,2827333,93208
"ARGENTINA",1993,168034,316387,4266244,84202
"PERU",1992,110587,496478,4342255,88467
"CANADA",1992,110587,723467,840602,89425
"CANADA",1993,128912,705006,1961281,60658
"UNITED STATES",1992,827578,489525,2671578,90870
"ARGENTINA",1992,827578,29071,4278299,60004
"CANADA",1992,223439,679721,5654794,102041
"ARGENTINA",1993,775750,590146,232390,74167
"PERU",1993,775750,167716,4280904,107022
"ARGENTINA",1993,775750,399155,3848955,75248
"ARGENTINA",1992,615430,593841,1602030,116089
"ARGENTINA",1992,615430,671315,936411,77176
"UNITED STATES",1993,265967,597117,5181736,72845
"ARGENTINA",1993,707362,717033,498750,63000
"CANADA",1992,282512,189492,7361835,94889
"CANADA",1992,282512,738934,7007740,118374
"PERU",1992,617395,267632,5504292,95977
"UNITED STATES",1992,493588,294723,4064101,103062
"PERU",1992,135644,206217,4670265,67392
"CANADA",1993,56743,666058,4051023,61441
"UNITED STATES",1993,56743,23347,914644,76220
"BRAZIL",1993,56743,594983,2805246,124677
"PERU",1993,552281,139719,5860021,105522
"BRAZIL",1992,446476,470092,2271767,63724
"ARGENTINA",1993,33923,118902,3011971,115254
"BRAZIL",1993,394372,116858,1687365,112491
"PERU",1993,394372,18500,6536448,85110
"UNITED STATES",1993,554551,703138,3834096,68466
"BRAZIL",1993,554551,452619,7084727,94295
"ARGENTINA",1992,805183,787398,3746077,89121
"UNITED STATES",1993,807904,282489,2140988,88288
"CANADA",1992,794462,9312,4616551,73278
"BRAZIL",1992,794462,17967,3155423,113097
"CANADA",1992,794462,370603,311287,100415
"ARGENTINA",1993,521072,487391,2282580,82702
"ARGENTINA",1993,521072,226116,3676528,62526
"UNITED STATES",1993,521072,322231,1015108,75193
"PERU",1992,419620,127788,2905248,108946
"ARGENTINA",1993,797776,543534,5598582,94650
"BRAZIL",1993,795706,541329,4565839,82218
"CANADA",1992,134341,267959,9249312,115616
"ARGENTINA",1992,376015,348709,2079347,105461
"PERU",1992,376015,749923,1171896,118373
"ARGENTINA",1992,502090,120852,4869410,112371
"CANADA",1992,502090,748488,2108009,92187
"BRAZIL",1992,836557,555911,9441072,118013
"ARGENTINA",1992,124079,769025,4266561,65639
"PERU",1992,450916,499206,4984624,72310
"CANADA",1992,450916,183837,3284619,115249
"CANADA",1992,450916,143476,571320,91168
"UNITED STATES",1993,420692,680801,4810779,106906
"UNITED STATES",1992,156523,304324,5260107,79698
"BRAZIL",1993,746284,186310,254128,83778
"ARGENTINA",1993,151666,145456,2852755,90087
"UNITED STATES",1992,127261,605706,4467549,96700
"ARGENTINA",1992,127261,93233,4083345,73573
"BRAZIL",1992,223918,237706,7087591,98621
"ARGENTINA",1992,586723,84538,6234760,91351
"UNITED STATES",1992,497090,559470,1376505,91767
"PERU",1992,497090,714208,568309,73330
"BRAZIL",1992,497090,672775,6679862,104864
"ARGENTINA",1993,789166,450959,1054281,114595
"PERU",1993,340421,162344,3683204,84380
"ARGENTINA",1992,306448,1250,2859705,69075
"ARGENTINA",1992,754550,232253,5459215,71114
"CANADA",1992,754550,288305,5338701,77597
"UNITED STATES",1993,487792,366757,7966096,109424
"CANADA",1993,756442,338671,5470912,102579
"UNITED STATES",1993,756442,180211,3642503,77472
"CANADA",1993,697262,95966,5518993,117717
"ARGENTINA",1992,577568,295788,1712419,107026
"CANADA",1992,665557,710849,1556660,111588
"PERU",1993,517342,185800,8685994,113148
"BRAZIL",1993,535273,607662,6262823,94177
"BRAZIL",1993,535273,163521,5569587,95071
"ARGENTINA",1993,535273,284795,6453482,106786
"ARGENTINA",1993,535273,649125,4785070,64445
"PERU",1992,153220,150332,3856700,82939
"UNITED STATES",1992,153220,215903,2342730,109133
"PERU",1992,153220,666831,5177664,107868
"CANADA",1992,153220,347894,7503424,116512
"UNITED STATES",1993,335903,197971,6753118,124138
"PERU",1993,781177,36108,595137,62646
"PERU",1993,547391,518933,4309817,117114
"CANADA",1992,856129,204490,138053,83668
"PERU",1992,647090,519891,4922401,114652
"BRAZIL",1993,695836,495964,7761362,117596
"ARGENTINA",1993,695836,352204,5426740,75371
"CANADA",1992,266074,325275,1401680,78015
"UNITED STATES",1992,266074,376643,1454806,103177
"BRAZIL",1993,703625,138486,1207388,91468
"ARGENTINA",1993,703625,87419,2455591,84384
"CANADA",1992,717137,436410,6597311,80783
"BRAZIL",1993,478031,137354,1753101,83481
"BRAZIL",1993,478031,507595,7932721,96154
"ARGENTINA",1992,472723,606123,1779296,61745
"ARGENTINA",1992,472723,707181,117626,71289
"BRAZIL",1993,667414,509635,5659103,98676
"BRAZIL",1992,231751,745661,4969706,102397
"PERU",1992,231751,309535,5428987,92671
"UNITED STATES",1992,422854,330604,4707619,98075
"ARGENTINA",1992,422854,444689,3381676,98019
"CANADA",1993,480769,393685,3379473,106720
"CANADA",1993,480769,492197,1631541,71350
"PERU",1993,480769,394424,446412,91104
"CANADA",1992,226396,112081,3567813,65584
"BRAZIL",1992,215912,432766,4532238,101924
"PERU",1993,856510,92817,358342,108588
"PERU",1993,279439,483141,2349410,67447
