"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"IRAQ",199202,91729,220378,5270043,77901
"IRAN",199208,202807,179696,4219039,106541
"IRAQ",199211,47443,435014,1597150,56939
"IRAQ",199206,203378,220232,2737674,69133
"EGYPT",199206,203378,176502,4688145,94710
"JORDAN",199206,80251,306302,2093264,78497
"SAUDI ARABIA",199205,258697,370235,1534938,78313
"IRAN",199208,144151,81656,7369425,98259
"IRAN",199204,244924,198211,6030221,78552
"IRAN",199204,244924,74148,2110745,67328
"IRAQ",199211,5635,516821,1637479,110268
"SAUDI ARABIA",199211,160312,40487,5652820,85648
"SAUDI ARABIA",199203,90826,441656,958578,95857
"SAUDI ARABIA",199206,178141,111786,1585641,107866
"JORDAN",199205,80357,211130,2550744,62467
"IRAN",199206,37189,296000,3253899,59759
"JORDAN",199206,205582,201043,3776120,56641
"SAUDI ARABIA",199209,19903,99875,5382751,112492
"IRAQ",199201,126817,298761,6097533,105585
"IRAQ",199209,128974,228107,3043164,62105
"JORDAN",199203,271723,265034,2868186,59941
"IRAN",199212,218296,351963,2820930,120897
"EGYPT",199212,218296,472186,1475495,69489
"IRAN",199204,295612,257324,2306358,76878
"SAUDI ARABIA",199205,254416,478513,1181260,89489
"IRAN",199207,121756,310759,3893428,106184
"JORDAN",199203,29192,279030,4153126,60541
"IRAQ",199208,19612,208018,3176180,55560
"EGYPT",199207,48817,78866,8486356,110691
"EGYPT",199207,7577,281069,630030,63003
"IRAQ",199208,180035,253794,174778,104866
"JORDAN",199210,15416,359330,5501707,83359
"JORDAN",199201,210683,324533,4163250,93451
"EGYPT",199203,237250,40773,2399278,102826
"EGYPT",199204,34673,41413,4512894,81264
"SAUDI ARABIA",199208,220552,252573,6877224,91533
"IRAQ",199207,295661,191615,6188167,102396
"SAUDI ARABIA",199207,82537,249108,3767468,63425
"IRAQ",199202,144368,38408,134640,80784
"IRAN",199206,168799,437719,5682446,99401
"IRAQ",199208,28039,329109,5353575,68285
"IRAQ",199205,89519,555499,777235,93268
"IRAQ",199205,89519,537034,2099179,64260
"EGYPT",199210,185374,153895,6559963,116933
"EGYPT",199211,106789,97134,223963,67867
"IRAQ",199209,71335,355083,225337,68284
"IRAQ",199203,247634,470715,2169483,101141
"JORDAN",199203,120529,193174,5575548,76030
"EGYPT",199205,128038,541089,2990138,67803
"IRAQ",199206,186787,105147,5360907,69128
"IRAN",199210,293893,321393,6081834,84862
"SAUDI ARABIA",199211,130276,561268,4737411,79754
"IRAQ",199207,83311,513490,1915420,90208
"EGYPT",199212,37039,371527,1266019,95910
"JORDAN",199204,243845,9434,398998,80605
"EGYPT",199202,262915,208052,2376099,57602
"IRAN",199203,86879,170329,6576804,83959
"EGYPT",199203,86879,50861,8789332,108711
"EGYPT",199207,223324,583627,6671340,102636
"EGYPT",199210,120136,145468,5191167,90807
"SAUDI ARABIA",199207,159293,399555,2481810,99272
"JORDAN",199208,41569,399288,1631429,83236
"IRAN",199208,41569,577487,2632986,93867
"IRAQ",199211,120161,124419,7072709,86604
"EGYPT",199208,239537,181289,406973,82216
"EGYPT",199208,11608,112008,1428000,61200
"JORDAN",199207,177974,232215,3147916,68832
"SAUDI ARABIA",199206,192635,198499,1423363,95849
"JORDAN",199207,134591,207808,5044422,102947
"EGYPT",199207,255268,566286,4770773,81135
"IRAQ",199206,199481,555178,986520,73989
"IRAQ",199206,221986,469159,4753939,67687
"JORDAN",199209,217639,370643,4284075,102817
"SAUDI ARABIA",199204,41831,78762,8017940,104445
"EGYPT",199205,11788,100618,5287998,97116
"IRAQ",199203,280816,192021,3966803,66781
"SAUDI ARABIA",199202,101177,236282,1567913,73096
"IRAQ",199207,233488,89263,500904,75135
"IRAQ",199212,213473,359455,7420756,90866
"IRAQ",199208,22042,159679,7824015,104320
"IRAQ",199208,278632,344956,990465,120056
"EGYPT",199201,152473,35496,1823718,85889
"SAUDI ARABIA",199209,179677,498512,4984617,90629
"JORDAN",199205,268826,235336,3020656,76279
"IRAQ",199205,80498,70386,949466,81382
"IRAN",199212,21337,74045,499329,61142
"EGYPT",199211,274492,268409,6818080,82643
"IRAQ",199207,268762,597293,6539830,83416
"JORDAN",199207,268762,537892,6808581,115792
"EGYPT",199202,245776,300273,5672373,76395
"JORDAN",199203,60640,372721,4617009,107622
"JORDAN",199201,67717,29716,4236057,98742
"EGYPT",199206,101285,486122,542969,66486
"IRAN",199206,101285,404822,863400,103608
"IRAQ",199201,17323,160278,2491858,80296
"EGYPT",199205,65662,228227,1143657,69312
"IRAQ",199205,65662,360043,1091999,66181
"JORDAN",199203,288583,328057,4991184,65102
"IRAQ",199203,265672,278332,1037773,78619
"SAUDI ARABIA",199209,232385,433246,4160288,70753
"JORDAN",199204,54887,47075,2226068,61324
"JORDAN",199202,22246,270616,317320,95196
"EGYPT",199207,291205,210737,988632,98863
"IRAN",199205,244384,575534,4780244,96570
"SAUDI ARABIA",199210,94277,164043,759429,66422
"IRAQ",199212,66655,222146,4291746,64087
"IRAN",199212,66655,265976,5767621,116517
"IRAN",199208,11059,486127,3054346,66786
"EGYPT",199208,11059,162791,2569352,111227
"IRAQ",199203,195268,219923,2371825,110574
"IRAQ",199203,221257,482220,3451516,72132
"IRAN",199201,153104,433717,3558887,99041
"JORDAN",199205,230261,236788,4656879,103486
"IRAN",199204,65827,562867,8877264,115790
"IRAQ",199212,255589,456507,2438157,87808
"IRAN",199209,69430,402824,1709532,103608
"SAUDI ARABIA",199209,69430,398845,583149,116629
"SAUDI ARABIA",199212,228565,241603,5504918,92675
"IRAN",199205,135043,69411,1217521,82824
"IRAN",199201,171290,394663,3961743,105459
"IRAQ",199201,270178,29760,844880,101385
"SAUDI ARABIA",199210,119060,342482,2240970,91468
"IRAQ",199210,119060,137862,9309314,113991
"IRAN",199201,10315,506742,2227869,104923
"EGYPT",199201,10315,72435,1125944,84445
"EGYPT",199204,94384,348835,3543465,113029
"SAUDI ARABIA",199204,94384,315582,4270304,95854
"SAUDI ARABIA",199204,44051,293388,2301362,82882
"IRAN",199210,36472,450191,1342015,68470
"JORDAN",199201,269317,541409,5801520,87022
"JORDAN",199212,143251,421779,680300,102045
"IRAQ",199211,263353,241753,3355585,101684
"IRAN",199211,263353,526470,4296307,89787
"JORDAN",199202,4370,402152,4638172,63247
"IRAN",199201,213811,41206,1124256,68832
"IRAN",199205,269332,553318,5023035,82277
"SAUDI ARABIA",199204,164102,436926,7377084,111774
"EGYPT",199204,87806,54726,1647105,100843
"JORDAN",199206,221245,336420,2018584,87384
"SAUDI ARABIA",199205,140441,222453,3851232,82526
"IRAN",199209,223624,13227,4966798,68413
"JORDAN",199210,58199,427104,2268376,61864
"IRAQ",199201,232609,542928,2146310,118254
"EGYPT",199201,44309,404934,5643614,110334
"SAUDI ARABIA",199201,115525,62558,5870843,91233
"SAUDI ARABIA",199207,253543,54577,900563,91894
"IRAN",199210,94792,364959,5156999,121436
"IRAQ",199206,40153,353158,5222435,72668
"IRAN",199205,218938,319844,5591490,111829
"IRAN",199205,218938,429700,7905577,97780
"JORDAN",199211,37111,463890,6859319,111232
"JORDAN",199205,124984,520526,2908966,92790
"SAUDI ARABIA",199203,227974,388892,3565584,118852
"IRAN",199207,231298,158026,3035256,65041
"SAUDI ARABIA",199203,160393,518775,5022500,107625
"SAUDI ARABIA",199202,140260,20099,2320467,61145
"EGYPT",199205,206090,599136,5446835,74106
"EGYPT",199208,278557,584176,1605431,75609
"IRAQ",199202,58978,361577,2130128,98313
"JORDAN",199203,253087,240797,340604,104266
"JORDAN",199208,66469,77208,1161496,71112
"SAUDI ARABIA",199204,25886,391680,3472473,106300
"EGYPT",199206,104210,327954,9323045,118916
"JORDAN",199209,86806,450210,3445764,69611
"IRAQ",199205,9007,471852,6319570,109429
"IRAN",199205,9007,512055,853624,64021
"EGYPT",199204,169351,287543,3599806,91831
"JORDAN",199211,169166,584117,1902526,72065
"SAUDI ARABIA",199205,96959,44047,1471694,59462
"SAUDI ARABIA",199207,35767,264361,131209,79521
"JORDAN",199211,136669,572669,4482981,104498
"JORDAN",199204,166618,293915,7857032,114534
"JORDAN",199205,269786,295017,2327600,60720
"SAUDI ARABIA",199205,274475,47697,4769601,98681
"JORDAN",199208,15589,245006,3106884,57059
"IRAN",199211,125176,206783,1324779,101386
"IRAN",199204,263350,29249,5542440,70694
"JORDAN",199207,265039,276746,2870068,103363
"JORDAN",199212,115978,69069,4671270,62283
"SAUDI ARABIA",199202,155332,431510,5137470,86489
"IRAN",199205,275192,227437,5730564,81865
"IRAN",199207,94591,182453,2763810,92127
"IRAN",199212,76451,89797,2299598,107207
"IRAN",199206,253270,399034,4305476,67981
"EGYPT",199202,66644,494792,4109571,107206
"JORDAN",199212,290605,542703,5132299,104740
"JORDAN",199212,290605,394993,8143122,125278
"IRAQ",199207,260725,3303,1809450,72378
"IRAN",199203,157897,174618,4021641,101556
"EGYPT",199203,131426,112373,6372702,83122
"IRAQ",199207,40313,199062,1264394,69663
"EGYPT",199204,242599,172117,2447188,71346
"EGYPT",199209,213511,521825,7017840,110808
"IRAN",199204,66902,362747,1809730,108583
"JORDAN",199210,75385,180645,6257170,103538
"JORDAN",199211,27040,250377,650406,79641
"IRAQ",199212,227377,185952,399438,122277
"JORDAN",199205,98869,238448,2745131,83185
"EGYPT",199205,98869,245787,6962269,103966
"SAUDI ARABIA",199210,74819,491282,2994707,76395
"IRAQ",199206,271069,265279,5609124,74655
"EGYPT",199205,132520,228457,5212025,83126
"EGYPT",199211,6458,17514,6874111,85890
"JORDAN",199208,272258,363773,4959252,110205
"EGYPT",199207,74093,360653,7634266,102818
"EGYPT",199210,186169,591719,8340038,108641
"IRAQ",199202,286754,530411,4138230,86483
"JORDAN",199202,286754,403156,3944200,63547
"EGYPT",199202,286754,526526,4812750,93150
"IRAN",199205,122429,526918,4764980,116693
"IRAN",199201,294208,40051,4856145,59463
"IRAQ",199201,239780,138566,1111960,96273
"JORDAN",199206,285793,99099,1087109,65885
"IRAN",199210,196066,233403,4321885,80183
"SAUDI ARABIA",199211,63212,357128,5807039,71106
"EGYPT",199206,95635,265559,452788,91472
"SAUDI ARABIA",199204,192724,201441,4161533,80545
"EGYPT",199204,136798,473726,666282,101982
"SAUDI ARABIA",199203,276233,586808,9473900,113686
"IRAN",199203,276233,581487,310555,94107
"EGYPT",199206,23432,337616,6158006,99216
"IRAN",199207,133373,1452,5438162,81207
"IRAN",199207,133373,7824,1714501,103909
"IRAQ",199202,68440,355188,1989072,74590
"SAUDI ARABIA",199208,258361,118748,519421,106004
"JORDAN",199204,26783,288398,5545520,83182
"JORDAN",199201,57299,455010,4245956,57899
"JORDAN",199205,241417,400057,1031678,57421
"JORDAN",199207,278947,468634,5711702,96156
"EGYPT",199206,200783,107896,1306068,114233
"SAUDI ARABIA",199206,200783,359903,4663826,117773
"EGYPT",199209,52708,300715,4975530,102942
"IRAQ",199209,52708,582199,1255546,76870
"SAUDI ARABIA",199205,230573,598296,4831145,83656
"IRAN",199202,132604,227198,1237698,67510
"IRAQ",199212,56446,306448,3420819,87265
"IRAQ",199207,37243,299369,1083733,82101
"JORDAN",199207,180190,232235,4391081,70033
"IRAN",199202,58300,300345,3363325,80719
"IRAQ",199209,267016,39535,6791685,88471
"IRAQ",199209,267016,110873,2611043,113032
"SAUDI ARABIA",199207,94460,344466,1480241,90627
"JORDAN",199203,102094,305545,2149034,93031
"JORDAN",199211,1826,168193,756714,75671
"IRAQ",199206,235510,6750,6396711,99405
"SAUDI ARABIA",199201,164668,440491,2834310,85888
"IRAN",199202,55961,519272,2301007,77475
"JORDAN",199204,187853,431798,2075724,103786
"IRAQ",199204,187853,71596,4190168,94055
"EGYPT",199202,212924,406144,311885,63007
"SAUDI ARABIA",199206,58573,419966,2427204,113156
"IRAQ",199201,287242,176424,891249,90025
"SAUDI ARABIA",199209,81568,174267,1991771,80475
"IRAN",199202,71932,230969,2257140,113997
"EGYPT",199202,71932,443678,4816300,97299
"IRAN",199212,115306,196393,6255438,89363
"IRAQ",199204,198326,169874,583161,116632
"SAUDI ARABIA",199209,94274,223687,3348582,96640
"EGYPT",199202,178297,384169,2087747,75189
"EGYPT",199211,231611,479733,685084,102762
"IRAN",199207,223099,450191,1807613,68470
"EGYPT",199207,223099,358316,4625893,82458
"JORDAN",199205,37655,320372,5730953,83541
"IRAN",199206,233236,86088,4420913,64444
"JORDAN",199201,136534,498870,8510742,112131
"JORDAN",199203,177802,511766,3555480,106664
"JORDAN",199201,195280,335085,4989911,67204
"SAUDI ARABIA",199210,19756,244508,4170098,87149
"EGYPT",199203,215297,443854,8104617,107869
"EGYPT",199202,7660,16078,1266445,59644
"EGYPT",199208,87479,378985,8786320,123838
"IRAQ",199204,76322,345560,963330,96333
"JORDAN",199205,43628,91690,3195211,100901
"IRAN",199203,213046,222671,1274928,95619
"IRAQ",199207,215137,139593,4525539,97955
"JORDAN",199204,106366,175436,1209144,90685
"IRAN",199208,103109,339724,8642179,105822
"IRAN",199208,103109,126230,2736068,75373
"JORDAN",199208,103109,542281,4978104,79395
"IRAN",199205,90055,332364,837810,83781
"IRAQ",199209,160048,490987,8141283,118677
"SAUDI ARABIA",199203,244898,479373,1893290,81141
"IRAQ",199203,244898,124326,4144132,81019
"EGYPT",199202,280453,443230,5807389,70392
"IRAQ",199204,143284,450620,4309726,94236
"SAUDI ARABIA",199201,46891,313962,1956190,118557
"SAUDI ARABIA",199209,8503,183199,769314,76931
"EGYPT",199208,184081,271520,590637,89490
"IRAN",199207,102586,68941,5538826,114596
"EGYPT",199203,45515,438840,8276849,106729
"JORDAN",199204,288370,60170,904136,67810
"SAUDI ARABIA",199207,230914,352093,2061144,68704
"IRAN",199202,238288,313980,8093524,119638
"IRAN",199212,119387,5168,1472375,64389
"IRAQ",199209,36860,252082,4762926,62044
"SAUDI ARABIA",199203,205120,249965,4021395,114897
"JORDAN",199201,100430,479667,3749399,98798
"SAUDI ARABIA",199210,222653,235378,4728096,78801
"IRAQ",199202,230050,460567,5897831,91652
"EGYPT",199211,77020,378825,5037481,114228
"EGYPT",199204,153487,558683,5803211,104499
"IRAQ",199204,153487,357338,1395320,83719
"JORDAN",199212,29540,463094,528535,63424
"EGYPT",199201,43873,188623,7964167,102697
"IRAN",199201,43873,95040,2070080,62102
"JORDAN",199210,196021,39836,2130996,106549
"SAUDI ARABIA",199201,293209,274283,1232124,75436
"EGYPT",199209,292549,527026,2889432,63180
"IRAQ",199204,285547,596056,912407,69121
"EGYPT",199203,74959,596215,4195808,78671
"JORDAN",199207,234346,95720,7377596,102943
"EGYPT",199202,113413,473665,4588192,98318
"IRAQ",199207,276503,101963,8858039,117897
"IRAN",199208,156208,224434,403450,81505
"IRAQ",199202,185395,282262,4064964,74655
"IRAN",199202,57479,210551,7018315,87692
"JORDAN",199205,16835,83795,6163507,106727
"IRAQ",199205,16835,400049,3796080,56941
"SAUDI ARABIA",199210,144575,240638,464114,94717
"SAUDI ARABIA",199207,75922,488071,2594672,63543
"SAUDI ARABIA",199206,232648,582838,8847250,115248
"IRAN",199206,232648,309425,5680263,86064
"JORDAN",199203,186607,443876,3388560,109191
"SAUDI ARABIA",199203,70750,210905,7263560,108953
"EGYPT",199205,196696,35599,2707016,92075
"EGYPT",199207,51817,445923,6660759,112134
"IRAQ",199203,194785,343557,6562214,96032
"SAUDI ARABIA",199204,134921,109651,4231336,99639
"EGYPT",199202,37666,101823,3432486,109489
"SAUDI ARABIA",199205,157594,432114,2092180,62765
"IRAN",199201,111406,361246,5435462,78433
"JORDAN",199205,108499,550306,4652040,81376
"IRAN",199205,108499,311944,6390023,117355
"IRAQ",199208,61336,359099,4700646,69484
"JORDAN",199209,274240,591466,7555141,93446
"IRAN",199211,231895,28014,2449226,56520
"JORDAN",199208,44384,331344,6739117,82519
"JORDAN",199203,209429,275674,2144558,98979
"IRAN",199201,65498,495115,2307877,66605
"IRAQ",199208,134257,401300,5768546,72076
"IRAN",199208,134257,45142,3913704,65228
"EGYPT",199207,176687,47273,2272142,73216
"IRAQ",199207,176687,114605,2591360,97176
"JORDAN",199206,255535,80032,1922857,60721
"JORDAN",199202,256264,517831,6589158,110928
"JORDAN",199210,82084,162059,2441646,67263
"IRAN",199203,231113,149186,968381,74110
"IRAQ",199207,79411,304722,7107138,103602
"IRAN",199201,67564,593518,4995619,96689
"IRAQ",199212,83018,597846,9719100,116629
"JORDAN",199209,225205,494563,2803572,93452
"EGYPT",199212,120886,222901,1444520,109433
"IRAQ",199212,120886,128163,1634271,71469
"SAUDI ARABIA",199210,117047,220968,7293235,113337
"IRAQ",199210,13693,429461,545052,83426
"IRAQ",199206,230720,200279,2122668,70755
"SAUDI ARABIA",199206,271546,250479,285892,85767
"IRAN",199208,167809,113517,4697135,91830
"SAUDI ARABIA",199208,167809,463889,6787026,111171
"IRAN",199201,22771,61609,314120,94236
"EGYPT",199203,26776,346536,4272804,94951
"IRAN",199209,275248,256205,3251332,69671
"IRAQ",199206,134687,24027,1600566,57061
"EGYPT",199205,16748,593504,5910676,95848
"SAUDI ARABIA",199205,16748,10626,5628639,92197
"JORDAN",199204,16919,120903,8951906,115434
"EGYPT",199207,225346,219661,4583885,94839
"SAUDI ARABIA",199209,187415,255034,2423099,59341
"IRAQ",199212,177595,311368,540705,82761
"SAUDI ARABIA",199205,223192,382402,1929707,89063
"SAUDI ARABIA",199210,38806,72380,1606627,81142
"EGYPT",199208,100420,360657,340092,103058
"EGYPT",199205,94736,572827,1519840,113988
"IRAN",199203,70358,339202,1737666,74471
"SAUDI ARABIA",199203,229975,427994,376706,115318
"JORDAN",199204,280927,476367,2896241,80600
"SAUDI ARABIA",199204,280927,28546,4671342,88472
"EGYPT",199212,33142,146689,6803865,104140
"IRAN",199210,74404,434168,864077,66128
"IRAN",199204,138835,168665,5835499,104019
"SAUDI ARABIA",199211,187916,358124,354633,70926
"JORDAN",199208,148873,348367,1132280,84921
"IRAN",199203,177257,546099,1458819,68704
"IRAQ",199205,119735,578078,462420,69363
"IRAN",199203,189857,149474,2285205,91408
"EGYPT",199205,146002,188168,124359,75369
"JORDAN",199208,282770,489453,288486,86545
"SAUDI ARABIA",199204,56050,303895,1329216,113932
"IRAN",199206,59212,183369,1869187,87141
"IRAN",199201,287395,210176,5268962,65169
"IRAN",199201,245749,490124,4522131,66846
"IRAN",199202,254488,477172,1914483,68949
"EGYPT",199202,254488,227962,1889950,113397
"JORDAN",199211,295615,532999,1015985,121918
"EGYPT",199207,77848,181270,3972733,81076
"JORDAN",199210,96799,230183,4187745,66790
"JORDAN",199210,93731,146787,8252010,110026
"IRAN",199208,27431,242148,2050534,65407
"EGYPT",199202,82951,483581,7589680,93873
"IRAQ",199209,104167,75307,4021292,76938
"EGYPT",199202,158896,421412,1866746,80003
"IRAQ",199206,119863,154173,4172378,73630
"EGYPT",199204,76453,125987,3550896,120778
"EGYPT",199204,221290,296040,2974442,62161
"IRAQ",199212,51319,486762,8568826,104924
"SAUDI ARABIA",199209,200144,70898,7142897,112133
"IRAN",199212,212948,176579,5132267,99334
"SAUDI ARABIA",199211,299590,393120,4488507,72786
"JORDAN",199212,72649,504770,7652722,106485
"EGYPT",199212,130109,350270,132026,79215
"EGYPT",199211,181253,517020,2947154,62220
"EGYPT",199211,181253,409939,5857346,110934
"IRAQ",199211,261322,113042,5275200,63302
"JORDAN",199211,261322,547311,1064899,81497
"EGYPT",199201,178138,399683,3030539,106960
"EGYPT",199203,8747,159450,1793226,90567
"IRAQ",199210,71546,492299,2151255,77476
"IRAN",199209,297373,12555,1582018,88053
"EGYPT",199208,42863,546389,1578896,86121
"IRAQ",199201,8768,271330,390396,78079
"JORDAN",199203,169504,263604,3879785,94055
"IRAQ",199209,223744,564287,6153638,81075
"SAUDI ARABIA",199206,283876,21406,4162726,79644
"EGYPT",199212,50560,499908,6486792,114472
"SAUDI ARABIA",199201,216601,213535,4968423,86911
"SAUDI ARABIA",199210,128653,24747,982983,100304
"IRAN",199205,194401,464614,4577911,94715
"SAUDI ARABIA",199202,225509,336831,4622854,112069
"EGYPT",199212,218704,148657,4264125,102339
"EGYPT",199201,3715,524538,4218777,93750
"EGYPT",199205,38518,411729,1137005,98442
"IRAN",199210,155300,440046,4444978,59161
"EGYPT",199201,149111,341545,5908237,95191
"IRAQ",199204,252118,115723,4303332,104323
"IRAQ",199205,16588,386931,5793448,121075
"SAUDI ARABIA",199208,11966,43262,5785248,72315
"SAUDI ARABIA",199201,263113,74861,7815256,110151
"IRAN",199205,149218,191396,4372926,89243
