"s_nation","lo_custkey","lo_orderdate","lo_revenue"
"INDIA",4214,19970612,580176
"VIETNAM",14971,19940519,3838190
"CHINA",11794,19920403,7375200
"INDIA",17482,19980619,517663
"JAPAN",8674,19940117,2002200
"INDONESIA",8674,19940117,5104865
"CHINA",8674,19950318,4644547
"INDONESIA",8674,19950318,1984956
"INDIA",8767,19961222,655235
"INDIA",8767,19961222,1608075
"INDIA",1819,19941028,3834244
"VIETNAM",21686,19930505,7010956
"INDONESIA",2159,19960120,8901560
"INDONESIA",13544,19950926,3447586
"INDIA",19345,19971119,5072968
"CHINA",20197,19960509,950932
"INDIA",21898,19980623,1184777
"INDONESIA",5581,19940703,3851640
"INDIA",27353,19980205,1882934
"CHINA",27353,19980205,5248330
"VIETNAM",27353,19980205,6055376
"INDONESIA",25247,19930417,1172268
"JAPAN",25247,19930417,4236730
"INDIA",25247,19930417,1216926
"VIETNAM",5518,19960808,2487490
"INDIA",5518,19960808,2738540
"VIETNAM",19748,19940224,5601680
"VIETNAM",1922,19970929,6153991
"JAPAN",1922,19970929,3008068
"INDIA",12032,19970411,157266
"CHINA",12032,19970411,6551187
"CHINA",12032,19970411,5987607
"INDONESIA",12032,19970411,3065687
"CHINA",10343,19940607,938500
"VIETNAM",655,19950624,5549738
"CHINA",24607,19960914,5420523
"CHINA",24607,19960914,2568886
"CHINA",13708,19960616,5563656
"VIETNAM",13708,19960616,5176346
"INDONESIA",13708,19960616,6298068
"CHINA",13708,19960616,5721362
"JAPAN",13708,19960616,3453930
"VIETNAM",23281,19960211,5862983
"JAPAN",17878,19950202,3991582
"INDONESIA",23989,19931030,4189260
"INDONESIA",23989,19931030,677385
"CHINA",13102,19931217,4771747
"CHINA",10378,19980403,3834990
"VIETNAM",8722,19940627,3301618
"CHINA",8722,19940627,3674279
"INDIA",21706,19940716,439047
"CHINA",11206,19980609,4263411
"INDIA",11206,19980609,2382112
"CHINA",7723,19930508,4997226
"INDONESIA",29113,19960627,3811857
"JAPAN",29113,19960627,6669727
"INDONESIA",7682,19941104,4728296
"INDIA",18568,19920626,6529427
"INDONESIA",7807,19940820,5853774
"JAPAN",7807,19940820,869418
"VIETNAM",6217,19980216,1796602
"VIETNAM",130,19920216,4551255
"JAPAN",26818,19970320,5788114
"CHINA",1720,19920903,622947
"VIETNAM",21208,19971117,887108
"INDIA",21208,19971117,2662135
"VIETNAM",7177,19920624,4055600
"INDONESIA",18349,19950708,2615621
"INDIA",18349,19950708,4175437
"JAPAN",18349,19950708,4529303
"JAPAN",21413,19970916,2155681
"VIETNAM",21413,19970916,953158
"INDONESIA",2252,19950831,6055589
"INDIA",2252,19950831,4607450
"INDONESIA",16597,19940920,4525322
"JAPAN",15433,19970725,5750092
"INDIA",14494,19920401,3870965
"INDONESIA",21869,19970501,5727538
"VIETNAM",8968,19930124,6484396
"VIETNAM",8014,19960402,5607884
"INDIA",9265,19941029,700689
"INDONESIA",3391,19940227,1931990
"CHINA",3391,19940227,338181
"INDIA",26947,19970614,570574
"CHINA",26947,19970614,1484936
"CHINA",11012,19950119,5066107
"CHINA",11012,19950119,8156614
"CHINA",2324,19960908,3406011
"CHINA",2824,19970410,6991396
"INDIA",12398,19940418,4325748
"CHINA",9922,19930407,4758129
"INDONESIA",9922,19930407,4553358
"VIETNAM",4297,19930714,4502916
"INDONESIA",22990,19931120,3775974
"CHINA",22990,19931120,1686550
"VIETNAM",22990,19931120,4449107
"JAPAN",22990,19931120,4351077
"JAPAN",9344,19970304,2078051
"INDONESIA",17317,19940829,4287582
"JAPAN",17317,19940829,944954
"INDONESIA",14804,19921101,2190551
"CHINA",14804,19921101,5657430
"INDIA",9394,19970731,4446648
"VIETNAM",9394,19970731,648305
"CHINA",11173,19961222,5880674
"INDONESIA",3196,19940504,1947061
"INDONESIA",3196,19940504,4940559
"JAPAN",2386,19921011,3031046
"INDONESIA",28858,19960923,4873955
"CHINA",3493,19940908,797964
"INDIA",3493,19940908,777596
"VIETNAM",11279,19921226,4539410
"INDONESIA",11279,19921226,5069768
"INDONESIA",9853,19980206,4265913
"INDONESIA",9853,19980206,5462199
"CHINA",28117,19980313,4904164
"CHINA",523,19931214,4295229
"CHINA",24877,19940926,3948355
"VIETNAM",24502,19960114,4568186
"VIETNAM",21220,19960307,4625149
"JAPAN",21377,19940629,6126445
"INDONESIA",21631,19971025,7318495
"VIETNAM",11887,19950912,3843329
"INDONESIA",11392,19961226,1459577
"JAPAN",11392,19961226,984984
"JAPAN",27127,19970527,2210042
"INDIA",19534,19960829,7502901
"CHINA",11899,19950104,4483518
"CHINA",20315,19950924,4657931
"INDONESIA",20315,19950924,9019315
"INDONESIA",2356,19930826,6120015
"JAPAN",23845,19970613,4208472
"INDIA",29473,19950630,286038
"JAPAN",12965,19960119,500127
"VIETNAM",12965,19960119,3953258
"JAPAN",12403,19951103,6510199
"JAPAN",215,19980801,4320884
"INDIA",5188,19980608,5902243
"INDIA",5188,19980608,176079
"INDIA",4897,19940121,1633237
"JAPAN",15482,19950504,1957723
"VIETNAM",29575,19930319,1701868
"JAPAN",29575,19930319,3990548
"JAPAN",29575,19930319,6701026
"JAPAN",24055,19971230,2335043
"CHINA",24055,19971230,1490724
"INDONESIA",24055,19971230,523005
"VIETNAM",21517,19970220,2848152
"CHINA",21517,19970220,4764720
"CHINA",19376,19980315,1071703
"INDIA",19376,19980315,1121279
"INDIA",2359,19950311,5644350
"INDIA",2359,19950311,4188567
"INDONESIA",2359,19950311,2888774
"JAPAN",2359,19950311,5203190
"CHINA",5638,19960508,5542467
"INDONESIA",21794,19960410,2220652
"INDIA",21794,19960410,1509657
"INDIA",6832,19940621,3429526
"VIETNAM",4051,19980121,947577
"CHINA",16039,19940107,3059515
"JAPAN",16039,19940107,1169182
"INDIA",4201,19950427,187103
"VIETNAM",29605,19920201,3431479
"CHINA",8170,19940325,759614
"INDIA",21256,19920930,5814972
"VIETNAM",6832,19930619,5358664
"VIETNAM",6832,19930619,1829798
"INDIA",6832,19930619,2974107
"INDIA",19553,19950112,2112540
"INDONESIA",19553,19950112,4616413
"JAPAN",25873,19920710,4677486
"INDONESIA",25873,19920710,309385
"VIETNAM",25873,19920710,5660708
"VIETNAM",25873,19920710,2177266
"INDIA",19460,19950401,1544072
"CHINA",17746,19920403,4409270
"INDIA",5525,19931030,1977081
"INDONESIA",28846,19931206,5951836
"JAPAN",25306,19970602,5025771
"INDONESIA",25306,19970602,1516878
"JAPAN",27701,19970121,8621556
"CHINA",27701,19970121,6099358
"INDIA",14587,19961129,3905970
"INDONESIA",14587,19961129,8366622
"CHINA",5347,19930408,1384599
"JAPAN",5347,19930408,1521654
"INDONESIA",4379,19920310,2753130
"INDONESIA",22079,19940807,7466844
"VIETNAM",1724,19971220,1729608
"CHINA",14087,19960718,3739932
"INDONESIA",14087,19960718,972548
"JAPAN",14696,19971230,4847867
"INDONESIA",2476,19920824,3317423
"INDONESIA",3449,19980114,2374113
"VIETNAM",3449,19980114,2063333
"INDIA",5261,19960606,145280
"INDIA",25216,19960528,2892650
"INDIA",25216,19960528,2870685
"INDIA",25216,19960528,7161460
"JAPAN",25216,19960528,1438113
"JAPAN",25216,19960528,4090143
"INDIA",18553,19980429,976055
"CHINA",18553,19980429,7877184
"INDONESIA",14368,19931123,6589980
"INDIA",18403,19930429,711912
"INDIA",9394,19961124,5055513
"INDIA",22706,19980428,5697923
"CHINA",22706,19980428,2622865
"INDONESIA",11227,19930704,2832717
"INDONESIA",10543,19951218,7287182
"JAPAN",8429,19980629,4034534
"INDONESIA",3934,19961116,6756834
"INDONESIA",3934,19961116,7260934
"VIETNAM",14461,19930213,3395820
"INDIA",3659,19940129,890002
"INDONESIA",16352,19921125,2503145
"JAPAN",16352,19921125,2499603
"INDONESIA",16352,19921125,4858854
"CHINA",23090,19941004,1214168
"VIETNAM",10213,19950313,5485334
"CHINA",12133,19920713,4465005
"VIETNAM",25778,19961226,2069841
"JAPAN",19588,19930104,5980919
"INDIA",25027,19971208,659739
"INDIA",25027,19971208,391883
"INDIA",29275,19960823,3705111
"JAPAN",27170,19921125,2535599
"INDIA",17383,19961231,170529
"VIETNAM",25154,19931103,4125837
"VIETNAM",29474,19970816,2184879
"JAPAN",25337,19930427,2473175
"CHINA",7072,19970912,5565766
"VIETNAM",12739,19960515,5605221
"INDONESIA",26383,19920820,2373512
"INDIA",26383,19920820,2151699
"INDONESIA",25051,19920723,6572551
"JAPAN",7012,19970922,4557571
"INDONESIA",7012,19970922,606028
"CHINA",12583,19930111,8886643
"JAPAN",12583,19930111,4939338
"VIETNAM",12583,19930111,5159169
"INDONESIA",11096,19980320,6165895
"INDONESIA",11096,19980320,8123408
"INDIA",11096,19980320,1744761
"INDONESIA",3368,19951116,3662145
"INDONESIA",3368,19951116,6068271
"JAPAN",23803,19940618,468817
"INDIA",23803,19940618,5427365
"CHINA",4129,19921129,5297148
"VIETNAM",21112,19971122,6825796
"INDIA",21112,19971122,6590662
"VIETNAM",4637,19970721,5175862
"INDONESIA",4637,19970721,5846946
"INDONESIA",12328,19971118,1263826
"CHINA",12328,19971118,2717245
"INDONESIA",25711,19920404,6142848
"INDONESIA",25711,19920404,3287834
"VIETNAM",25712,19961118,4186035
"JAPAN",5359,19961129,6622312
"VIETNAM",5359,19961129,716998
"INDONESIA",26612,19950509,4140208
"INDIA",17209,19950928,129281
"INDONESIA",17209,19950928,7255571
"VIETNAM",17209,19950928,1045816
"CHINA",7882,19970226,4782412
"JAPAN",7882,19970226,6361271
"INDIA",17594,19930730,2329413
"CHINA",17594,19930730,6439078
"CHINA",18400,19960305,1634630
"JAPAN",18400,19960305,6404274
"JAPAN",26518,19930428,1065609
"CHINA",26518,19930428,3375131
"INDONESIA",26518,19930428,392317
"INDIA",26518,19930428,2665066
"INDIA",26080,19960925,9145965
"CHINA",1945,19970401,3525471
"INDONESIA",1945,19970401,7932188
"INDIA",6131,19970714,4051024
"JAPAN",10564,19920322,5480265
"VIETNAM",10564,19920322,4630240
"INDIA",18805,19951001,1894227
"VIETNAM",18274,19920330,8075901
"INDONESIA",4301,19921118,3323944
"CHINA",4246,19960313,1971676
"VIETNAM",29122,19950411,950912
"VIETNAM",9172,19970528,292142
"INDIA",9172,19970528,2950531
"CHINA",670,19950602,2067148
"VIETNAM",28981,19960629,6153362
"VIETNAM",1159,19930924,3522603
"CHINA",1606,19940217,5070018
"JAPAN",1606,19940217,1718881
"INDONESIA",28846,19980309,3265806
"INDONESIA",28846,19980309,5007292
"CHINA",4412,19920605,4547466
"VIETNAM",9872,19950904,2290230
"VIETNAM",2654,19941207,1875815
"CHINA",22645,19980720,4550914
"INDONESIA",27968,19960403,972769
"VIETNAM",27968,19960403,2512868
"CHINA",27968,19960403,2427731
"VIETNAM",9799,19980514,837334
"JAPAN",6869,19920829,9181963
"VIETNAM",6869,19920829,972051
"CHINA",6061,19930922,5314349
"JAPAN",3271,19960826,2382274
"CHINA",3271,19960826,7853107
"CHINA",6211,19950518,5090156
"INDIA",24520,19930524,1976397
"INDONESIA",24520,19930524,1792293
"INDIA",5266,19980509,1779858
"JAPAN",20275,19960810,1520899
"VIETNAM",21379,19920301,667015
"CHINA",6001,19920108,3497361
"JAPAN",6001,19920108,4064090
"INDIA",9854,19971023,800828
"INDONESIA",13900,19960709,1101949
"INDIA",13900,19960709,4884946
"VIETNAM",3277,19970314,1422679
"INDONESIA",18406,19930223,1501038
"INDONESIA",18406,19930223,7464822
"JAPAN",25351,19940503,5671248
"VIETNAM",25351,19940503,4785929
"CHINA",25351,19940503,7604694
"VIETNAM",16279,19960813,4222296
"INDONESIA",16279,19960813,8571954
"INDIA",14398,19930314,1739461
"JAPAN",27970,19970616,1826325
"INDIA",27970,19970616,5303166
"JAPAN",27970,19970616,2822491
"JAPAN",5746,19980511,3137147
"CHINA",10153,19980325,3682148
"JAPAN",10153,19980325,1798472
"INDIA",5024,19940909,483826
"INDIA",5024,19940909,2751865
"CHINA",21899,19970911,9094106
"CHINA",21899,19970911,6680812
"CHINA",5515,19931213,3475089
"JAPAN",5515,19931213,2362080
"JAPAN",4583,19971102,123673
"JAPAN",13654,19950821,4769617
"CHINA",21133,19950716,3656857
"CHINA",21133,19950716,6281231
"INDONESIA",18146,19940524,1491098
"INDIA",27566,19920829,4320835
"JAPAN",27566,19920829,1242033
"VIETNAM",8843,19970301,7373730
"VIETNAM",8843,19970301,154589
"VIETNAM",29918,19960905,4835046
"VIETNAM",29918,19960905,3742993
"VIETNAM",29114,19971219,1817860
"JAPAN",21475,19920707,3100551
"VIETNAM",21475,19920707,4445050
"JAPAN",20113,19960115,3799880
"INDONESIA",20113,19960115,2341111
"INDIA",4235,19920119,4369592
"VIETNAM",15685,19930822,4452444
"INDIA",12851,19970223,1306244
"INDONESIA",15538,19920904,8674680
"JAPAN",15538,19920904,3413741
"INDIA",12421,19970310,4593228
"VIETNAM",18281,19930818,2478104
"INDIA",18281,19930818,2337205
"VIETNAM",18281,19930818,5236025
"VIETNAM",17830,19980312,1277937
"CHINA",10024,19921125,6798492
"INDONESIA",12893,19970120,1189410
"INDONESIA",12893,19970120,3767796
"INDIA",24071,19980122,1814418
"INDIA",22957,19940904,4410034
"VIETNAM",3836,19950321,656532
"VIETNAM",19483,19950217,5548310
"CHINA",28274,19970926,3545404
"JAPAN",15319,19940211,2699836
"INDONESIA",15319,19940211,121172
"VIETNAM",15319,19940211,1132515
"CHINA",9208,19951011,2483213
"INDONESIA",9208,19951011,515264
"INDONESIA",9208,19951011,3179047
"INDIA",25985,19931207,8032235
"JAPAN",25985,19931207,875810
"VIETNAM",25985,19931207,1460220
"VIETNAM",19708,19980619,7656724
"JAPAN",20903,19961013,5525800
"JAPAN",7801,19931213,7042873
"INDIA",7801,19931213,5472969
"INDIA",9950,19980531,2334876
"CHINA",9950,19980531,5059035
"INDONESIA",24796,19980511,513748
"JAPAN",24796,19980511,2661015
"JAPAN",22039,19920812,3922258
"JAPAN",22039,19920812,5442346
"INDONESIA",997,19950218,3373265
"VIETNAM",13915,19951212,4719837
"CHINA",13915,19951212,1433938
"INDIA",13915,19951212,1604191
"VIETNAM",6115,19950803,4104488
"CHINA",24211,19941107,2257983
"JAPAN",3173,19920323,1205487
"JAPAN",7102,19970426,1696374
"INDONESIA",7102,19970426,4716316
"INDONESIA",23644,19940215,4350428
"CHINA",6268,19980519,4688547
"VIETNAM",6268,19980519,3415372
"INDONESIA",6268,19980519,4093668
"INDONESIA",11410,19970518,1056799
"CHINA",11410,19970518,4488255
"INDIA",14302,19921101,6356352
"JAPAN",11699,19951004,4366754
"INDONESIA",11699,19951004,4611182
"JAPAN",4913,19980603,2949196
"JAPAN",9229,19921226,4866962
"CHINA",9229,19921226,2379538
"CHINA",5269,19930901,6214059
"INDONESIA",5269,19930901,5163098
"INDONESIA",3949,19930111,3703051
"INDIA",10012,19970313,2101665
"VIETNAM",19528,19970906,4594590
"JAPAN",19528,19970906,4634002
"JAPAN",19528,19970906,6676684
"JAPAN",5587,19941121,7117530
"INDIA",5587,19941121,1977854
"INDONESIA",5587,19941121,369375
"CHINA",10312,19950217,7243195
"JAPAN",10535,19930309,3359030
"JAPAN",10535,19930309,2693352
"CHINA",10535,19930309,5576959
"INDONESIA",18662,19950513,133031
"CHINA",27661,19970116,3285977
"CHINA",20329,19960504,4605810
"INDIA",25277,19960815,5889408
"INDONESIA",16478,19950226,1142005
"INDIA",24526,19970627,8398063
"VIETNAM",24526,19970627,3313787
"JAPAN",3580,19920829,869720
"INDIA",3580,19920829,2180070
"INDIA",1705,19920601,3542260
"INDIA",3983,19971027,1880275
"JAPAN",3983,19971027,5915422
"VIETNAM",3983,19971027,3851971
"INDIA",16852,19920308,2380460
"CHINA",16852,19920308,6096426
"JAPAN",24499,19960119,4659300
"INDONESIA",23554,19950124,3396248
"JAPAN",7277,19950210,168575
"INDIA",14902,19930124,2100290
"CHINA",16984,19940321,3572286
"CHINA",16984,19940321,2088376
"INDONESIA",28192,19960614,3058133
"INDIA",28192,19960614,6763543
"INDONESIA",28192,19960614,440650
"CHINA",28192,19960614,5892234
"INDONESIA",118,19940409,1409786
"VIETNAM",118,19940409,8211960
"INDONESIA",21625,19971203,6728498
"INDONESIA",18575,19920223,886325
"VIETNAM",20005,19970927,4375129
"CHINA",20005,19970927,3420313
"INDIA",21344,19950216,4042720
"INDONESIA",6482,19921126,5457716
"INDONESIA",8815,19960222,5422951
"CHINA",25913,19950612,5153009
"VIETNAM",26894,19970916,5504399
"JAPAN",20710,19920111,3687648
"CHINA",2296,19940121,1064548
"INDONESIA",28538,19980225,2980864
"INDIA",28255,19940727,7006527
"INDIA",10708,19951113,5275295
"INDIA",10708,19951113,4206884
"VIETNAM",29855,19930828,4234226
"JAPAN",8299,19931118,2834043
"VIETNAM",11279,19930829,2526934
"CHINA",11279,19930829,1787472
"CHINA",22876,19960722,885776
"INDIA",22876,19960722,196433
"CHINA",17809,19940207,4308330
"INDONESIA",14534,19970514,2033982
"CHINA",14534,19970514,1583133
"INDONESIA",14534,19970514,420292
"INDONESIA",26431,19930925,2460370
"JAPAN",26431,19930925,1755524
"INDIA",13748,19960124,487355
"INDONESIA",13748,19960124,7086720
"VIETNAM",13748,19960124,479113
"JAPAN",1808,19960101,1855988
"JAPAN",25621,19921106,4721656
"JAPAN",25555,19970422,746894
"INDIA",21326,19970901,3436972
"JAPAN",1129,19920517,2894974
"JAPAN",25313,19971217,7020231
"CHINA",26095,19960701,6326978
"INDONESIA",26095,19960701,1451511
"INDONESIA",6769,19950511,4542118
"VIETNAM",6769,19950511,2753560
"VIETNAM",17929,19980331,6392996
"JAPAN",541,19951225,1544977
"JAPAN",6737,19920603,1569728
"INDONESIA",6737,19920603,4294025
"CHINA",6737,19920603,5749099
"INDONESIA",6574,19950917,2679868
"INDIA",20608,19941118,2916490
"INDONESIA",25147,19931108,1631006
"JAPAN",2224,19920618,7544498
"CHINA",2224,19920618,4444477
"JAPAN",2693,19960929,3427142
"JAPAN",20668,19980606,2304138
"INDONESIA",20668,19980606,814232
"VIETNAM",20668,19980606,7712584
"CHINA",5665,19950910,2677361
"VIETNAM",9268,19930128,5392108
"CHINA",16322,19970110,2214364
"JAPAN",16322,19970110,3415807
"INDONESIA",16420,19960814,7672846
"VIETNAM",28384,19950310,4544947
"JAPAN",28384,19950310,2455390
"INDIA",28384,19950310,1950410
"INDONESIA",13901,19941008,8381561
"INDONESIA",13901,19941008,3794731
"JAPAN",12469,19960304,2197650
"VIETNAM",12469,19960304,3120080
"VIETNAM",12469,19960304,6598754
"INDONESIA",20845,19960427,2999156
"CHINA",26783,19920407,3026138
"CHINA",6122,19941017,853088
"INDIA",4535,19930325,5016241
"CHINA",20389,19980507,7774677
"INDONESIA",20389,19980507,2487201
"CHINA",29308,19971123,4040663
"VIETNAM",29308,19971123,2979915
"INDIA",15694,19950623,4644418
"INDONESIA",16313,19950910,7438032
"CHINA",2137,19960323,5128392
"CHINA",25988,19980504,2959113
"INDONESIA",25988,19980504,3178386
"INDONESIA",8545,19970615,2592605
"INDONESIA",17143,19930624,2418593
"JAPAN",22765,19920826,3331602
"CHINA",18194,19960920,5537266
"INDIA",21244,19950113,6909564
"INDIA",23324,19950508,5652111
"JAPAN",21038,19920123,3887989
"INDIA",21038,19920123,2826410
"CHINA",21038,19920123,3446025
"VIETNAM",20629,19950322,5437326
"INDONESIA",21488,19920304,5123199
"JAPAN",24079,19960729,6351421
"INDONESIA",28885,19951120,4322420
"VIETNAM",16906,19940406,6538612
"INDIA",15688,19961107,4724032
"INDIA",25753,19980802,1824319
"CHINA",10550,19961121,551584
"INDIA",10550,19961121,4739912
"INDONESIA",13366,19961201,3722664
"VIETNAM",28948,19951029,3674349
"INDONESIA",208,19980206,774956
"CHINA",208,19980206,1774398
"CHINA",6631,19980129,4490592
"CHINA",3490,19940921,6128696
"CHINA",3490,19940921,2318834
"CHINA",3490,19940921,4309919
"INDONESIA",3490,19940921,2604349
"JAPAN",4558,19931228,4764276
"VIETNAM",4909,19931125,7076655
"JAPAN",4909,19931125,1691098
"INDONESIA",4909,19931125,4475817
"CHINA",21520,19971023,1697624
"CHINA",6205,19950417,7227861
"INDONESIA",7159,19920304,1932123
"INDIA",7159,19920304,3906697
"INDONESIA",10565,19921204,2571012
"VIETNAM",21979,19971201,779406
"VIETNAM",21979,19971201,4767929
"CHINA",21979,19971201,564652
"INDONESIA",15329,19930817,3915240
"VIETNAM",15329,19930817,6529342
"INDIA",19852,19920626,616661
"INDONESIA",19852,19920626,6602601
"INDONESIA",12002,19980501,474058
"INDONESIA",12002,19980501,7062930
"JAPAN",12250,19980415,4230009
"INDONESIA",12250,19980415,7414842
"CHINA",12250,19980415,1538012
"INDIA",190,19940211,4943240
"CHINA",190,19940211,3337902
"CHINA",15241,19940412,3628263
"INDIA",25255,19931021,757411
"INDONESIA",18334,19970626,4202101
"JAPAN",18334,19970626,3307926
"CHINA",29647,19931223,5255212
"VIETNAM",5495,19931210,2700631
"INDIA",5495,19931210,2263937
"CHINA",24616,19960828,4249382
"JAPAN",24616,19960828,394954
"INDIA",28678,19930801,4855919
"CHINA",19931,19970103,4000125
"INDONESIA",27601,19971008,913679
"JAPAN",27773,19960818,3622403
"INDIA",27773,19960818,4445777
"CHINA",3853,19920102,1574115
"VIETNAM",3853,19920102,3704346
"CHINA",2584,19940625,933871
"JAPAN",4813,19980528,6522768
"CHINA",4813,19980528,174141
"JAPAN",11140,19970409,8473597
"INDIA",11140,19970409,1579417
"INDONESIA",28570,19941229,3181616
"JAPAN",7916,19931128,4946181
"CHINA",28130,19970224,4994164
"CHINA",6722,19941206,1870380
"JAPAN",27104,19951218,1172341
"INDONESIA",9758,19960429,1845391
"JAPAN",9758,19960429,1049319
"JAPAN",9758,19960429,1374390
"INDIA",6172,19940206,7674762
"JAPAN",23096,19930310,2807448
"CHINA",28687,19921025,3659747
"VIETNAM",28687,19921025,4842010
"CHINA",28687,19921025,1225738
"JAPAN",13711,19920227,1256607
"INDIA",6559,19961107,6679818
"INDIA",19637,19920119,2787618
"VIETNAM",19637,19920119,5731246
"INDIA",1813,19920313,1910708
"VIETNAM",16915,19951226,142918
"VIETNAM",16915,19951226,975298
"JAPAN",16564,19930402,5599282
"JAPAN",16564,19930402,1227290
"INDONESIA",28933,19951015,4060715
"JAPAN",1939,19961116,810761
"VIETNAM",1939,19961116,469199
"INDONESIA",6644,19960602,8564472
"CHINA",19618,19951124,6276520
"INDIA",12859,19940103,269072
"CHINA",28418,19920314,3283741
