"d_year","s_nation","lo_custkey","lo_revenue"
1993,"INDIA",28967,5087264
1994,"INDIA",2980,4205504
1996,"INDONESIA",1306,4246369
1996,"CHINA",1306,1725253
1996,"INDIA",1306,5748050
1995,"CHINA",1486,6498385
1995,"INDONESIA",1486,6550160
1995,"JAPAN",1486,4506121
1994,"VIETNAM",4822,487877
1994,"JAPAN",4822,7840157
1994,"CHINA",4822,1118875
1996,"CHINA",28708,5067830
1993,"INDONESIA",9172,3244345
1993,"INDIA",6658,5075408
1993,"JAPAN",28748,5854453
1992,"INDONESIA",22414,450894
1992,"VIETNAM",22414,8977320
1997,"INDIA",29384,4590768
1992,"INDONESIA",14840,1648954
1992,"INDIA",14840,3231656
1992,"JAPAN",14840,4941945
1994,"INDIA",24499,5875943
1995,"CHINA",20654,2875872
1997,"CHINA",22528,1279427
1997,"VIETNAM",22528,3519925
1994,"INDIA",24775,3242487
1996,"INDIA",5029,5276106
1997,"JAPAN",16693,2367194
1996,"INDONESIA",28162,2922343
1994,"CHINA",19742,3979395
1994,"INDIA",24809,5179365
1996,"CHINA",19177,3487520
1996,"VIETNAM",19177,2888880
1996,"CHINA",19177,793886
1992,"INDONESIA",9871,4976773
1997,"JAPAN",13552,2087978
1997,"VIETNAM",13552,3959512
1997,"CHINA",13552,1426240
1997,"INDIA",24580,5906628
1997,"CHINA",20974,1236700
1992,"INDONESIA",18622,1751806
1995,"JAPAN",8152,5827649
1993,"INDONESIA",26695,2418312
1993,"JAPAN",10201,6555329
1995,"CHINA",28759,4943292
1993,"VIETNAM",8206,2388214
1993,"INDONESIA",23333,2950693
1993,"CHINA",23333,6427074
1997,"INDONESIA",1948,5957743
1997,"CHINA",1948,5511561
1994,"CHINA",12274,5482350
1994,"CHINA",12274,6616109
1994,"VIETNAM",12274,7586036
1995,"VIETNAM",21160,1102671
1997,"VIETNAM",5242,3446055
1997,"INDONESIA",5242,2572558
1997,"CHINA",5242,7051819
1996,"CHINA",18886,6891034
1996,"INDONESIA",18886,8849056
1997,"INDONESIA",11494,1406597
1994,"INDONESIA",14915,1056281
1994,"VIETNAM",14915,4705649
1997,"CHINA",11002,2425967
1992,"CHINA",2843,807165
1992,"CHINA",2843,5711643
1992,"VIETNAM",9931,4716741
1992,"VIETNAM",9931,1717151
1995,"VIETNAM",24073,166870
1995,"CHINA",24073,3233566
1992,"JAPAN",7592,4054720
1997,"INDIA",24133,2749787
1997,"INDIA",29887,1313272
1997,"VIETNAM",29887,1255539
1995,"INDIA",23849,8438408
1996,"INDONESIA",17812,4427053
1996,"JAPAN",17812,4273404
1996,"VIETNAM",17812,1463348
1993,"INDONESIA",24862,2878768
1994,"INDIA",4475,3606238
1992,"JAPAN",3334,5509059
1992,"INDIA",21428,6305751
1994,"VIETNAM",7960,5550476
1994,"VIETNAM",7960,5096515
1997,"CHINA",13618,3128956
1993,"INDIA",6518,3346946
1996,"INDIA",14107,1051489
1993,"CHINA",13282,2952061
1995,"INDONESIA",4696,180411
1995,"JAPAN",4696,3630731
1995,"JAPAN",4696,1925084
1996,"CHINA",6688,3301907
1995,"INDONESIA",4516,6329435
1995,"VIETNAM",4516,4890030
1997,"INDONESIA",1684,3042381
1997,"INDONESIA",1684,6055686
1994,"JAPAN",14272,5414187
1992,"JAPAN",17656,7147028
1997,"VIETNAM",25297,1749720
1997,"INDONESIA",25297,3849545
1992,"VIETNAM",11717,7417462
1994,"INDIA",2054,4646645
1997,"CHINA",22738,5107003
1993,"INDONESIA",5461,1805411
1992,"INDONESIA",22973,2759047
1994,"INDIA",27652,3312031
1995,"JAPAN",18383,8460853
1995,"VIETNAM",18383,5587205
1995,"INDIA",18383,3225933
1994,"VIETNAM",7655,4380539
1997,"CHINA",9085,3741566
1992,"INDIA",10561,2764644
1996,"INDIA",28490,2980376
1996,"CHINA",25651,2357862
1992,"JAPAN",490,5036440
1996,"INDONESIA",28324,5441872
1996,"INDONESIA",16195,2791001
1992,"VIETNAM",29791,2145023
1992,"CHINA",29791,4483566
1993,"CHINA",10897,910419
1993,"INDIA",10897,2831428
1995,"JAPAN",23500,593052
1995,"JAPAN",23500,8454574
1992,"JAPAN",4186,1965336
1997,"CHINA",26281,5202291
1996,"INDIA",27436,4041809
1996,"CHINA",27436,1543632
1997,"INDONESIA",23101,1409480
1996,"INDIA",24751,3375041
1992,"JAPAN",3644,5617690
1995,"INDONESIA",7936,2189175
1994,"VIETNAM",17692,6896637
1994,"VIETNAM",7013,4115748
1997,"JAPAN",25589,659503
1997,"INDIA",25589,9813506
1997,"JAPAN",25589,5805538
1997,"INDONESIA",16189,7598889
1997,"CHINA",16189,2346899
1997,"CHINA",4564,1898649
1997,"CHINA",4564,898644
1997,"JAPAN",11941,6096335
1994,"VIETNAM",166,825297
1994,"INDONESIA",166,6834835
1995,"INDONESIA",14627,1724903
1994,"VIETNAM",6274,7161587
1994,"CHINA",6274,5163663
1995,"VIETNAM",6013,3107931
1995,"INDONESIA",6013,3410056
1997,"VIETNAM",9536,5427825
1994,"VIETNAM",20621,1410729
1997,"CHINA",24154,6279729
1996,"CHINA",9517,7033029
1992,"INDONESIA",25573,4379306
1995,"JAPAN",22609,1728101
1995,"VIETNAM",22609,1819820
1995,"CHINA",22609,7979637
1994,"INDIA",802,6947509
1994,"JAPAN",802,2375284
1993,"CHINA",13753,5424044
1993,"INDONESIA",13753,1319018
1996,"CHINA",10900,4639366
1996,"CHINA",10900,3266273
1996,"VIETNAM",10900,2099009
1997,"JAPAN",28828,535446
1994,"JAPAN",2807,6180540
1993,"INDIA",28114,1374957
1992,"VIETNAM",187,1799516
1992,"INDIA",187,3235195
1992,"JAPAN",187,845915
1997,"CHINA",20993,3576493
1994,"VIETNAM",28735,6759088
1994,"INDONESIA",28735,3119673
1996,"INDIA",29903,1898020
1993,"CHINA",8435,7831656
1993,"INDONESIA",8435,8696755
1996,"CHINA",15959,1547798
1996,"JAPAN",15959,2867216
1996,"CHINA",17549,5381987
1997,"JAPAN",5890,925645
1997,"JAPAN",5890,2715030
1996,"INDIA",5155,7430250
1996,"CHINA",5155,6173712
1996,"INDIA",5155,2099914
1992,"JAPAN",27250,4045440
1992,"INDONESIA",27250,860360
1992,"CHINA",7756,1887880
1992,"INDIA",7756,2920208
1992,"JAPAN",7756,7082127
1996,"INDONESIA",374,3386729
1995,"INDONESIA",15514,6779672
1995,"CHINA",15514,6885677
1992,"INDIA",19999,5767633
1995,"INDONESIA",20578,1866684
1995,"INDIA",20578,1553770
1995,"VIETNAM",19741,1518982
1992,"INDONESIA",14785,2613395
1992,"INDONESIA",14785,7486192
1994,"CHINA",4018,5050972
1996,"CHINA",8567,1555469
1995,"CHINA",10853,5173457
1995,"JAPAN",9380,2604869
1995,"VIETNAM",9380,3204428
1995,"INDIA",9380,6802863
1996,"VIETNAM",16234,4245275
1994,"INDIA",23758,3049583
1996,"INDIA",28438,511578
1996,"JAPAN",28438,8109372
1997,"CHINA",4603,1323654
1994,"VIETNAM",27385,331785
1994,"CHINA",27385,1422666
1997,"INDONESIA",24643,2719138
1993,"CHINA",6085,4583547
1996,"CHINA",191,8270089
1996,"VIETNAM",191,6885079
1993,"VIETNAM",15454,962773
1995,"JAPAN",7939,1360640
1996,"JAPAN",2926,6343363
1994,"INDIA",13604,4791650
1997,"INDIA",15737,2969546
1997,"INDONESIA",15737,8059657
1995,"CHINA",8074,2826495
1995,"VIETNAM",8074,5244019
1995,"INDIA",13580,2646198
1997,"INDONESIA",26326,978505
1997,"INDONESIA",26326,190855
1997,"INDONESIA",26326,6104234
1993,"INDIA",18308,4327881
1994,"CHINA",12724,2098867
1992,"JAPAN",16544,2383796
1995,"INDONESIA",16373,1690448
1995,"INDIA",16373,1603130
1994,"VIETNAM",15244,4257172
1994,"CHINA",15244,165237
1993,"VIETNAM",10330,6156154
1993,"CHINA",10330,2364135
1993,"VIETNAM",18700,5278977
1997,"CHINA",18229,4205932
1996,"JAPAN",9884,2035447
1996,"CHINA",9884,3480876
1994,"CHINA",29488,2079450
1995,"INDIA",12533,1650711
1993,"CHINA",1186,4658522
1993,"CHINA",1042,539661
1993,"INDONESIA",1042,5528952
1993,"CHINA",1042,6936716
1995,"VIETNAM",14875,3215090
1995,"VIETNAM",26087,3813870
1995,"CHINA",26087,3852244
1994,"INDONESIA",11741,7453408
1997,"JAPAN",11870,3863403
1995,"INDONESIA",18140,634496
1995,"INDIA",18140,2364397
1994,"INDIA",6656,3865100
1994,"JAPAN",6656,4539868
1996,"CHINA",26071,2829768
1997,"INDONESIA",8782,4651355
1992,"JAPAN",27635,1770788
1992,"INDONESIA",27635,6604870
1992,"INDIA",27635,4623264
1992,"INDIA",17761,4352458
1997,"JAPAN",2902,2033739
1993,"JAPAN",1642,8130947
1997,"VIETNAM",18862,680724
1997,"CHINA",18862,2440944
1996,"CHINA",12635,494850
1992,"VIETNAM",11830,5278860
1992,"INDONESIA",11830,4028344
1994,"JAPAN",8122,2441750
1994,"INDONESIA",6106,1602186
1994,"INDIA",16859,3228206
1996,"JAPAN",23887,2557174
1996,"INDONESIA",23887,6033954
1994,"INDIA",12119,6228298
1996,"INDONESIA",754,1297987
1994,"VIETNAM",19981,924130
1996,"INDIA",21481,4779630
1996,"INDIA",9586,6314172
1992,"JAPAN",21649,4257079
1994,"INDONESIA",26590,7605552
1994,"INDONESIA",26590,4029404
1992,"INDONESIA",1598,5316218
1993,"JAPAN",23419,4067884
1994,"INDONESIA",29789,96419
1994,"VIETNAM",29789,1932397
1994,"VIETNAM",5386,528295
1994,"JAPAN",5386,4575090
1995,"CHINA",25717,8338470
1995,"JAPAN",25717,321860
1992,"INDIA",10345,3205341
1992,"CHINA",10345,6510002
1992,"JAPAN",26816,8783971
1992,"JAPAN",26816,2666949
1992,"CHINA",29206,683346
1992,"INDONESIA",29206,1675835
1992,"INDIA",29206,1855872
1995,"INDIA",27622,341011
1993,"INDONESIA",12049,96059
1993,"INDIA",12049,3773918
1992,"JAPAN",1948,102664
1997,"JAPAN",6404,2491090
1997,"INDIA",1996,7218829
1997,"VIETNAM",1996,5009644
1993,"VIETNAM",28469,940837
1993,"CHINA",28469,3724520
1993,"CHINA",8047,2414527
1993,"CHINA",4964,833837
1993,"INDONESIA",4964,2150145
1997,"VIETNAM",18598,4692931
1992,"JAPAN",5249,1224140
1992,"INDONESIA",5249,1720345
1992,"INDIA",5249,704466
1992,"INDIA",8978,2613009
1994,"CHINA",11855,5236929
1994,"INDIA",11855,1284336
1996,"JAPAN",29758,5116045
1994,"CHINA",4990,3509400
1994,"JAPAN",4990,3911951
1994,"INDIA",4990,2719751
1993,"VIETNAM",19354,5089825
1993,"INDIA",3307,4198311
1995,"INDONESIA",3404,2627597
1995,"JAPAN",3404,545801
1993,"VIETNAM",11275,1155947
1992,"INDONESIA",23729,465305
1992,"CHINA",11839,963541
1996,"CHINA",22981,1068409
1995,"INDIA",344,6778256
1994,"CHINA",11701,3733401
1996,"CHINA",10181,5736328
1996,"VIETNAM",10181,5156138
1994,"VIETNAM",2782,2340527
1997,"INDIA",18380,1904862
1992,"INDONESIA",20473,9392231
1992,"INDIA",20473,2016839
1994,"INDIA",12277,4548865
1997,"INDIA",28607,8433299
1994,"CHINA",3493,6911964
1994,"VIETNAM",3493,161958
1992,"CHINA",13945,984895
1993,"JAPAN",8557,6171337
1993,"JAPAN",8557,6721741
1993,"INDONESIA",17243,1987804
1994,"INDIA",20905,2258185
1997,"INDIA",15326,5430076
1992,"VIETNAM",21622,3241529
1992,"VIETNAM",21622,6717251
1995,"JAPAN",25138,2417894
1997,"INDIA",3709,7383201
1997,"CHINA",3709,5033059
1997,"CHINA",3079,294056
1994,"INDONESIA",15530,738612
1992,"INDIA",4481,2837703
1992,"INDIA",4481,2335162
1992,"INDIA",4481,3766970
1995,"JAPAN",25435,5331988
1995,"INDIA",23038,2330450
1997,"CHINA",26144,907234
1997,"JAPAN",26144,3590516
1994,"CHINA",17056,152126
1994,"INDONESIA",17056,1315132
1992,"INDIA",21803,6759334
1992,"CHINA",21803,2902662
1992,"VIETNAM",21803,3301704
1992,"INDONESIA",17440,2840150
1992,"CHINA",7045,4342326
1992,"INDIA",7045,5438822
1993,"CHINA",11174,2098665
1995,"CHINA",17911,916201
1996,"CHINA",11536,804798
1996,"JAPAN",11536,2117124
1995,"INDIA",9434,4335864
1995,"CHINA",9434,3659670
1996,"INDONESIA",24283,6360447
1994,"JAPAN",1679,6057802
1994,"INDIA",1679,3444621
1994,"CHINA",17383,2741130
1994,"VIETNAM",7942,6059163
1997,"INDIA",8074,5704807
1997,"INDONESIA",11548,451021
1997,"INDONESIA",11548,428797
1992,"INDIA",12331,2191916
1993,"INDONESIA",7318,1295366
1995,"INDONESIA",10966,741941
1995,"CHINA",10966,4325391
1995,"VIETNAM",9352,2219302
1994,"INDIA",12310,7459600
1996,"VIETNAM",9895,4218816
1993,"INDONESIA",12286,4368312
1997,"JAPAN",12283,2682375
1997,"JAPAN",12283,2858726
1997,"JAPAN",12283,2949587
1993,"CHINA",25159,4373173
1993,"INDIA",25159,3559712
1993,"VIETNAM",25159,3615014
1997,"VIETNAM",12460,691460
1992,"VIETNAM",26806,3534374
1996,"VIETNAM",1696,5653883
1997,"INDONESIA",25006,8254040
1997,"JAPAN",5795,5679404
1993,"INDONESIA",14401,3895679
1993,"CHINA",14401,5499360
1995,"CHINA",19501,2223993
1995,"VIETNAM",17164,4681596
1994,"VIETNAM",23749,4851226
1992,"INDONESIA",29638,3093249
1993,"INDONESIA",25255,3106473
1993,"INDONESIA",25255,2008509
1994,"INDONESIA",26485,108315
1997,"CHINA",22529,3765274
1997,"VIETNAM",5161,5152124
1992,"JAPAN",4471,2200000
1994,"CHINA",2948,4914312
1994,"INDONESIA",15592,2618922
1994,"CHINA",15592,1425371
1996,"VIETNAM",1210,4963528
1993,"VIETNAM",1229,1675839
1995,"INDONESIA",9097,924858
1992,"JAPAN",745,3320799
1996,"CHINA",24262,867867
1995,"INDONESIA",27931,1696051
1995,"JAPAN",27061,6155897
1992,"JAPAN",11264,3057385
1996,"INDONESIA",26611,5620452
1993,"INDONESIA",7661,7338542
1995,"INDONESIA",1427,938520
1995,"INDIA",28042,8049918
1995,"VIETNAM",9323,1683592
1997,"INDONESIA",15443,706839
1995,"JAPAN",19171,4063919
1996,"INDIA",79,6984616
1994,"INDONESIA",934,2312913
1994,"INDONESIA",4477,4441030
1994,"CHINA",6931,3710282
1994,"INDIA",6931,3155377
1993,"INDONESIA",29212,7546793
1993,"INDONESIA",14800,6122332
1993,"VIETNAM",14800,6347602
1993,"INDONESIA",14800,5407664
1992,"CHINA",12889,4829946
1997,"INDONESIA",23872,2653355
1997,"INDONESIA",26899,7535407
1993,"VIETNAM",9407,4807189
1996,"JAPAN",17122,4715991
1996,"INDONESIA",17122,4824000
1996,"JAPAN",17122,686876
1997,"VIETNAM",13831,3977792
1992,"CHINA",27329,6246214
1996,"INDIA",20791,2858386
1994,"VIETNAM",21758,1216195
1994,"JAPAN",21758,7525921
1996,"CHINA",14537,6480886
1996,"VIETNAM",18545,5375447
1993,"JAPAN",15196,5425985
1993,"CHINA",15196,6384598
1993,"INDIA",15196,6168708
1995,"JAPAN",17138,6797952
1997,"JAPAN",29365,763785
1992,"INDIA",19663,3997378
1992,"VIETNAM",19663,1268460
1993,"INDIA",24961,2886409
1996,"INDONESIA",18718,1101411
1994,"CHINA",2204,327430
1994,"CHINA",10285,2330496
1994,"INDONESIA",10285,1550867
1992,"VIETNAM",13966,5596194
1992,"INDONESIA",13966,3407229
1992,"INDONESIA",19222,6372679
1992,"VIETNAM",19222,4593279
1992,"CHINA",19222,6113715
1992,"INDONESIA",19222,3846915
1994,"JAPAN",10046,3180577
1996,"INDONESIA",29338,3047849
1996,"INDONESIA",29338,2803686
1996,"CHINA",29338,3998132
1992,"INDIA",29282,4234841
1992,"VIETNAM",8197,2446392
1995,"JAPAN",23032,3933304
1995,"JAPAN",23032,866682
1993,"INDONESIA",19648,1025320
1993,"INDIA",10451,734269
1993,"INDONESIA",10451,6456824
1993,"INDIA",10451,4594923
1997,"VIETNAM",13355,1863452
1996,"INDIA",23357,1133905
1992,"CHINA",7219,1057614
1992,"VIETNAM",7219,5202550
1995,"VIETNAM",10390,1975315
1993,"VIETNAM",7684,6801676
1995,"VIETNAM",11881,355506
1994,"CHINA",8057,803483
1993,"INDIA",7348,6317880
1993,"VIETNAM",7348,1012889
1997,"CHINA",18226,5567613
1997,"JAPAN",18226,101377
1997,"CHINA",18226,7925700
1993,"VIETNAM",26299,5599212
1996,"VIETNAM",3070,4116102
1995,"CHINA",26084,5982577
1995,"JAPAN",26084,7859682
1994,"JAPAN",28244,7960899
1993,"CHINA",25873,2686227
1995,"INDIA",758,3326132
1997,"INDONESIA",6724,6256767
1993,"VIETNAM",15385,7996785
1992,"INDIA",24377,1447318
1992,"INDIA",24377,5306789
1994,"JAPAN",27712,5908010
1994,"INDONESIA",27712,1178131
1993,"VIETNAM",997,4044025
1995,"JAPAN",14992,1703432
1995,"VIETNAM",14992,1537500
1992,"VIETNAM",24628,7087954
1992,"JAPAN",24628,3584971
1994,"VIETNAM",7567,4266784
1995,"VIETNAM",27730,811156
1993,"INDIA",15392,3330933
1995,"INDONESIA",26467,1624155
1992,"INDONESIA",18029,1502364
1994,"INDIA",16138,4203713
1996,"INDIA",7687,2962733
1997,"INDIA",19282,1922180
1997,"JAPAN",19282,5350328
1996,"CHINA",21022,7337584
1997,"JAPAN",27005,2803252
1993,"VIETNAM",20327,4547175
1993,"INDONESIA",20327,2405878
1995,"CHINA",23810,5725172
1994,"JAPAN",1757,606054
1994,"INDIA",19994,4230427
1994,"INDONESIA",19994,2717012
1997,"CHINA",3799,2762847
1997,"VIETNAM",3799,6327171
1997,"INDONESIA",3799,2596004
1994,"INDONESIA",18895,5126257
1994,"CHINA",18895,2794453
1997,"INDIA",8162,5464669
1995,"JAPAN",17929,8136489
1994,"INDIA",9733,7372547
1994,"VIETNAM",9733,2250872
1994,"JAPAN",18994,1206243
1993,"INDIA",10264,6125483
1994,"CHINA",26686,6210897
1992,"JAPAN",11795,5258649
1992,"CHINA",11795,3138414
1995,"JAPAN",28190,943212
1996,"VIETNAM",8375,3418151
1996,"INDIA",16549,827818
1994,"JAPAN",1613,309960
1994,"VIETNAM",1613,1008961
1997,"JAPAN",14488,1399194
1997,"VIETNAM",16466,1755496
1997,"JAPAN",16466,4639426
1997,"JAPAN",16444,3734508
1995,"INDIA",1747,542821
1993,"INDIA",1771,897719
1993,"INDONESIA",1771,1342328
1993,"CHINA",19796,3223175
1993,"VIETNAM",14225,1144161
1993,"JAPAN",14225,1924358
1993,"JAPAN",14225,2429322
1997,"INDONESIA",22912,4494862
1993,"JAPAN",27856,297023
1993,"INDONESIA",27856,3632085
1993,"JAPAN",4609,4080459
1993,"INDIA",4609,4487857
1993,"INDONESIA",6356,3660989
1993,"CHINA",6356,3187406
1996,"INDIA",11584,4329815
1993,"INDIA",5750,2673811
1993,"INDONESIA",5750,665968
1993,"VIETNAM",5750,517585
1993,"CHINA",5750,1223700
1995,"INDONESIA",2500,4812533
1995,"INDONESIA",2500,8384192
1996,"CHINA",4417,1162226
1997,"INDIA",13750,202081
1997,"VIETNAM",22934,502101
1997,"INDONESIA",22934,4781656
1997,"JAPAN",22934,1258311
1992,"INDONESIA",7049,4968946
1993,"INDIA",24847,2605508
1994,"CHINA",3383,3687598
1997,"INDONESIA",23162,5392547
1996,"VIETNAM",23308,1278672
1997,"INDONESIA",10450,2086949
1997,"INDONESIA",10450,6398419
1997,"VIETNAM",10450,5311845
1996,"JAPAN",27833,3759759
1997,"INDONESIA",15851,2123339
1993,"INDONESIA",20296,1871573
1994,"INDONESIA",17041,4489044
1994,"JAPAN",17041,7293616
1994,"JAPAN",17041,7371896
1993,"INDONESIA",27293,1559001
1997,"CHINA",11930,2721891
1993,"VIETNAM",5069,1658944
1997,"INDONESIA",28978,2198080
1997,"CHINA",28978,3751050
1996,"VIETNAM",16523,4128480
1997,"VIETNAM",21697,7722383
1993,"VIETNAM",23708,6401327
1994,"INDIA",23288,6279518
1994,"CHINA",23288,5708043
1994,"INDONESIA",23288,4487884
1992,"INDIA",23189,4806275
1995,"CHINA",2782,5565950
1992,"INDIA",19714,4663494
1997,"INDIA",12674,4965325
1994,"CHINA",6821,7090884
1995,"INDIA",27100,3725344
1993,"JAPAN",24190,3797064
1993,"VIETNAM",24190,2774714
1993,"CHINA",24190,5911478
1995,"CHINA",14446,3270479
1993,"VIETNAM",9578,3285131
1993,"JAPAN",9578,3285766
1993,"VIETNAM",9578,1309699
1995,"INDIA",18184,4110310
1992,"INDIA",361,183108
1992,"INDIA",361,3666014
1992,"CHINA",3850,6576375
1992,"CHINA",3850,147252
1992,"INDIA",25084,3871153
1994,"CHINA",2294,1576728
1994,"INDIA",2294,3798114
1994,"VIETNAM",2294,6160488
1994,"JAPAN",2294,3805401
1992,"INDONESIA",25348,2841025
1996,"CHINA",24358,463023
1993,"CHINA",11141,6972728
1993,"VIETNAM",11141,2396734
1997,"INDIA",9040,835325
1993,"CHINA",16205,8440166
1993,"JAPAN",16205,7160802
1993,"INDIA",26770,2725455
1993,"INDONESIA",26770,275942
1994,"CHINA",2416,1292116
1994,"INDIA",2416,2673881
1997,"JAPAN",13420,5678560
1997,"CHINA",13420,976662
1997,"INDIA",5359,3339824
1997,"VIETNAM",5359,665617
1997,"CHINA",5359,905077
1993,"CHINA",19780,4783536
1993,"VIETNAM",2116,5055484
1997,"VIETNAM",11315,6181146
1993,"INDONESIA",21074,4166116
1993,"JAPAN",21074,5690835
1995,"JAPAN",7321,5919159
1995,"CHINA",7321,3425352
1996,"JAPAN",19600,6465876
1997,"JAPAN",1303,4097397
1995,"INDIA",7042,8250618
1993,"CHINA",15826,6271122
1997,"VIETNAM",26779,5108215
1996,"CHINA",6767,5659288
1996,"VIETNAM",6767,1394250
1996,"INDIA",6767,1619580
1995,"JAPAN",24604,5546385
1993,"JAPAN",2840,6685873
1993,"CHINA",2840,982818
1997,"CHINA",29542,3463128
1995,"VIETNAM",5317,3446859
1997,"VIETNAM",1910,2097306
1995,"VIETNAM",29803,277912
1995,"INDIA",8618,2585195
1994,"VIETNAM",29026,5454749
1995,"CHINA",23981,4128136
1994,"CHINA",15239,2841393
1993,"INDONESIA",29413,4755652
1992,"CHINA",736,3971318
1992,"VIETNAM",736,2161235
1996,"INDIA",26458,1108551
1995,"INDIA",872,3524133
1995,"INDIA",872,4930152
1996,"JAPAN",23105,502945
1992,"INDIA",26329,1192360
1996,"JAPAN",10000,8934584
1992,"INDONESIA",6722,1666089
1994,"INDIA",23014,3451104
1992,"CHINA",20609,2938224
1993,"CHINA",16412,303072
1993,"INDONESIA",16412,3943182
1997,"JAPAN",28349,3664108
1995,"INDONESIA",25444,4727702
1996,"INDONESIA",25877,1093499
1996,"INDIA",25877,6540682
1992,"JAPAN",27178,263050
1996,"VIETNAM",14797,3934209
1996,"JAPAN",14797,5580012
1994,"INDONESIA",23020,6398702
1994,"VIETNAM",4154,2088226
1995,"INDIA",14240,1514025
1996,"CHINA",20950,4875525
1996,"INDIA",20950,4807296
1996,"CHINA",20950,4595136
1992,"INDIA",1807,7213224
1992,"INDIA",8170,658309
1993,"INDIA",29617,1060293
1993,"JAPAN",29617,4919096
1997,"JAPAN",13243,2868418
1997,"VIETNAM",13243,6943129
1995,"JAPAN",21334,1296323
1993,"INDONESIA",28181,792036
1996,"INDONESIA",28658,2424366
1996,"INDIA",28658,2392394
1993,"INDIA",26317,511925
1995,"CHINA",27586,5364206
1997,"VIETNAM",5113,5535504
1997,"INDONESIA",5113,1341490
1996,"INDONESIA",28472,2259141
1996,"CHINA",28472,698281
1996,"JAPAN",7429,3048094
1997,"INDONESIA",14420,570934
1992,"INDONESIA",19177,1896432
1992,"JAPAN",19177,965370
1995,"JAPAN",11164,2515740
1995,"INDONESIA",11164,2314327
1995,"JAPAN",11164,4605201
1995,"INDIA",17773,1828187
1995,"INDIA",17773,3973733
1993,"INDIA",5290,178270
1996,"INDIA",11017,529699
1996,"CHINA",11017,591504
1996,"CHINA",11017,1979865
1997,"VIETNAM",6908,3107692
1995,"JAPAN",13339,1158804
1993,"INDIA",25339,3379788
1992,"JAPAN",22069,3344187
1993,"VIETNAM",5125,1640622
1996,"INDIA",18343,3943526
1996,"VIETNAM",18343,5445420
1996,"JAPAN",18343,3390568
1993,"CHINA",28742,2346072
1993,"JAPAN",28742,5565996
1996,"INDIA",4237,3745566
1995,"CHINA",14251,7480667
1995,"VIETNAM",14251,1143795
1993,"JAPAN",23896,3168976
1993,"INDIA",23896,4832150
1995,"CHINA",7742,3751387
1995,"INDIA",29728,258074
1996,"VIETNAM",15565,3745359
1997,"INDONESIA",15793,3157584
1996,"INDONESIA",16255,2871302
1993,"INDIA",15673,1973386
1993,"JAPAN",15673,6323663
1992,"VIETNAM",12730,6272476
1995,"JAPAN",20048,512373
1995,"INDIA",20048,765898
1995,"VIETNAM",20048,2316885
1996,"JAPAN",1627,5273702
1996,"INDONESIA",1627,6442320
1992,"INDONESIA",8380,1336930
1992,"INDONESIA",8380,1205482
1992,"JAPAN",10717,963044
1992,"VIETNAM",10717,2324800
1995,"JAPAN",27080,5557720
1993,"VIETNAM",1501,1958896
1993,"VIETNAM",1501,4806315
1993,"INDIA",1501,2896293
1996,"INDIA",23914,7430572
1997,"CHINA",18950,1876074
1995,"CHINA",17608,3220707
1995,"VIETNAM",17608,2188260
1995,"VIETNAM",17608,2505275
1996,"JAPAN",5243,3773976
1992,"JAPAN",14647,3271533
1993,"JAPAN",11962,2606389
1993,"JAPAN",11677,7317303
1995,"CHINA",24164,1590069
1995,"INDIA",24164,2503018
1997,"INDIA",1630,5672068
1996,"CHINA",11420,3070012
1993,"INDIA",5845,5657520
1997,"VIETNAM",6418,1065595
1997,"CHINA",6418,6816694
1997,"INDIA",6418,2825382
1997,"CHINA",26050,2861709
1997,"JAPAN",26050,2058075
1993,"CHINA",188,8118647
1992,"JAPAN",9230,6925404
1992,"VIETNAM",9230,2541749
1992,"CHINA",23629,6353740
1993,"INDONESIA",19187,4486633
1993,"JAPAN",19187,3646981
1993,"JAPAN",19187,6036683
1993,"CHINA",15125,4413787
1994,"JAPAN",13375,6836197
1994,"INDIA",13375,2935035
1994,"INDIA",10754,3780469
1994,"INDONESIA",10754,2908319
1997,"INDONESIA",7306,1753994
1997,"JAPAN",7306,6037710
1995,"CHINA",25183,3804918
1995,"INDIA",25183,5173968
1997,"CHINA",18145,4648288
