"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
27560,19930828,114937,4587035,117115
27560,19930828,127923,5462576,117055
308,19930630,189588,2851886,100654
5534,19940912,170272,1879178,80536
28441,19980524,85212,2202866,71832
28441,19980524,42759,309718,102105
2317,19921104,176611,1800679,101256
28942,19970824,117848,7301031,111950
19438,19950214,170541,3223080,96692
28862,19980308,118161,2549343,70749
3670,19970807,42854,1024204,107811
3670,19970807,151123,2440995,70447
26710,19960516,149873,2399741,115372
7739,19960713,184819,5189786,114228
14549,19980703,101220,464063,73273
4016,19980129,147616,7576079,99816
4016,19980129,29492,1620498,85289
14471,19940402,184194,5707118,76691
23038,19940531,112783,7644635,107746
23038,19940531,194186,5956677,76810
18193,19940326,161259,5708761,79215
18193,19940326,77636,4226096,96817
22040,19980108,193031,1922091,67441
22040,19980108,93362,5123260,81321
23344,19940711,147859,3623015,114411
23344,19940711,159726,2657151,107143
4805,19960630,187048,211117,68102
4805,19960630,68776,2132108,104686
6886,19980511,114216,5148428,73812
6886,19980511,28240,5271098,70094
6886,19980511,166741,8225217,108464
16033,19931006,131483,6056405,90868
21769,19950521,128813,4287733,110508
13819,19930114,189403,5238324,89544
24703,19921010,95473,4699104,88108
24703,19921010,6699,1791950,96341
16142,19980521,152902,8406070,117294
23773,19960629,5641,4008890,92798
23773,19960629,119383,258037,84142
7058,19980702,79623,2625091,96157
7058,19980702,16334,5626485,75019
25771,19940907,89392,6630672,82883
25771,19940907,93703,2315995,101802
24314,19921026,111245,5077722,75374
3572,19961202,163460,6550878,91407
3572,19961202,101049,2778405,63002
3572,19961202,10382,240382,77542
19127,19941009,191994,2271643,125159
2122,19951218,64341,2046773,78320
2122,19951218,32881,489747,108832
23158,19920310,8249,3443946,69434
23158,19920310,168513,7051953,94890
19951,19970606,177238,1914974,78913
16666,19971027,151201,4262488,75132
4526,19930623,24815,6776559,104388
4526,19930623,53699,3996204,99161
4526,19930623,111775,6346607,107206
2456,19920621,133200,113454,73992
2456,19920621,36179,4014612,66910
15691,19951107,181895,2467158,118613
12155,19950405,13585,3274397,89914
12155,19950405,110508,1639980,91110
8642,19930730,129300,3373763,79758
8642,19930730,141321,619855,81739
3719,19980131,121707,4148880,103722
3719,19980131,118669,818515,101259
5446,19950720,99424,5569842,85405
16823,19951117,49667,5601726,96999
13948,19960913,98958,8718212,117417
21049,19920511,13324,2209853,74239
21323,19920414,123353,2659108,82581
21323,19920414,189721,2810237,108643
1159,19940923,73781,326389,105286
5768,19980802,119022,96814,62461
23293,19960612,30099,3087270,61745
9128,19980202,28627,1078044,93337
17455,19920611,89858,7683360,110871
11923,19920327,114032,1769882,62761
27662,19931126,107814,6299818,109308
27662,19931126,61347,4396022,78500
25261,19940830,74105,4510638,64746
15646,19951230,57754,4724430,102705
2348,19941026,24453,133612,82647
8314,19921108,168881,1544304,116992
9793,19930513,55281,5209683,74176
24286,19931024,55071,2671886,61564
18992,19940621,197491,3035604,95309
26305,19930717,80073,3166581,63184
26305,19930717,144073,650134,67024
14476,19970629,124250,5160712,76455
7004,19970408,196154,2450294,75009
7004,19970408,75492,6750454,88049
9175,19931012,73346,2137330,79160
4078,19941114,125772,4269703,107866
5582,19940416,115021,3211662,62161
832,19921110,123874,6075081,113872
13544,19960216,175614,5028279,101376
13234,19921223,14345,488623,75560
15331,19941019,110318,119547,79698
4822,19950424,56536,420893,89551
4822,19950424,92,1458372,59525
4411,19931126,127791,6285738,109127
4411,19931126,138348,5926603,83180
7690,19980525,23926,5076180,110995
7690,19980525,13949,519760,111776
23980,19940120,107899,7246182,114413
24178,19950804,151111,4392775,69726
6170,19940107,98210,4157450,72492
6170,19940107,4007,762507,54660
14740,19970324,97864,8750742,111711
19736,19921202,158160,1315612,73089
19052,19930210,59941,2053015,114056
19052,19930210,15891,4537100,108413
16723,19940806,99480,7027530,88768
21043,19921119,85100,3683914,65106
15407,19930523,77820,1918273,107869
15407,19930523,108221,4095761,73753
3251,19920226,84581,5886580,93934
22162,19960823,104924,1157352,115735
22162,19960823,106182,1613548,71290
22162,19960823,52340,5825868,77540
20332,19950406,126869,4322560,113751
19795,19960613,58476,6598562,86068
9035,19931210,34324,4529952,75499
9035,19931210,68485,427323,87208
20581,19920428,116336,5598646,81139
20497,19940203,185316,1087416,84078
397,19960917,179430,5651305,90565
397,19960917,66654,5899166,97239
17407,19920716,63327,4931603,77419
3631,19960124,89715,8353079,102282
3631,19960124,25946,4672362,112316
13570,19961013,115727,7054530,104563
27638,19950720,46890,712713,110213
27638,19950720,104193,787751,71831
27638,19950720,160988,1155624,122938
8051,19941120,123569,1146643,95553
6652,19950704,92641,5332200,98018
6652,19950704,67347,5651662,78860
10945,19960208,169550,1031653,97173
10945,19960208,41883,492717,109492
19873,19980416,71562,432463,92013
27994,19960821,102149,3158728,69068
1903,19940731,88278,4786500,75976
20131,19930519,50849,3012932,107990
20131,19930519,14273,1595690,71236
16870,19940830,105873,683908,112732
22315,19920713,126142,998759,70088
12178,19971214,34045,1566464,58742
26716,19921125,78895,843250,112433
26716,19921125,187803,1230910,113448
20893,19970708,103559,4993909,93753
18148,19960716,99213,4633066,72732
29054,19950201,65381,4222247,80782
29054,19950201,47024,2709145,58261
18695,19960909,69178,3947411,68830
18695,19960909,69779,7400794,104926
15370,19920116,30481,6362951,84688
12721,19920401,39042,4520632,58862
12211,19920410,156251,4470795,78435
23657,19950701,89582,6647783,94294
2000,19970411,191421,7040315,90745
5734,19980404,47424,4118374,82285
5288,19970127,194329,2818173,85399
12697,19970228,115403,5540270,85104
20053,19960709,135495,3599712,91829
20053,19960709,49217,1244346,69972
29810,19970206,50387,6226841,80242
17689,19920119,155108,1228233,69786
20590,19920812,46926,4905177,112375
7256,19961007,144784,1360612,109726
3628,19960714,128408,545832,86184
17765,19920227,148035,945485,64981
4786,19931129,91962,3816083,117237
4786,19931129,195237,3097434,79933
3217,19930511,75275,3308214,75016
8048,19970607,174871,953476,116752
8048,19970607,89544,976864,92012
13463,19950727,74886,6140904,111652
13463,19950727,3330,5105986,73999
24625,19930924,185719,5370816,108282
24625,19930924,166065,3359248,67863
24625,19930924,97869,3802793,112011
10213,19970810,181118,5126195,71946
28948,19921128,113832,7460844,110749
8074,19960928,139714,5219040,105222
8074,19960928,56057,2779809,60783
7351,19940326,113621,3171162,98077
8095,19940114,109070,1374735,64744
3748,19970219,82564,4794336,92793
3748,19970219,43206,675729,68952
9421,19971120,45807,5742172,105168
9421,19971120,68036,2521119,60241
9421,19971120,71745,5055799,103004
9421,19971120,15268,2342854,70995
11707,19980215,170044,972556,66842
11707,19980215,118246,4831925,75854
11707,19980215,148810,4959305,111528
25928,19970217,148846,8449091,113690
15194,19930918,67596,5156719,93815
28525,19961101,73938,1078328,114715
14068,19970612,86673,6947378,99580
8704,19941216,62943,3621286,114356
8840,19970621,44273,2597654,73036
12131,19920413,69704,3233588,100422
27217,19920219,159758,3090175,109065
9311,19921105,165075,331760,68404
8959,19930808,79350,1854443,79761
3820,19950919,49395,3831511,80663
22402,19950501,81046,1728508,61622
22402,19950501,8587,1740855,89734
622,19970710,14229,1611940,68593
622,19970710,139535,2664104,94471
10616,19950405,154577,2760616,97894
11587,19960928,57232,3653314,71353
11587,19960928,83819,8568755,108168
17801,19961021,170023,2884479,65581
5668,19980508,87851,1783684,110331
20975,19930712,120641,3123883,99698
21986,19931008,16172,1196987,65290
6482,19980607,61629,3340302,95437
29810,19951126,102948,7491609,117056
29810,19951126,60562,4987906,91353
29810,19951126,49795,2983590,104687
12020,19950509,7969,4611690,112617
15604,19970105,142940,7804851,118976
3338,19960616,199423,5351306,91345
3338,19960616,87227,5536843,72853
20543,19920413,98469,6198551,88047
25489,19921212,111443,2879791,87266
22858,19940717,56758,814506,102885
4426,19950930,173165,2993870,74289
18158,19921029,87525,5039716,90751
26258,19950718,69356,1888623,79521
26258,19950718,56430,2523302,83185
13426,19940611,3142,200666,62708
19585,19930628,172880,3187100,117172
17329,19980709,154138,4530094,71527
17329,19980709,183542,5617866,97532
9778,19951020,165803,177536,112128
9778,19951020,41828,5097081,106189
6836,19961102,98720,7837363,103123
6836,19961102,176713,687248,107382
12175,19940327,112991,200399,120239
26842,19961218,117300,3098289,79038
23522,19970422,163314,3346863,82638
10703,19920827,182875,6014576,117472
16546,19970518,43045,4841396,59282
16546,19970518,41967,4690314,114537
26470,19980331,168279,4090311,80836
27197,19961225,20290,1779126,72617
18334,19970623,67974,7849442,116518
23938,19960413,130806,3625843,110208
2404,19960324,120104,1744603,67446
22156,19921022,142807,1933041,110988
8524,19931231,113394,4498018,84443
8524,19931231,84351,3497281,80121
22987,19960117,44328,3589214,76339
12475,19960919,124535,6316096,93571
12475,19960919,174006,211680,64800
20476,19940205,18865,3897734,107031
20476,19940205,153119,1800360,70326
7003,19940203,175825,1290656,114049
7003,19940203,76174,5081451,69010
9604,19930913,188572,3138477,99634
21682,19940324,57367,6035108,79461
23371,19970217,187794,745188,112907
4747,19940303,152844,6174214,113810
27418,19960205,53829,4920583,106969
27418,19960205,93898,1271350,113513
10927,19970823,121828,8346387,110989
10927,19970823,89454,6020629,86607
16600,19950713,160396,1019473,87383
27637,19930625,144433,1772916,88645
8905,19970518,158816,341215,112488
17323,19950319,19245,2923406,69854
17323,19950319,15874,2470020,107392
19814,19960510,144520,1501939,93871
11656,19980510,112066,291076,64683
12109,19920608,91386,2454491,82642
23572,19960301,2553,4707248,87333
23572,19960301,105057,3154288,63723
20551,19930321,47315,371119,75738
6392,19940504,105691,5963865,101801
14963,19940224,88456,2166675,86667
22811,19920722,75664,4338540,98379
29362,19970622,140714,3267270,105282
5260,19930321,22998,6742674,115259
22900,19980727,199448,1267353,92846
22900,19980727,74909,7708918,113034
5329,19920915,72240,1200117,72734
1823,19930721,74959,3601014,116037
5074,19940921,119579,3411348,95914
5074,19940921,98831,7904865,109789
5074,19940921,6055,3940305,57663
895,19920611,105085,5232384,65404
1229,19960419,99201,3158926,72012
11941,19950519,13309,479141,73338
11941,19950519,137809,1662120,110808
20531,19960914,107650,3965098,99459
25736,19971025,48736,2021676,101083
25736,19971025,157394,6821533,87083
19120,19930808,37345,1667042,76940
15548,19950910,155135,4455846,71407
15548,19950910,138581,6253198,97174
15548,19950910,87605,1904749,95556
2083,19961005,105291,4400904,77777
27263,19930515,20821,951033,104509
4457,19971021,89454,4250960,86607
20956,19980101,94648,4100029,98558
17800,19950411,142349,5096478,83480
293,19940619,170294,1852705,81857
293,19940619,118162,5211586,70809
2056,19940128,141994,610797,122159
21982,19961202,78273,4335650,75076
21224,19940402,172785,4272894,111466
23528,19930222,49151,1494003,66009
20780,19970117,12197,219619,66551
20456,19951110,40138,4096894,64687
20456,19951110,194038,5436008,67921
7402,19970531,184280,4297482,81856
9334,19930712,169346,3125070,84920
27272,19921116,39477,6454853,84988
11011,19961213,197746,1626178,110624
28162,19921108,137449,4239326,89186
28162,19921108,89237,4400939,73573
2629,19970928,195493,2001497,95309
8291,19971212,69630,3495191,95977
8687,19920628,74974,4735997,116938
20539,19980617,71213,2527104,71052
14936,19920621,8877,5362967,107152
15787,19950729,135707,4970180,104562
15787,19950729,54212,2928353,69972
16018,19940409,145738,5709719,107023
20926,19980408,74748,6046817,103364
29833,19921229,75445,3963027,85226
26075,19970319,65043,4788190,60482
9712,19961018,125242,1268507,76034
9712,19961018,77262,4426636,74355
9712,19961018,5455,2429763,81627
24034,19970214,76554,3801886,91833
24034,19970214,149133,2522665,70927
24034,19970214,75284,5130306,75556
12262,19980622,96245,4271106,74474
14243,19940313,15601,147110,90996
10085,19950525,14211,4300552,67512
10085,19950525,71280,3188261,75076
10085,19950525,115973,6497964,119338
14980,19970217,141908,1435126,116994
14980,19970217,33608,2219904,92496
14980,19970217,43910,3874671,111234
24616,19920720,91074,2810719,63904
12580,19921008,149799,7173305,110927
12580,19921008,4024,1158168,55681
26531,19960224,14011,2196898,55500
26531,19960224,69147,1453214,66968
26531,19960224,155361,931964,84981
14330,19950608,194787,2739871,112906
14330,19950608,184939,3730102,121435
14330,19950608,66255,4308570,73275
22651,19970514,113935,6562047,116935
23498,19961219,1076,3253643,58624
4589,19970324,73808,2886516,106908
18173,19920416,89233,598892,73333
18173,19920416,69020,91978,59341
29551,19920228,17307,227719,73458
22369,19941205,46481,5538622,85648
7858,19950627,99718,5001971,103062
8708,19930812,17631,1238904,92917
13411,19950612,146490,6637636,92189
13411,19950612,146175,5110596,73270
19045,19970601,57544,750770,90092
10237,19960919,59169,4020762,67689
10237,19960919,45688,5070942,98020
18418,19950522,66364,1815941,79821
18418,19950522,49185,1341734,68050
23641,19960814,146348,2852819,83660
28798,19920624,100692,944521,101561
28798,19920624,177664,2723956,104499
18551,19960610,80528,6272426,90511
22756,19980113,41070,3896663,60664
16597,19950310,144267,5192589,78675
25090,19930712,24426,5161305,81025
7204,19920709,57604,574668,93696
7204,19920709,137283,2233913,79216
7204,19920709,125851,6193605,112611
10285,19940310,153920,7342982,118435
13789,19960813,19823,6931195,104569
4199,19950603,7094,2277479,60065
7360,19920504,133447,6963989,88826
7360,19920504,101400,274674,84084
28948,19950820,6198,1839580,66251
28816,19930711,113440,1151124,87206
28816,19930711,117043,1574159,63602
4352,19950119,70957,3333425,115677
2887,19950417,58551,5621564,90573
2887,19950417,63704,4401060,100062
28034,19940127,190600,3076892,101436
16009,19930703,179029,1354000,66481
15172,19920407,25043,1091949,58082
15928,19920905,134207,2730640,74472
26354,19950102,110463,433197,88407
9895,19931122,34316,2233053,75018
12451,19950921,181589,327433,100234
12451,19950921,166186,3966906,75130
14833,19930329,138021,4333509,63541
12791,19940804,31071,1352794,60124
19363,19971026,45172,630083,67030
19685,19920414,125380,843228,84322
19693,19951110,147736,6574828,107023
712,19960525,22084,915532,60364
17524,19961220,100058,102630,63483
5116,19960204,108709,5783495,103062
5116,19960204,177647,2317916,103478
5116,19960204,103238,2476253,74473
2660,19950421,116568,5539621,95073
22183,19930806,39290,4093535,73757
29980,19970708,160148,5446295,72488
27463,19921220,85000,3349000,59100
8930,19970224,23366,1914699,77361
8930,19970224,145070,2564661,66904
15202,19970802,194173,1986922,76030
15202,19970802,56851,5532021,108471
28370,19971012,91706,2471851,101862
11686,19921205,197853,5161949,117051
11686,19921205,177416,3494579,89604
11686,19921205,158465,2742228,91407
4186,19961228,167647,4835284,102878
21542,19930608,1850,1830683,105111
14693,19960319,183665,7444045,104919
11227,19980524,7806,1496147,102828
11227,19980524,188186,5568166,76450
11227,19980524,38634,3170422,94357
6041,19961015,191120,3529203,72667
14983,19980625,176937,4354116,120835
14983,19980625,154759,4976930,108825
14983,19980625,23012,997655,56100
14983,19980625,161782,1161581,110626
23674,19921019,64098,4639209,63725
1597,19951109,174184,4302975,75490
1597,19951109,104437,4108075,86485
27766,19931021,28840,2886746,106130
12574,19920721,117692,4089578,102581
10363,19970317,92776,5757346,106126
10363,19970317,56052,4169294,60483
10363,19970317,145036,2140439,64861
5746,19940914,75947,7234100,115376
5746,19940914,68008,90768,58560
22628,19930304,109170,3926636,70750
23663,19920727,175238,3120234,78793
